port_id,rdate,p_close,daily_return
BG001,7/15/2014,231.8276,-0.001167177
BG001,7/16/2014,232.5847,0.003265789
BG001,7/17/2014,230.2318,-0.010116315
BG001,7/18/2014,232.0331,0.007823854
BG001,7/21/2014,230.8039,-0.00529752
BG001,7/22/2014,232.9041,0.0090995
BG001,7/23/2014,233.4465,0.002328856
BG001,7/24/2014,233.7587,0.001337351
BG001,7/25/2014,232.9274,-0.003556231
BG001,7/28/2014,232.2592,-0.002868705
BG001,7/29/2014,230.545,-0.007380547
BG001,7/30/2014,231.3081,0.003309983
BG001,7/31/2014,227.345,-0.017133425
BG001,8/1/2014,227.5959,0.001103609
BG001,8/4/2014,229.983,0.010488326
BG001,8/5/2014,227.8512,-0.009269381
BG001,8/6/2014,227.9088,0.000252797
BG001,8/7/2014,225.8594,-0.008992193
BG001,8/8/2014,229.6426,0.016750244
BG001,8/11/2014,230.9217,0.00556996
BG001,8/12/2014,230.4815,-0.001906274
BG001,8/13/2014,231.3838,0.003914848
BG001,8/14/2014,232.4944,0.004799817
BG001,8/15/2014,232.1516,-0.001474444
BG001,8/18/2014,234.9345,0.011987425
BG001,8/19/2014,236.8228,0.008037559
BG001,8/20/2014,238.2151,0.005879079
BG001,8/21/2014,238.399,0.000771991
BG001,8/22/2014,239.0061,0.002546571
BG001,8/25/2014,240.0427,0.004337128
BG001,8/26/2014,240.1995,0.000653217
BG001,8/27/2014,239.926,-0.001138637
BG001,8/28/2014,239.297,-0.002621642
BG001,8/29/2014,239.7451,0.001872568
BG001,9/1/2014,239.7451,0
BG001,9/2/2014,240.1855,0.001836951
BG001,9/3/2014,240.3161,0.000543746
BG001,9/4/2014,240.9954,0.002826694
BG001,9/5/2014,242.5624,0.006502199
BG001,9/8/2014,241.4615,-0.004538626
BG001,9/9/2014,239.7399,-0.007129915
BG001,9/10/2014,240.2058,0.001943356
BG001,9/11/2014,240.4714,0.001105719
BG001,9/12/2014,239.2405,-0.005118696
BG001,9/15/2014,239.0919,-0.000621132
BG001,9/16/2014,240.9206,0.007648523
BG001,9/17/2014,240.7878,-0.000551219
BG001,9/18/2014,241.8381,0.004361932
BG001,9/19/2014,240.8313,-0.004163116
BG001,9/22/2014,237.9365,-0.012020032
BG001,9/23/2014,236.4782,-0.006128946
BG001,9/24/2014,238.8297,0.009943834
BG001,9/25/2014,235.3249,-0.014674892
BG001,9/26/2014,238.9266,0.015305223
BG001,9/29/2014,238.1911,-0.003078351
BG001,9/30/2014,236.9197,-0.005337731
BG001,10/1/2014,233.6291,-0.013889094
BG001,10/2/2014,234.1344,0.00216283
BG001,10/3/2014,237.6588,0.015052893
BG001,10/6/2014,236.8462,-0.003419188
BG001,10/7/2014,232.2651,-0.019342088
BG001,10/8/2014,236.2804,0.017287574
BG001,10/9/2014,230.6816,-0.023695575
BG001,10/10/2014,227.6747,-0.01303485
BG001,10/13/2014,222.867,-0.021116532
BG001,10/14/2014,225.5318,0.011956907
BG001,10/15/2014,223.2827,-0.00997243
BG001,10/16/2014,224.7741,0.006679425
BG001,10/17/2014,228.3514,0.01591509
BG001,10/20/2014,230.8278,0.010844689
BG001,10/21/2014,236.7077,0.025473102
BG001,10/22/2014,233.4847,-0.013615949
BG001,10/23/2014,236.5861,0.013283097
BG001,10/24/2014,238.3707,0.007543131
BG001,10/27/2014,238.3301,-0.000170323
BG001,10/28/2014,241.5491,0.013506477
BG001,10/29/2014,240.6234,-0.003832347
BG001,10/30/2014,242.8037,0.009061047
BG001,10/31/2014,245.3469,0.010474305
BG001,11/3/2014,245.3387,-3.34E-05
BG001,11/4/2014,243.6684,-0.006808139
BG001,11/5/2014,245.9887,0.009522367
BG001,11/6/2014,248.5186,0.010284619
BG001,11/7/2014,248.224,-0.001185424
BG001,11/10/2014,249.1849,0.0038711
BG001,11/11/2014,249.64,0.001826355
BG001,11/12/2014,250.5232,0.003537895
BG001,11/13/2014,250.199,-0.001294092
BG001,11/14/2014,250.0315,-0.000669467
BG001,11/17/2014,249.5768,-0.001818571
BG001,11/18/2014,250.9829,0.005633937
BG001,11/19/2014,250.8342,-0.000592471
BG001,11/20/2014,251.8631,0.004101913
BG001,11/21/2014,254.0855,0.008823841
BG001,11/24/2014,255.875,0.007042905
BG001,11/25/2014,255.9178,0.000167269
BG001,11/26/2014,256.3168,0.001559094
BG001,11/27/2014,256.3168,0
BG001,11/28/2014,256.1692,-0.00057585
BG001,12/1/2014,253.0621,-0.012129093
BG001,12/2/2014,255.0332,0.007788997
BG001,12/3/2014,257.7737,0.01074566
BG001,12/4/2014,256.8822,-0.00345846
BG001,12/5/2014,257.2791,0.001545066
BG001,12/8/2014,255.1727,-0.008187218
BG001,12/9/2014,255.0061,-0.000652891
BG001,12/10/2014,251.43,-0.014023586
BG001,12/11/2014,253.3275,0.007546832
BG001,12/12/2014,249.596,-0.014729944
BG001,12/15/2014,249.504,-0.000368596
BG001,12/16/2014,247.0769,-0.0097277
BG001,12/17/2014,252.2109,0.020778956
BG001,12/18/2014,257.5543,0.021186237
BG001,12/19/2014,257.6151,0.000236067
BG001,12/22/2014,259.7949,0.008461461
BG001,12/23/2014,261.0124,0.004686389
BG001,12/24/2014,261.3603,0.001332887
BG001,12/25/2014,261.3603,0
BG001,12/26/2014,261.5653,0.000784358
BG001,12/29/2014,262.1264,0.002145162
BG001,12/30/2014,261.4052,-0.002751344
BG001,12/31/2014,259.3284,-0.007944754
BG001,1/1/2015,259.3284,0
BG001,1/2/2015,258.6821,-0.002492207
BG001,1/5/2015,254.1904,-0.017363784
BG001,1/6/2015,251.8029,-0.009392566
BG001,1/7/2015,255.3751,0.014186493
BG001,1/8/2015,260.6751,0.020753785
BG001,1/9/2015,257.7474,-0.011231222
BG001,1/12/2015,256.5504,-0.004644082
BG001,1/13/2015,256.4493,-0.000394075
BG001,1/14/2015,253.987,-0.009601508
BG001,1/15/2015,251.4406,-0.01002571
BG001,1/16/2015,255.2036,0.014965761
BG001,1/19/2015,255.2036,0
BG001,1/20/2015,255.2119,3.25E-05
BG001,1/21/2015,257.0552,0.007222626
BG001,1/22/2015,263.0673,0.023388362
BG001,1/23/2015,262.3515,-0.002720977
BG001,1/26/2015,263.2304,0.003350086
BG001,1/27/2015,261.0312,-0.008354658
BG001,1/28/2015,258.7401,-0.008777112
BG001,1/29/2015,262.0912,0.012951607
BG001,1/30/2015,256.9759,-0.019517252
BG001,2/2/2015,258.4765,0.005839458
BG001,2/3/2015,262.632,0.016076897
BG001,2/4/2015,263.0045,0.001418334
BG001,2/5/2015,264.0083,0.003816665
BG001,2/6/2015,264.7836,0.00293665
BG001,2/9/2015,263.7454,-0.003920938
BG001,2/10/2015,266.5671,0.010698575
BG001,2/11/2015,266.8968,0.001236837
BG001,2/12/2015,269.998,0.011619472
BG001,2/13/2015,270.2075,0.000775932
BG001,2/16/2015,270.2075,0
BG001,2/17/2015,270.1292,-0.000289777
BG001,2/18/2015,270.5492,0.001554812
BG001,2/19/2015,270.4476,-0.000375532
BG001,2/20/2015,273.4147,0.010971072
BG001,2/23/2015,273.5564,0.00051826
BG001,2/24/2015,273.4929,-0.000232128
BG001,2/25/2015,273.8776,0.001406618
BG001,2/26/2015,272.4349,-0.005267682
BG001,2/27/2015,272.1857,-0.000914714
BG001,3/2/2015,274.839,0.009748124
BG001,3/3/2015,273.8141,-0.003729092
BG001,3/4/2015,272.5909,-0.004467264
BG001,3/5/2015,274.058,0.005382058
BG001,3/6/2015,271.1211,-0.010716345
BG001,3/9/2015,272.7944,0.006171781
BG001,3/10/2015,268.5627,-0.015512415
BG001,3/11/2015,268.4488,-0.00042411
BG001,3/12/2015,273.2904,0.018035469
BG001,3/13/2015,271.6755,-0.005909099
BG001,3/16/2015,275.6209,0.014522473
BG001,3/17/2015,275.4375,-0.000665407
BG001,3/18/2015,277.1456,0.006201407
BG001,3/19/2015,276.5623,-0.00210467
BG001,3/20/2015,278.4441,0.006804254
BG001,3/23/2015,276.4299,-0.007233768
BG001,3/24/2015,275.4768,-0.00344789
BG001,3/25/2015,270.8665,-0.016735711
BG001,3/26/2015,269.6812,-0.004375956
BG001,3/27/2015,270.615,0.003462607
BG001,3/30/2015,274.4993,0.014353602
BG001,3/31/2015,272.1946,-0.008396014
BG001,4/1/2015,270.7572,-0.005280781
BG001,4/2/2015,272.1857,0.005275945
BG001,4/3/2015,272.1857,0
BG001,4/6/2015,272.2002,5.33E-05
BG001,4/7/2015,271.3574,-0.00309625
BG001,4/8/2015,273.8544,0.009201887
BG001,4/9/2015,273.4498,-0.001477427
BG001,4/10/2015,273.9451,0.001811301
BG001,4/13/2015,273.4756,-0.001713847
BG001,4/14/2015,273.4981,8.23E-05
BG001,4/15/2015,273.04,-0.001674966
BG001,4/16/2015,273.0377,-8.42E-06
BG001,4/17/2015,269.0239,-0.014700534
BG001,4/20/2015,272.1363,0.011569232
BG001,4/21/2015,272.841,0.002589511
BG001,4/22/2015,273.0985,0.000943773
BG001,4/23/2015,274.3313,0.004514122
BG001,4/24/2015,273.5815,-0.002733192
BG001,4/27/2015,271.4886,-0.007650006
BG001,4/28/2015,271.5548,0.000243841
BG001,4/29/2015,268.9699,-0.009518889
BG001,4/30/2015,266.1383,-0.010527572
BG001,5/1/2015,270.3355,0.015770748
BG001,5/4/2015,271.1399,0.002975562
BG001,5/5/2015,268.4025,-0.010095895
BG001,5/6/2015,268.2231,-0.000668399
BG001,5/7/2015,269.9035,0.006264934
BG001,5/8/2015,273.5004,0.013326615
BG001,5/11/2015,272.6871,-0.00297367
BG001,5/12/2015,271.6272,-0.003886873
BG001,5/13/2015,270.3861,-0.00456913
BG001,5/14/2015,273.2577,0.010620368
BG001,5/15/2015,274.2221,0.003529269
BG001,5/18/2015,276.0234,0.006568763
BG001,5/19/2015,276.5134,0.001775212
BG001,5/20/2015,274.8478,-0.006023578
BG001,5/21/2015,275.1776,0.001199937
BG001,5/22/2015,274.0072,-0.004253253
BG001,5/25/2015,274.0072,0
BG001,5/26/2015,270.5591,-0.012583976
BG001,5/27/2015,273.1197,0.009464106
BG001,5/28/2015,272.5968,-0.001914545
BG001,5/29/2015,270.5341,-0.007566853
BG001,6/1/2015,271.2847,0.002774512
BG001,6/2/2015,271.0846,-0.000737601
BG001,6/3/2015,272.5348,0.005349621
BG001,6/4/2015,269.4719,-0.011238565
BG001,6/5/2015,269.3841,-0.000325822
BG001,6/8/2015,267.537,-0.006856752
BG001,6/9/2015,266.8861,-0.002432935
BG001,6/10/2015,269.9257,0.011389128
BG001,6/11/2015,271.5365,0.005967568
BG001,6/12/2015,270.4269,-0.004086375
BG001,6/15/2015,269.3364,-0.004032513
BG001,6/16/2015,270.6707,0.004954028
BG001,6/17/2015,271.1665,0.001831746
BG001,6/18/2015,274.3845,0.011867248
BG001,6/19/2015,273.4846,-0.003279704
BG001,6/22/2015,275.0854,0.005853346
BG001,6/23/2015,275.4903,0.001471907
BG001,6/24/2015,272.9546,-0.009204317
BG001,6/25/2015,272.4449,-0.001867344
BG001,6/26/2015,273.2764,0.003051993
BG001,6/29/2015,267.5441,-0.020976198
BG001,6/30/2015,268.4238,0.003288056
BG001,7/1/2015,270.6039,0.008121858
BG001,7/2/2015,269.83,-0.0028599
BG001,7/3/2015,269.83,0
BG001,7/6/2015,269.6033,-0.000840159
BG001,7/7/2015,271.4557,0.006870836
BG001,7/8/2015,266.8671,-0.016903679
BG001,7/9/2015,268.4063,0.005767665
BG001,7/10/2015,272.3376,0.014646825
BG001,7/13/2015,275.5881,0.011935554
BG001,7/14/2015,276.2765,0.002497931
BG001,7/15/2015,275.9638,-0.001131837
BG001,7/16/2015,277.6549,0.006127978
BG001,7/17/2015,276.7312,-0.003326792
BG001,7/20/2015,277.1915,0.001663347
BG001,7/21/2015,276.3436,-0.003058896
BG001,7/22/2015,278.0469,0.006163703
BG001,7/23/2015,276.36,-0.006066962
BG001,7/24/2015,274.525,-0.00663989
BG001,7/27/2015,272.1644,-0.008598853
BG001,7/28/2015,274.6791,0.009239636
BG001,7/29/2015,277.733,0.011118065
BG001,7/30/2015,277.7975,0.000232237
BG001,7/31/2015,277.545,-0.000908935
BG001,8/3/2015,277.2901,-0.00091841
BG001,8/4/2015,277.7826,0.001776118
BG001,8/5/2015,278.7623,0.003526859
BG001,8/6/2015,275.429,-0.011957499
BG001,8/7/2015,275.0388,-0.001416699
BG001,8/10/2015,278.2161,0.011552188
BG001,8/11/2015,275.9606,-0.008107007
BG001,8/12/2015,275.1864,-0.002805473
BG001,8/13/2015,276.0836,0.003260336
BG001,8/14/2015,277.1397,0.003825291
BG001,8/17/2015,279.4731,0.00841958
BG001,8/18/2015,280.8885,0.00506453
BG001,8/19/2015,278.7332,-0.007673151
BG001,8/20/2015,272.442,-0.022570688
BG001,8/21/2015,262.8564,-0.035184002
BG001,8/24/2015,253.1534,-0.036913691
BG001,8/25/2015,250.6678,-0.009818553
BG001,8/26/2015,259.2851,0.034377371
BG001,8/27/2015,264.9672,0.021914487
BG001,8/28/2015,264.0287,-0.003541948
BG001,8/31/2015,261.1775,-0.010798826
BG001,9/1/2015,254.3122,-0.026285955
BG001,9/2/2015,259.5139,0.020453993
BG001,9/3/2015,260.1813,0.002571731
BG001,9/4/2015,256.9249,-0.012515888
BG001,9/7/2015,256.9249,0
BG001,9/8/2015,263.2745,0.024713837
BG001,9/9/2015,260.3725,-0.011022716
BG001,9/10/2015,261.5217,0.004413677
BG001,9/11/2015,263.6956,0.008312503
BG001,9/14/2015,262.2944,-0.005313703
BG001,9/15/2015,265.3201,0.011535511
BG001,9/16/2015,267.4249,0.007933059
BG001,9/17/2015,267.1372,-0.001075816
BG001,9/18/2015,262.6696,-0.016723991
BG001,9/21/2015,264.1466,0.005623034
BG001,9/22/2015,260.6319,-0.013305869
BG001,9/23/2015,260.5177,-0.000438166
BG001,9/24/2015,258.8732,-0.006312431
BG001,9/25/2015,259.4102,0.002074375
BG001,9/28/2015,252.2506,-0.027599532
BG001,9/29/2015,253.2106,0.003805739
BG001,9/30/2015,257.4922,0.016909245
BG001,10/1/2015,258.2111,0.002791929
BG001,10/2/2015,261.2769,0.011873231
BG001,10/5/2015,265.6683,0.016807456
BG001,10/6/2015,262.6778,-0.011256518
BG001,10/7/2015,265.4888,0.010701323
BG001,10/8/2015,267.9094,0.009117522
BG001,10/9/2015,269.0618,0.004301454
BG001,10/12/2015,270.7232,0.00617479
BG001,10/13/2015,268.7627,-0.007241714
BG001,10/14/2015,265.7131,-0.011346813
BG001,10/15/2015,269.2664,0.013372694
BG001,10/16/2015,270.4552,0.004414959
BG001,10/19/2015,271.6387,0.004375956
BG001,10/20/2015,271.9838,0.001270438
BG001,10/21/2015,270.0385,-0.007152264
BG001,10/22/2015,275.7321,0.021084401
BG001,10/23/2015,277.0485,0.004774199
BG001,10/26/2015,277.6523,0.002179402
BG001,10/27/2015,276.6328,-0.003671859
BG001,10/28/2015,278.835,0.007960734
BG001,10/29/2015,279.0768,0.00086718
BG001,10/30/2015,277.0944,-0.007103421
BG001,11/2/2015,279.1668,0.00747904
BG001,11/3/2015,280.2147,0.00375367
BG001,11/4/2015,279.0758,-0.004064383
BG001,11/5/2015,279.8173,0.002656984
BG001,11/6/2015,279.5804,-0.000846624
BG001,11/9/2015,276.8671,-0.009704901
BG001,11/10/2015,277.8157,0.003426193
BG001,11/11/2015,276.4793,-0.004810383
BG001,11/12/2015,273.0946,-0.012242146
BG001,11/13/2015,268.1843,-0.017980216
BG001,11/16/2015,272.303,0.015357722
BG001,11/17/2015,274.1658,0.006840909
BG001,11/18/2015,278.3729,0.015345094
BG001,11/19/2015,277.1475,-0.004402009
BG001,11/20/2015,280.3401,0.011519498
BG001,11/23/2015,280.6977,0.001275593
BG001,11/24/2015,280.2861,-0.001466346
BG001,11/25/2015,281.5945,0.004668087
BG001,11/26/2015,281.5945,0
BG001,11/27/2015,281.9244,0.001171543
BG001,11/30/2015,279.9585,-0.006973146
BG001,12/1/2015,282.7985,0.010144361
BG001,12/2/2015,281.3948,-0.004963605
BG001,12/3/2015,276.8752,-0.01606142
BG001,12/4/2015,283.6211,0.024364407
BG001,12/7/2015,282.7106,-0.003210269
BG001,12/8/2015,280.1221,-0.009156006
BG001,12/9/2015,277.5375,-0.009226691
BG001,12/10/2015,278.8799,0.004836824
BG001,12/11/2015,273.9212,-0.017780772
BG001,12/14/2015,275.8143,0.006911112
BG001,12/15/2015,277.8717,0.007459367
BG001,12/16/2015,281.627,0.01351451
BG001,12/17/2015,277.3405,-0.015220487
BG001,12/18/2015,272.226,-0.01844123
BG001,12/21/2015,274.4571,0.008195764
BG001,12/22/2015,277.0091,0.009298357
BG001,12/23/2015,278.787,0.006418201
BG001,12/24/2015,278.8199,0.000118011
BG001,12/25/2015,278.8199,0
BG001,12/28/2015,278.7438,-0.000272936
BG001,12/29/2015,281.6216,0.010324176
BG001,12/30/2015,279.5958,-0.00719334
BG001,12/31/2015,276.7673,-0.010116389
BG001,1/1/2016,276.7673,0
BG001,1/4/2016,272.2312,-0.016389581
BG001,1/5/2016,273.2477,0.003733958
BG001,1/6/2016,269.9184,-0.012184183
BG001,1/7/2016,264.2669,-0.020937809
BG001,1/8/2016,260.8392,-0.012970599
BG001,1/11/2016,260.7781,-0.000234244
BG001,1/12/2016,264.6055,0.014676846
BG001,1/13/2016,257.3113,-0.02756632
BG001,1/14/2016,259.8549,0.009885302
BG001,1/15/2016,254.98,-0.018760085
BG001,1/18/2016,254.98,0
BG001,1/19/2016,255.3327,0.001383246
BG001,1/20/2016,252.7715,-0.010030834
BG001,1/21/2016,254.2021,0.005659657
BG001,1/22/2016,257.9277,0.014656055
BG001,1/25/2016,255.0377,-0.01120469
BG001,1/26/2016,257.6854,0.010381602
BG001,1/27/2016,254.1999,-0.013526183
BG001,1/28/2016,254.1442,-0.000219119
BG001,1/29/2016,261.8499,0.030320188
BG001,2/1/2016,262.5403,0.002636625
BG001,2/2/2016,257.8995,-0.017676524
BG001,2/3/2016,257.7523,-0.000570765
BG001,2/4/2016,256.2819,-0.005704702
BG001,2/5/2016,252.303,-0.015525482
BG001,2/8/2016,249.0194,-0.01301451
BG001,2/9/2016,251.3253,0.009259921
BG001,2/10/2016,252.5123,0.004722963
BG001,2/11/2016,248.7019,-0.015089958
BG001,2/12/2016,253.285,0.018428086
BG001,2/15/2016,253.285,0
BG001,2/16/2016,258.6979,0.021370788
BG001,2/17/2016,263.0122,0.016676981
BG001,2/18/2016,261.3084,-0.006478026
BG001,2/19/2016,261.5027,0.000743566
BG001,2/22/2016,264.9487,0.013177684
BG001,2/23/2016,264.2714,-0.002556344
BG001,2/24/2016,264.8618,0.002234067
BG001,2/25/2016,267.2752,0.009111922
BG001,2/26/2016,266.8674,-0.001525768
BG001,2/29/2016,264.6256,-0.008400427
BG001,3/1/2016,269.5775,0.018712853
BG001,3/2/2016,269.9255,0.001290909
BG001,3/3/2016,270.0854,0.000592386
BG001,3/4/2016,269.359,-0.00268952
BG001,3/7/2016,269.5602,0.000746959
BG001,3/8/2016,268.0659,-0.005543474
BG001,3/9/2016,268.3641,0.001112413
BG001,3/10/2016,268.5393,0.000652844
BG001,3/11/2016,272.9372,0.016377119
BG001,3/14/2016,273.5553,0.002264624
BG001,3/15/2016,272.9992,-0.002032861
BG001,3/16/2016,274.2395,0.004543237
BG001,3/17/2016,275.1899,0.003465584
BG001,3/18/2016,277.4115,0.008072971
BG001,3/21/2016,276.9013,-0.001839145
BG001,3/22/2016,276.7387,-0.000587213
BG001,3/23/2016,275.5217,-0.00439765
BG001,3/24/2016,274.6977,-0.00299069
BG001,3/25/2016,274.6977,0
BG001,3/28/2016,275.8269,0.004110701
BG001,3/29/2016,277.4581,0.005913854
BG001,3/30/2016,278.4505,0.003576756
BG001,3/31/2016,277.4545,-0.003576937
BG001,4/1/2016,280.0898,0.009498134
BG001,4/4/2016,278.4845,-0.005731376
BG001,4/5/2016,275.4025,-0.011067043
BG001,4/6/2016,278.1412,0.009944354
BG001,4/7/2016,275.0562,-0.011091489
BG001,4/8/2016,275.268,0.000770024
BG001,4/11/2016,274.0875,-0.004288548
BG001,4/12/2016,275.5216,0.005232271
BG001,4/13/2016,277.3811,0.006749017
BG001,4/14/2016,277.3393,-0.000150695
BG001,4/15/2016,277.5531,0.000770897
BG001,4/18/2016,279.5241,0.007101344
BG001,4/19/2016,279.8129,0.001033185
BG001,4/20/2016,279.8077,-1.86E-05
BG001,4/21/2016,279.3139,-0.001764783
BG001,4/22/2016,278.2629,-0.003762792
BG001,4/25/2016,278.9537,0.002482544
BG001,4/26/2016,279.6518,0.002502566
BG001,4/27/2016,280.0307,0.001354899
BG001,4/28/2016,276.3511,-0.013139988
BG001,4/29/2016,275.4081,-0.003412326
BG001,5/2/2016,277.1473,0.006314992
BG001,5/3/2016,275.0862,-0.00743684
BG001,5/4/2016,273.7812,-0.004743968
BG001,5/5/2016,272.6803,-0.004021094
BG001,5/6/2016,273.68,0.003666198
BG001,5/9/2016,275.4391,0.00642758
BG001,5/10/2016,278.0251,0.009388645
BG001,5/11/2016,273.8082,-0.015167336
BG001,5/12/2016,274.2745,0.001703017
BG001,5/13/2016,272.6069,-0.00608004
BG001,5/16/2016,274.9566,0.008619371
BG001,5/17/2016,271.92,-0.011043925
BG001,5/18/2016,270.7772,-0.004202707
BG001,5/19/2016,270.255,-0.001928523
BG001,5/20/2016,270.5141,0.000958724
BG001,5/23/2016,269.3002,-0.004487382
BG001,5/24/2016,272.4493,0.011693642
BG001,5/25/2016,272.4632,5.10E-05
BG001,5/26/2016,272.6302,0.000612927
BG001,5/27/2016,273.6252,0.003649632
BG001,5/30/2016,273.6252,0
BG001,5/31/2016,272.3157,-0.004785743
BG001,6/1/2016,272.8693,0.002032935
BG001,6/2/2016,273.146,0.001014039
BG001,6/3/2016,272.4357,-0.002600441
BG001,6/6/2016,272.7716,0.001232951
BG001,6/7/2016,273.4564,0.002510525
BG001,6/8/2016,274.139,0.002496193
BG001,6/9/2016,274.7529,0.002239375
BG001,6/10/2016,272.2843,-0.008984801
BG001,6/13/2016,269.4243,-0.010503727
BG001,6/14/2016,268.8629,-0.002083702
BG001,6/15/2016,268.339,-0.001948577
BG001,6/16/2016,269.3429,0.003741163
BG001,6/17/2016,268.5057,-0.003108305
BG001,6/20/2016,269.4343,0.0034584
BG001,6/21/2016,269.7931,0.001331679
BG001,6/22/2016,269.158,-0.002354026
BG001,6/23/2016,271.5702,0.008962022
BG001,6/24/2016,265.2828,-0.023152025
BG001,6/27/2016,262.692,-0.009766182
BG001,6/28/2016,265.2683,0.009807303
BG001,6/29/2016,269.0946,0.014424264
BG001,6/30/2016,272.0949,0.011149611
BG001,7/1/2016,272.3994,0.001119095
BG001,7/4/2016,272.3994,0
BG001,7/5/2016,271.4717,-0.003405661
BG001,7/6/2016,272.7162,0.004584272
BG001,7/7/2016,272.8621,0.000534988
BG001,7/8/2016,277.0365,0.01529857
BG001,7/11/2016,276.997,-0.00014258
BG001,7/12/2016,278.5694,0.005676596
BG001,7/13/2016,278.4921,-0.000277489
BG001,7/14/2016,279.9873,0.005368914
BG001,7/15/2016,279.6157,-0.001327203
BG001,7/18/2016,280.0387,0.001512791
BG001,7/19/2016,280.3827,0.001228402
BG001,7/20/2016,282.5697,0.007800053
BG001,7/21/2016,279.5471,-0.01069683
BG001,7/22/2016,281.4285,0.006730172
BG001,7/25/2016,280.2076,-0.004338224
BG001,7/26/2016,281.3031,0.003909601
BG001,7/27/2016,280.2152,-0.003867359
BG001,7/28/2016,280.7032,0.001741519
BG001,7/29/2016,280.8637,0.000571778
BG001,8/1/2016,281.3494,0.001729309
BG001,8/2/2016,278.8082,-0.009032186
BG001,8/3/2016,279.0311,0.000799474
BG001,8/4/2016,278.2165,-0.002919388
BG001,8/5/2016,280.291,0.007456423
BG001,8/8/2016,279.2307,-0.003782854
BG001,8/9/2016,279.3688,0.000494573
BG001,8/10/2016,279.6007,0.000830086
BG001,8/11/2016,280.8241,0.004375526
BG001,8/12/2016,280.5658,-0.000919793
BG001,8/15/2016,281.312,0.002659626
BG001,8/16/2016,280.1536,-0.004117848
BG001,8/17/2016,281.0865,0.003329959
BG001,8/18/2016,280.9678,-0.00042229
BG001,8/19/2016,282.2466,0.004551411
BG001,8/22/2016,283.2418,0.003525995
BG001,8/23/2016,283.3387,0.000342111
BG001,8/24/2016,282.1673,-0.004134275
BG001,8/25/2016,282.0152,-0.000539042
BG001,8/26/2016,281.3591,-0.00232647
BG001,8/29/2016,282.5347,0.00417829
BG001,8/30/2016,281.4167,-0.003957036
BG001,8/31/2016,280.869,-0.001946224
BG001,9/1/2016,281.2137,0.001227263
BG001,9/2/2016,282.9313,0.006107811
BG001,9/5/2016,282.9313,0
BG001,9/6/2016,282.3291,-0.002128432
BG001,9/7/2016,281.7304,-0.002120575
BG001,9/8/2016,278.8994,-0.010048614
BG001,9/9/2016,272.076,-0.024465452
BG001,9/12/2016,275.1364,0.011248328
BG001,9/13/2016,272.1532,-0.010842622
BG001,9/14/2016,271.4277,-0.002665778
BG001,9/15/2016,273.6868,0.008323027
BG001,9/16/2016,272.5599,-0.00411748
BG001,9/19/2016,272.6997,0.000512915
BG001,9/20/2016,273.5089,0.002967367
BG001,9/21/2016,275.526,0.007374897
BG001,9/22/2016,277.7418,0.008042072
BG001,9/23/2016,276.5912,-0.004142697
BG001,9/26/2016,274.525,-0.00747023
BG001,9/27/2016,276.3481,0.006640925
BG001,9/28/2016,276.7891,0.001595813
BG001,9/29/2016,273.8409,-0.010651431
BG001,9/30/2016,276.0471,0.008056503
BG001,10/3/2016,275.623,-0.001536332
BG001,10/4/2016,273.98,-0.005961041
BG001,10/5/2016,274.3306,0.001279655
BG001,10/6/2016,275.7608,0.005213418
BG001,10/7/2016,273.3618,-0.008699569
BG001,10/10/2016,274.707,0.004920951
BG001,10/11/2016,272.2013,-0.009121355
BG001,10/12/2016,273.156,0.003507331
BG001,10/13/2016,272.5817,-0.002102462
BG001,10/14/2016,272.688,0.000389975
BG001,10/17/2016,271.3887,-0.004764786
BG001,10/18/2016,272.8592,0.005418428
BG001,10/19/2016,273.9438,0.003974944
BG001,10/20/2016,274.5965,0.002382605
BG001,10/21/2016,274.2492,-0.001264765
BG001,10/24/2016,275.2934,0.003807486
BG001,10/25/2016,272.11,-0.011563663
BG001,10/26/2016,270.4864,-0.005966705
BG001,10/27/2016,270.392,-0.000349001
BG001,10/28/2016,269.1818,-0.004475724
BG001,10/31/2016,269.988,0.002995002
BG001,11/1/2016,268.0193,-0.007291806
BG001,11/2/2016,267.8785,-0.000525335
BG001,11/3/2016,266.1343,-0.006511161
BG001,11/4/2016,266.1864,0.000195766
BG001,11/7/2016,271.8632,0.021326409
BG001,11/8/2016,271.3262,-0.001975258
BG001,11/9/2016,274.1665,0.010468211
BG001,11/10/2016,275.9497,0.006504077
BG001,11/11/2016,276.6388,0.002497194
BG001,11/14/2016,277.6107,0.003513245
BG001,11/15/2016,278.2258,0.002215693
BG001,11/16/2016,278.6164,0.001403896
BG001,11/17/2016,279.2816,0.002387512
BG001,11/18/2016,278.9891,-0.00104733
BG001,11/21/2016,278.3227,-0.002388624
BG001,11/22/2016,279.5305,0.004339567
BG001,11/23/2016,279.9664,0.0015594
BG001,11/24/2016,279.9664,0
BG001,11/25/2016,281.0115,0.003732948
BG001,11/28/2016,279.3858,-0.005785172
BG001,11/29/2016,280.2754,0.003184127
BG001,11/30/2016,278.5269,-0.006238507
BG001,12/1/2016,278.2498,-0.000994877
BG001,12/2/2016,278.7739,0.001883559
BG001,12/5/2016,279.605,0.002981269
BG001,12/6/2016,280.1939,0.002106186
BG001,12/7/2016,284.417,0.015072063
BG001,12/8/2016,284.8808,0.001630704
BG001,12/9/2016,286.5541,0.005873685
