,Declared Date,Dividend Amount,Dividend Frequency,Dividend Type,Ex-Date,Payable Date,Record Date,security
0,2019-10-24,0.3,Quarter,Regular Cash,2019-12-26,2020-01-10,2019-12-27,/bbgid/BBG000BRXTR8
0,2019-11-20,1.08,Quarter,Regular Cash,2019-12-12,2020-01-15,2019-12-13,/bbgid/BBG000Q5ZRM7
0,2019-11-06,0.405,Quarter,Regular Cash,2019-12-13,2020-01-06,2019-12-16,/bbgid/BBG000G4GKH3
0,2019-11-14,0.6225,Quarter,Regular Cash,2019-12-10,2020-01-03,2019-12-11,/bbgid/BBG000BN6KG8
0,2019-10-24,0.07,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000F5VMF2
0,2019-10-31,0.05,Quarter,Regular Cash,2019-12-17,2020-01-03,2019-12-18,/bbgid/BBG000BD43C4
0,2019-11-05,0.205,Monthly,Regular Cash,2020-02-19,2020-03-13,2020-02-20,/bbgid/BBG000BXT422
1,2019-11-05,0.205,Monthly,Regular Cash,2020-01-21,2020-02-14,2020-01-22,/bbgid/BBG000BXT422
2,2019-11-05,0.205,Monthly,Regular Cash,2019-12-27,2020-01-15,2019-12-30,/bbgid/BBG000BXT422
3,2019-10-16,0.24,None,Special Cash,2019-12-12,2019-12-26,2019-12-13,/bbgid/BBG000BXT422
0,2019-11-05,0.42,Quarter,Regular Cash,2019-12-06,2019-12-16,2019-12-09,/bbgid/BBG000V78V75
0,2019-11-20,0.53,Quarter,Regular Cash,2020-01-13,2020-01-29,2020-01-14,/bbgid/BBG000BN84F3
0,2019-12-05,0.285,Quarter,Regular Cash,2019-12-30,2020-01-14,2019-12-31,/bbgid/BBG000D4LWF6
0,2019-10-08,0.14,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG000BZY3G8
0,2019-10-24,0.21,Quarter,Regular Cash,2020-01-07,2020-01-29,2020-01-08,/bbgid/BBG000BFT2L4
0,2019-11-15,0.65,Quarter,Regular Cash,2019-12-06,2020-01-02,2019-12-09,/bbgid/BBG000BJF1Z8
0,2019-10-23,0.43,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000BBHXQ3
0,2019-11-06,0.07833,Monthly,Regular Cash,2020-03-12,2020-03-31,2020-03-13,/bbgid/BBG004RXCMJ7
1,2019-11-06,0.07833,Monthly,Regular Cash,2020-02-13,2020-02-28,2020-02-14,/bbgid/BBG004RXCMJ7
2,2019-11-06,0.07833,Monthly,Regular Cash,2020-01-14,2020-01-31,2020-01-15,/bbgid/BBG004RXCMJ7
3,2019-08-08,0.07833,Monthly,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG004RXCMJ7
0,2019-10-24,0.28,Quarter,Regular Cash,2019-12-31,2020-01-15,2020-01-02,/bbgid/BBG000CN3S73
0,2019-10-29,0.30625,Quarter,Regular Cash,2019-12-26,2020-01-10,2019-12-27,/bbgid/BBG000BB7SX7
0,2019-10-29,0.3675,Quarter,Regular Cash,2019-12-12,2020-01-02,2019-12-13,/bbgid/BBG000BJ26K7
0,2019-10-31,0.25,Quarter,Regular Cash,2019-12-16,2020-01-08,2019-12-17,/bbgid/BBG000B9YJ35
0,2019-10-23,0.03,Quarter,Regular Cash,2019-12-05,2019-12-18,2019-12-06,/bbgid/BBG000K1XDF3
0,2019-11-07,0.19,Quarter,Regular Cash,2019-12-17,2020-01-03,2019-12-18,/bbgid/BBG001YCZP63
0,2019-11-15,0.0834,Monthly,Regular Cash,2020-01-30,2020-02-17,2020-01-31,/bbgid/BBG000BBHGQ0
1,2019-11-15,0.0834,Monthly,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000BBHGQ0
0,2019-12-05,0.615,Quarter,Regular Cash,2020-01-09,2020-02-03,2020-01-10,/bbgid/BBG000HS77T5
0,2019-10-31,1.0,Quarter,Regular Cash,2019-12-13,2020-01-08,2019-12-16,/bbgid/BBG000BMZ5P1
0,2019-12-05,0.12,Quarter,Regular Cash,2019-12-17,2020-01-03,2019-12-18,/bbgid/BBG000BR54L0
0,2019-12-04,0.25,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000BBD070
0,2019-11-21,0.2,Quarter,Regular Cash,2019-12-12,2020-01-07,2019-12-13,/bbgid/BBG000BFZVH8
0,2019-10-30,0.14,Quarter,Regular Cash,2019-12-17,2020-01-08,2019-12-18,/bbgid/BBG000LFJWM7
0,2019-11-21,0.0125,Quarter,Regular Cash,2020-01-02,2020-01-17,2020-01-03,/bbgid/BBG000G9LWL5
0,2019-10-31,0.06,Quarter,Regular Cash,2019-12-13,2020-01-03,2019-12-16,/bbgid/BBG006D4PF48
0,2019-10-24,0.02,Quarter,Regular Cash,2020-01-14,2020-02-03,2020-01-15,/bbgid/BBG001VGY0M5
0,2019-11-06,0.11,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG00D30HGP6
0,2019-11-19,0.275,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG006YP1L41
0,2019-11-20,0.255,Quarter,Regular Cash,2019-12-05,2019-12-31,2019-12-06,/bbgid/BBG000BSBZH7
0,2019-11-07,0.0425,Quarter,Regular Cash,2020-01-30,2020-02-14,2020-01-31,/bbgid/BBG000C706J6
0,2019-11-19,0.18,Quarter,Regular Cash,2019-12-30,2020-01-24,2019-12-31,/bbgid/BBG000BJ9RS6
0,2019-11-07,0.15,Quarter,Regular Cash,2019-12-19,2020-01-06,2019-12-20,/bbgid/BBG000R3NPZ4
0,2019-12-05,0.6325,Quarter,Regular Cash,2020-02-13,2020-03-01,2020-02-14,/bbgid/BBG000BWP7D9
0,2019-11-25,0.28,Quarter,Regular Cash,2019-12-06,2019-12-23,2019-12-09,/bbgid/BBG000BBJ8C1
0,2019-11-15,0.12,Quarter,Regular Cash,2019-12-30,2020-01-07,2019-12-31,/bbgid/BBG000BT36X0
0,2019-11-26,0.21,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG000BZRV74
0,2019-12-04,0.88,Semi-Anl,Regular Cash,2019-12-13,2020-01-16,2019-12-16,/bbgid/BBG000BH4R78
0,2019-12-05,0.1,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000VLBCQ1
0,2019-11-06,0.05,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG006L2SZC7
0,2019-12-05,0.09,Quarter,Regular Cash,2019-12-26,,2019-12-27,/bbgid/BBG000BBJR57
0,2019-11-20,0.33,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG008417VN4
0,2019-11-07,0.275,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000BXL4N7
0,2019-11-14,0.13,None,Special Cash,2019-12-12,2019-12-20,2019-12-13,/bbgid/BBG000B9YY14
1,2019-11-14,0.16,Quarter,Regular Cash,2019-12-12,2019-12-20,2019-12-13,/bbgid/BBG000B9YY14
0,2019-11-26,0.001,Monthly,Regular Cash,2020-01-31,2020-02-17,2020-02-03,/bbgid/BBG000JM5558
1,2019-11-26,0.001,Monthly,Regular Cash,2019-12-31,2020-01-15,2020-01-02,/bbgid/BBG000JM5558
0,2019-12-03,0.25,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000BQSBB2
0,2019-11-12,0.03,Quarter,Regular Cash,2019-12-13,2020-01-03,2019-12-16,/bbgid/BBG000KFLDK9
0,2019-11-05,0.075,Quarter,Regular Cash,2019-12-26,2020-02-14,2019-12-27,/bbgid/BBG002VH4NJ8
0,2019-11-15,0.06875,Monthly,Regular Cash,2020-01-30,2020-02-17,2020-01-31,/bbgid/BBG0046J5J60
1,2019-11-15,0.06875,Monthly,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG0046J5J60
0,2019-11-20,0.05,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG007HZBBT0
0,2019-11-05,0.23,Quarter,Regular Cash,2019-12-30,2020-01-21,2019-12-31,/bbgid/BBG000CKGDS5
0,2019-11-13,0.29,Quarter,Regular Cash,2019-12-12,2019-12-30,2019-12-13,/bbgid/BBG00HCY3Q67
0,2019-11-13,0.02,Quarter,Regular Cash,2020-01-02,2020-01-17,2020-01-03,/bbgid/BBG000CQCCK6
0,2019-11-26,0.32,Quarter,Partnership Dist,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000BPXZ43
0,2019-11-05,0.35,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000GT6BT6
0,2019-11-12,0.0625,Quarter,Regular Cash,2019-12-12,2020-01-03,2019-12-13,/bbgid/BBG001XJRMF5
0,2019-12-04,0.71,Quarter,Regular Cash,2019-12-27,2020-02-01,2019-12-30,/bbgid/BBG000BZQ983
0,2019-12-05,0.21,Quarter,Regular Cash,2020-02-18,2020-03-11,2020-02-19,/bbgid/BBG000BBPFB9
0,2019-12-05,0.28,Quarter,Regular Cash,2019-12-16,2020-01-07,2019-12-17,/bbgid/BBG000BYFPY3
0,2019-11-22,0.325,Quarter,Regular Cash,2019-12-13,2020-01-01,2019-12-16,/bbgid/BBG000BVYN55
0,2019-12-03,0.44,Quarter,Regular Cash,2019-12-11,2020-01-02,2019-12-12,/bbgid/BBG00B8NWRF5
0,2019-10-22,0.18,Quarter,Regular Cash,2019-12-05,2019-12-27,2019-12-06,/bbgid/BBG000BCTLF6
0,2019-10-31,0.1375,Quarter,Regular Cash,2019-12-11,2019-12-19,2019-12-12,/bbgid/BBG000CDMMM0
0,2019-10-24,0.07,Quarter,Regular Cash,2020-01-16,2020-02-07,2020-01-17,/bbgid/BBG000FXW512
0,2019-08-30,-2.4245362661989844e-14,Quarter,Omitted,2019-12-13,,,/bbgid/BBG000K14TT5
0,2019-11-04,0.27,Quarter,Regular Cash,2019-12-06,2020-01-03,2019-12-09,/bbgid/BBG000BCT053
0,2019-11-06,0.1375,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG001J4J8T9
0,2019-12-02,0.8,Quarter,Regular Cash,2019-12-13,2020-01-17,2019-12-16,/bbgid/BBG000BB0V03
0,2019-10-30,0.4,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000PD6X77
1,2019-02-12,0.02,None,Special Cash,2019-12-13,2019-12-27,2019-12-16,/bbgid/BBG000PD6X77
0,2019-11-21,0.52,Semi-Anl,Regular Cash,2020-01-07,2020-01-15,2020-01-08,/bbgid/BBG000CDH213
0,2019-10-30,0.385,Quarter,Regular Cash,2019-12-24,2020-01-15,2019-12-26,/bbgid/BBG000BCRMW7
0,2019-11-06,0.14,Quarter,Regular Cash,2019-12-12,2020-01-14,2019-12-13,/bbgid/BBG000BBXVK5
0,2019-11-14,0.11,Quarter,Regular Cash,2019-12-09,2019-12-24,2019-12-10,/bbgid/BBG000Q1GK24
0,2019-11-27,0.75,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000BLJWF3
0,2019-12-05,0.65,Quarter,Regular Cash,2019-12-13,2019-12-27,2019-12-16,/bbgid/BBG000FJH8W0
1,2019-12-05,2.5,None,Special Cash,2019-12-13,2019-12-27,2019-12-16,/bbgid/BBG000FJH8W0
0,2019-10-28,0.315,Quarter,Regular Cash,2019-12-31,2020-01-09,2020-01-02,/bbgid/BBG000PRJCX9
0,2019-11-15,0.03,Quarter,Regular Cash,2019-12-09,2019-12-26,2019-12-10,/bbgid/BBG000FLT111
0,2019-09-25,0.24,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG000HL7499
0,2019-12-04,0.26,Quarter,Regular Cash,2019-12-13,2020-01-10,2019-12-16,/bbgid/BBG000BVWLJ6
0,2019-11-06,0.34,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG000BG22J4
0,2019-11-04,0.4,Quarter,Regular Cash,2019-12-19,2019-12-31,2019-12-20,/bbgid/BBG000BGJ661
1,2019-11-04,0.1,None,Misc,2019-12-19,2019-12-31,2019-12-20,/bbgid/BBG000BGJ661
2,2019-11-26,0.75,None,Special Cash,2019-12-19,2019-12-31,2019-12-20,/bbgid/BBG000BGJ661
0,2019-10-30,0.581,Annual,Regular Cash,2019-12-05,2020-01-03,2019-12-06,/bbgid/BBG000BGXMG9
0,2019-11-07,0.2625,Quarter,Regular Cash,2019-12-12,2020-01-15,2019-12-13,/bbgid/BBG000BGSMF6
0,2019-11-19,0.67,Quarter,Regular Cash,2019-12-10,2019-12-24,2019-12-11,/bbgid/BBG000CS7CT9
0,2019-10-29,0.31,Quarter,Regular Cash,2019-12-09,2020-01-02,2019-12-10,/bbgid/BBG000DD8WX1
0,2019-10-30,0.125,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG00DXDL6Q1
0,2019-11-13,0.29,Quarter,Regular Cash,2019-12-09,2019-12-19,2019-12-10,/bbgid/BBG000C3KB84
0,2019-12-05,1.17,Quarter,Regular Cash,2019-12-18,2020-01-10,2019-12-19,/bbgid/BBG000J2XL74
0,2019-12-02,0.06,Quarter,Regular Cash,2019-12-30,2020-01-31,2019-12-31,/bbgid/BBG000BJN3C0
0,2019-11-04,0.422,Quarter,Regular Cash,2019-12-30,2020-01-31,2019-12-31,/bbgid/BBG004Z4HFD8
0,2019-10-23,0.12,Quarter,Regular Cash,2019-12-12,2019-12-26,2019-12-13,/bbgid/BBG000F5YH15
0,2019-12-04,0.32,Quarter,Regular Cash,2020-01-06,2020-01-21,2020-01-07,/bbgid/BBG000NV1KK7
0,2019-10-30,0.135,Quarter,Regular Cash,2019-12-05,2020-01-03,2019-12-06,/bbgid/BBG000BPQ0F6
0,2019-10-30,0.27,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000BGF8B5
0,2019-11-12,0.42,Quarter,Regular Cash,2020-02-27,2020-03-13,2020-02-28,/bbgid/BBG000DKCC19
0,2019-10-22,0.16,Quarter,Regular Cash,2019-12-13,2020-01-06,2019-12-16,/bbgid/BBG000BSTBM5
0,2019-12-03,0.585,Quarter,Regular Cash,2019-12-19,2020-01-03,2019-12-20,/bbgid/BBG000BC9DK0
0,2019-10-30,0.4,Quarter,Regular Cash,2020-01-09,2020-02-01,2020-01-10,/bbgid/BBG000BNC3Y9
