,Declared Date,Dividend Amount,Dividend Frequency,Dividend Type,Ex-Date,Payable Date,Record Date,security
0,2019-11-14,0.64,Quarter,Regular Cash,2019-12-12,2020-01-15,2019-12-13,/bbgid/BBG000BP8Z50
0,2019-10-29,0.15,Quarter,Regular Cash,2019-12-10,2019-12-18,2019-12-11,/bbgid/BBG000F54FK1
0,2019-11-13,0.05,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000BCS9D6
0,2019-11-20,0.23,Quarter,Regular Cash,2019-12-05,2019-12-13,2019-12-06,/bbgid/BBG000BJ03Z0
0,2019-11-22,0.4125,Quarter,Regular Cash,2019-12-09,2020-01-02,2019-12-10,/bbgid/BBG000BRJL00
0,2019-11-07,0.12,Quarter,Regular Cash,2019-12-12,2020-01-15,2019-12-13,/bbgid/BBG00H5HHTV3
0,2019-11-07,0.26,Quarter,Regular Cash,2019-12-06,2020-01-02,2019-12-09,/bbgid/BBG000BLDV98
0,2019-11-13,0.14,Quarter,Regular Cash,2019-12-05,2020-01-06,2019-12-06,/bbgid/BBG000BZG9D8
0,2019-11-12,0.91,Quarter,Regular Cash,2019-12-12,2020-01-01,2019-12-13,/bbgid/BBG000JG0547
0,2019-12-05,0.05,Quarter,Regular Cash,2019-12-13,2019-12-26,2019-12-16,/bbgid/BBG000BMC8K5
0,2019-12-02,0.96,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000FGMKY1
0,2019-11-08,0.48,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000M1J270
0,2019-11-06,0.105,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000BL3355
0,2019-11-15,0.35,Quarter,Regular Cash,2019-12-12,2020-01-02,2019-12-13,/bbgid/BBG000BVXC87
0,2019-10-17,0.085,Quarter,Regular Cash,2019-12-06,2019-12-18,2019-12-09,/bbgid/BBG000RQBFV2
0,2019-11-06,0.22,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG002B67HB2
0,2019-11-26,0.295,Quarter,Regular Cash,2019-12-09,2019-12-27,2019-12-10,/bbgid/BBG000BT0T72
0,2019-10-21,0.175,Quarter,Regular Cash,2019-12-31,2020-01-10,2020-01-02,/bbgid/BBG000FB8PF8
0,2019-11-19,0.375,Quarter,Regular Cash,2019-12-13,2020-01-06,2019-12-16,/bbgid/BBG000BND699
0,2019-11-21,0.75,Quarter,Regular Cash,2019-12-19,2020-01-10,2019-12-20,/bbgid/BBG000BR14K5
0,2019-11-06,0.21,Quarter,Regular Cash,2019-12-20,2020-01-02,2019-12-23,/bbgid/BBG004CYX1M0
0,2019-12-05,0.24,Quarter,Regular Cash,2020-01-02,2020-01-17,2020-01-03,/bbgid/BBG000M44VW8
0,2019-11-26,0.41,Quarter,Regular Cash,2020-01-03,2020-01-15,2020-01-06,/bbgid/BBG000C037V2
1,2019-11-26,0.6,None,Special Cash,2020-01-03,2020-01-15,2020-01-06,/bbgid/BBG000C037V2
0,2019-10-31,0.15,Quarter,Regular Cash,2019-12-12,2019-12-20,2019-12-13,/bbgid/BBG004HTNXJ1
0,2019-11-27,0.5,Quarter,Regular Cash,2019-12-16,2020-01-07,2019-12-17,/bbgid/BBG000BCWCG1
0,2019-12-03,0.01,Quarter,Regular Cash,2019-12-12,2020-01-03,2019-12-13,/bbgid/BBG000BZTW70
0,2019-12-04,0.02625,Quarter,Regular Cash,2020-01-14,2020-01-29,2020-01-15,/bbgid/BBG000BXTNB0
0,2019-11-12,0.3125,Quarter,Regular Cash,2019-12-18,2020-01-02,2019-12-19,/bbgid/BBG000BPZVW9
0,2019-11-01,1.18,Quarter,Regular Cash,2020-01-14,2020-02-14,2020-01-15,/bbgid/BBG0025Y4RY4
0,2019-12-03,0.17,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000N7N3S6
0,2019-11-08,0.1,Quarter,Regular Cash,2019-12-16,2019-12-27,2019-12-17,/bbgid/BBG000CB4BH4
0,2019-10-10,0.03,Quarter,Regular Cash,2019-12-11,2019-12-27,2019-12-12,/bbgid/BBG000HGMB97
0,2019-11-14,0.7,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000G8ZKY4
0,2019-12-05,0.1,Quarter,Regular Cash,2019-12-19,2020-01-15,2019-12-20,/bbgid/BBG000C5QMB5
0,2019-11-06,0.455,Quarter,Regular Cash,2019-12-31,2020-01-15,2020-01-02,/bbgid/BBG000CZQDZ3
0,2019-11-12,0.25,Quarter,Regular Cash,2019-12-09,2019-12-27,2019-12-10,/bbgid/BBG000BNFKK3
0,2019-11-21,0.3175,Quarter,Regular Cash,2019-12-19,2019-12-27,2019-12-20,/bbgid/BBG000BC2KW8
0,2019-12-02,0.06,Quarter,Regular Cash,2020-01-02,2020-01-15,2020-01-03,/bbgid/BBG000BFRF55
0,2019-11-29,0.01,Quarter,Regular Cash,2019-12-06,2019-12-19,2019-12-09,/bbgid/BBG000BL0V38
0,2019-10-24,0.1,Quarter,Regular Cash,2019-12-12,2020-01-15,2019-12-13,/bbgid/BBG000BBMNG0
0,2019-10-28,0.14,Quarter,Regular Cash,2019-12-17,2019-12-31,2019-12-18,/bbgid/BBG000D1JJ55
0,2019-10-31,0.35,Quarter,Regular Cash,2019-12-31,2020-01-15,2020-01-02,/bbgid/BBG0084LCMC6
0,2019-11-06,0.06,None,Special Cash,2019-12-19,2020-01-08,2019-12-20,/bbgid/BBG000BFN8Q2
0,2019-10-22,0.49,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000BB72K8
0,2019-11-05,0.275,Quarter,Regular Cash,2019-12-13,2020-01-07,2019-12-16,/bbgid/BBG00FX58Q66
0,2019-11-26,0.9,Quarter,Regular Cash,2020-01-06,2020-01-29,2020-01-07,/bbgid/BBG000BXSXH3
0,2019-10-25,0.067,Monthly,Regular Cash,2020-03-16,2020-03-31,2020-03-17,/bbgid/BBG000BS21R1
1,2019-10-25,0.067,Monthly,Regular Cash,2020-02-13,2020-02-28,2020-02-14,/bbgid/BBG000BS21R1
2,2019-10-25,0.067,Monthly,Regular Cash,2020-01-16,2020-01-31,2020-01-17,/bbgid/BBG000BS21R1
3,2019-07-25,0.067,Monthly,Regular Cash,2019-12-17,2019-12-31,2019-12-18,/bbgid/BBG000BS21R1
0,2019-11-21,0.075,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000BXNCF6
0,2019-09-17,0.185,None,Return of Capital,2019-12-10,2019-12-09,2019-12-02,/bbgid/BBG000BZFRD9
0,2019-11-25,0.33,Quarter,Regular Cash,2019-12-11,2019-12-30,2019-12-12,/bbgid/BBG000PXNF64
1,2019-11-25,0.13,None,Special Cash,2019-12-11,2019-12-30,2019-12-12,/bbgid/BBG000PXNF64
0,2019-11-07,0.45,Quarter,Regular Cash,2019-12-12,2019-12-30,2019-12-13,/bbgid/BBG000PV2L86
0,2019-10-31,0.9175,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000BGVW60
0,2019-11-06,0.455,Quarter,Regular Cash,2019-12-31,2020-01-15,2020-01-02,/bbgid/BBG000BHFHP8
0,2019-10-23,0.37,Quarter,Regular Cash,2019-12-24,2020-01-09,2019-12-26,/bbgid/BBG000BB94N9
0,2019-10-25,0.48,Quarter,Regular Cash,2019-12-09,2019-12-20,2019-12-10,/bbgid/BBG000BWCKB6
0,2019-11-20,0.31,Quarter,Regular Cash,2019-12-12,2020-01-02,2019-12-13,/bbgid/BBG000BX0BJ9
0,2019-11-13,0.24,Quarter,Regular Cash,2020-01-30,2020-02-14,2020-01-31,/bbgid/BBG000BHLJW9
0,2019-11-05,0.4,Quarter,Regular Cash,2019-12-23,2020-01-20,2019-12-24,/bbgid/BBG000BNBPQ0
0,2019-11-07,0.15,Quarter,Regular Cash,2019-12-19,2019-12-31,2019-12-20,/bbgid/BBG000CQZ1D3
0,2019-11-15,-2.4245362661989844e-14,None,Split-Off,2019-12-16,,,/bbgid/BBG000BH3JF8
0,2019-10-15,0.27,Quarter,Regular Cash,2019-12-05,2019-12-18,2019-12-06,/bbgid/BBG000BP2RV5
0,2019-11-07,0.025,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG00C7Q12N7
0,2019-11-19,0.38,Quarter,Regular Cash,2020-01-16,2020-01-31,2020-01-17,/bbgid/BBG000BX8DC4
0,2019-10-24,0.09,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000TJHTJ4
0,2019-11-08,1.08,Quarter,Regular Cash,2019-12-06,2019-12-17,2019-12-09,/bbgid/BBG000CH5208
0,2019-11-22,0.125,Quarter,Regular Cash,2019-12-12,2020-01-02,2019-12-13,/bbgid/BBG000BLD4K5
0,2019-11-07,0.05,Quarter,Regular Cash,2019-12-31,2020-01-07,2020-01-02,/bbgid/BBG003NXJNH6
0,2019-11-12,0.11,Quarter,Regular Cash,2020-02-06,2020-02-21,2020-02-07,/bbgid/BBG000BBWFN8
0,2019-11-13,0.9425,Quarter,Regular Cash,2020-01-07,2020-01-30,2020-01-08,/bbgid/BBG000BSD7C2
0,2019-10-23,0.12,Quarter,Regular Cash,2019-12-13,2020-01-06,2019-12-16,/bbgid/BBG000PRJ2Z9
0,2019-12-03,0.25,Quarter,Regular Cash,2019-12-24,2020-01-09,2019-12-26,/bbgid/BBG000BVQRY3
0,2019-10-29,0.5,Quarter,Regular Cash,2019-12-30,2020-01-31,2019-12-31,/bbgid/BBG000PFLGY2
0,2019-10-11,0.495,Quarter,Regular Cash,2019-12-10,2019-12-31,2019-12-11,/bbgid/BBG000B9X8C0
0,2019-11-26,0.34,Quarter,Regular Cash,2019-12-09,2020-01-03,2019-12-10,/bbgid/BBG005RVGZ41
0,2019-10-29,0.575,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000Q1NMJ4
0,2019-11-07,0.07,Quarter,Regular Cash,2020-03-30,2020-04-15,2020-03-31,/bbgid/BBG000N5N6Z5
1,2019-11-07,0.04667,Quarter,Pro Rata,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000N5N6Z5
0,2019-12-05,0.08,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000TXVLZ6
0,2019-12-05,0.02,Quarter,Regular Cash,2020-01-02,2020-01-17,2020-01-03,/bbgid/BBG00NKSM4N7
0,2019-11-20,0.385,Quarter,Regular Cash,2020-01-16,2020-01-31,2020-01-17,/bbgid/BBG000DZS2L9
0,2019-12-05,0.12256,Monthly,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000BSL500
0,2019-10-08,0.0446,Monthly,Regular Cash,2019-12-18,2019-12-31,2019-12-19,/bbgid/BBG0014JY842
0,2019-11-20,0.4775,Quarter,Regular Cash,2020-02-14,2020-03-01,2020-02-18,/bbgid/BBG000BYTHG6
0,2019-11-08,0.025,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000C04JF3
0,2019-11-05,0.29,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000BJGD54
0,2019-11-08,-2.4245362661989844e-14,Suspend,Discontinued,2019-12-18,,,/bbgid/BBG000GQ1G25
0,2019-11-11,0.00213,Monthly,Regular Cash,2020-03-13,2020-03-31,2020-03-16,/bbgid/BBG000PN8SH3
1,2019-11-11,0.00213,Monthly,Regular Cash,2020-02-13,2020-02-28,2020-02-14,/bbgid/BBG000PN8SH3
2,2019-11-11,0.00213,Monthly,Regular Cash,2020-01-14,2020-01-31,2020-01-15,/bbgid/BBG000PN8SH3
3,2019-08-23,0.00185,Monthly,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000PN8SH3
0,2019-10-17,0.11,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000BC2H19
0,2019-11-19,0.2,Quarter,Regular Cash,2019-12-16,2020-01-09,2019-12-17,/bbgid/BBG000BMKQF2
0,2019-12-04,1.05,Quarter,Regular Cash,2020-01-24,2020-02-24,2020-01-27,/bbgid/BBG000BCJG31
0,2019-12-03,0.4,Quarter,Regular Cash,2020-01-08,2020-02-07,2020-01-09,/bbgid/BBG000F1ZSQ2
0,2019-11-21,0.05,Quarter,Regular Cash,2019-12-18,2020-01-07,2019-12-19,/bbgid/BBG000Q4XNV1
0,2019-10-22,0.17,Quarter,Regular Cash,2019-12-17,2020-01-03,2019-12-18,/bbgid/BBG000Q26KW0
0,2019-11-14,0.2425,Quarter,Regular Cash,2020-01-07,2020-01-29,2020-01-08,/bbgid/BBG000BKLH74
0,2019-11-21,0.11,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000R3PVY0
0,2019-11-12,0.9,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000PV27K3
0,2019-11-20,0.05,Quarter,Regular Cash,2019-12-09,2020-01-02,2019-12-10,/bbgid/BBG000BKLTP8
0,2019-12-05,0.035,Monthly,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG001P2K878
0,2019-11-18,3.35,None,Special Cash,2019-12-06,2019-12-05,2019-11-29,/bbgid/BBG000CRN6P0
0,2019-11-20,0.38,Quarter,Regular Cash,2019-12-12,2020-01-01,2019-12-13,/bbgid/BBG000BYN5H7
0,2019-11-14,0.45,Quarter,Regular Cash,2020-01-02,2020-01-24,2020-01-03,/bbgid/BBG000BTVJ25
0,2019-10-23,0.47,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG000F5VVB6
0,2019-10-28,0.63,Quarter,Regular Cash,2019-12-11,2019-12-26,2019-12-12,/bbgid/BBG000F1C7F5
0,2019-11-14,0.15,Quarter,Regular Cash,2020-01-02,2020-01-17,2020-01-03,/bbgid/BBG000TJM7F0
0,2019-10-23,0.35,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000FQ6PY6
0,2019-11-26,0.1802,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000BRZKC1
0,2019-11-06,0.145,Quarter,Regular Cash,2019-12-27,2020-01-15,2019-12-30,/bbgid/BBG000BC1X33
0,2019-10-28,0.38,Quarter,Regular Cash,2019-12-05,2019-12-19,2019-12-06,/bbgid/BBG000NDYB67
0,2019-11-15,0.06,Quarter,Regular Cash,2019-12-17,2020-01-02,2019-12-18,/bbgid/BBG000F7VG25
0,2019-11-06,0.175,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG000PWTD92
0,2019-09-26,0.083,Monthly,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG00D6RSP54
0,2019-12-05,0.41,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000FLF615
0,2019-11-21,0.35,Quarter,Regular Cash,2020-01-07,2020-01-27,2020-01-08,/bbgid/BBG000BG4202
0,2019-10-15,0.119167,Monthly,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000BGLFP7
0,2019-12-05,0.27,Quarter,Regular Cash,2019-12-16,2019-12-30,2019-12-17,/bbgid/BBG003PS7JV1
0,2019-11-07,0.18,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG003LNXS47
0,2019-11-26,0.275,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000F6ZWH2
0,2019-10-23,0.46,Quarter,Regular Cash,2019-12-13,2020-01-02,2019-12-16,/bbgid/BBG000BHY4D9
0,2019-10-22,0.09,Quarter,Regular Cash,2019-12-19,2020-01-15,2019-12-20,/bbgid/BBG000BMLG72
0,2019-12-04,0.133,Monthly,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000C665J4
0,2019-12-04,2.32,None,Special Cash,2019-12-17,2019-12-30,2019-12-18,/bbgid/BBG000BDSCP4
0,2019-10-31,0.44,Quarter,Regular Cash,2019-12-19,2020-01-07,2019-12-20,/bbgid/BBG0054B20Z8
0,2019-12-05,0.53,Quarter,Regular Cash,2020-01-16,2020-01-31,2020-01-17,/bbgid/BBG000BJ5G95
0,2019-12-03,0.21,Quarter,Regular Cash,2019-12-13,2020-01-07,2019-12-16,/bbgid/BBG000QCCGH7
0,2019-12-05,0.45,Quarter,Regular Cash,2020-01-02,2020-02-03,2020-01-03,/bbgid/BBG000DQLV23
0,2019-12-05,0.08,Quarter,Regular Cash,2019-12-18,2020-01-02,2019-12-19,/bbgid/BBG000TGNSP8
0,2019-10-08,0.07,Monthly,Regular Cash,2019-12-18,2019-12-31,2019-12-19,/bbgid/BBG000DJYTQ4
0,2019-12-04,0.3875,Quarter,Regular Cash,2020-01-09,2020-01-30,2020-01-10,/bbgid/BBG000BQGLS5
0,2019-11-12,0.17,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG000FL7N17
0,2019-10-10,0.147,Quarter,Regular Cash,2019-12-06,2019-12-30,2019-12-09,/bbgid/BBG00CVQZQ96
0,2019-10-24,0.1,Quarter,Regular Cash,2019-12-12,2020-01-03,2019-12-13,/bbgid/BBG004V9R294
0,2019-12-03,1.13,Quarter,Regular Cash,2019-12-26,2020-02-06,2019-12-27,/bbgid/BBG000BWBW76
0,2019-10-22,0.12,Quarter,Regular Cash,2019-12-12,2020-01-02,2019-12-13,/bbgid/BBG000BL8476
0,2019-11-08,0.62,Quarter,Regular Cash,2020-02-19,2020-03-05,2020-02-20,/bbgid/BBG000BVLRY8
0,2019-12-02,0.13,Quarter,Regular Cash,2020-01-09,2020-01-24,2020-01-10,/bbgid/BBG000CXQTZ3
0,2019-10-28,0.23,Quarter,Regular Cash,2019-12-31,2020-01-23,2020-01-02,/bbgid/BBG000JLC8L8
0,2019-10-30,0.06,Quarter,Regular Cash,2019-12-12,2020-01-09,2019-12-13,/bbgid/BBG000DR87M7
0,2019-11-06,0.52,Quarter,Regular Cash,2019-12-30,2020-02-03,2019-12-31,/bbgid/BBG000BY3T87
0,2019-11-12,0.285,Quarter,Regular Cash,2019-12-30,2020-01-24,2019-12-31,/bbgid/BBG000C3MXG5
0,2019-11-14,-2.4245362661989844e-14,Quarter,Omitted,2019-12-20,,2019-12-23,/bbgid/BBG000DRMMP5
0,2019-10-22,0.07,Quarter,Regular Cash,2019-12-05,2020-01-02,2019-12-06,/bbgid/BBG000BK5DP1
0,2019-11-26,0.0875,Quarter,Regular Cash,2019-12-06,2019-12-20,2019-12-09,/bbgid/BBG000BLVBC8
0,2019-11-05,0.67,Quarter,Regular Cash,2019-12-12,2020-01-01,2019-12-13,/bbgid/BBG000C75N77
0,2019-11-06,0.1,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000DX9JV7
0,2019-11-05,0.4,Quarter,Regular Cash,2019-12-12,2020-01-15,2019-12-13,/bbgid/BBG000BN53G7
0,2019-10-22,0.82,Quarter,Regular Cash,2019-12-09,2019-12-31,2019-12-10,/bbgid/BBG000BJ81C1
0,2019-10-22,0.5375,Quarter,Regular Cash,2019-12-06,2019-12-30,2019-12-09,/bbgid/BBG000GLP2C0
0,2019-11-07,0.375,Quarter,Regular Cash,2019-12-10,2020-01-01,2019-12-11,/bbgid/BBG0014LGC02
0,2019-10-02,0.17,Quarter,Regular Cash,2019-12-12,2020-01-14,2019-12-13,/bbgid/BBG000CSY9H9
0,2019-11-14,0.19,Quarter,Regular Cash,2019-12-09,2019-12-31,2019-12-10,/bbgid/BBG000CGC453
0,2019-11-29,0.03,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG000BPDJM1
0,2019-11-18,0.545,Quarter,Regular Cash,2020-02-14,2020-03-02,2020-02-18,/bbgid/BBG00FWP4JW4
0,2019-11-22,0.01,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG009HT65R1
0,2019-10-31,0.7925,Quarter,Regular Cash,2019-12-13,2020-01-15,2019-12-16,/bbgid/BBG000DQ7170
0,2019-11-07,0.26,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000BBSJ28
0,2019-11-07,1.15,Quarter,Regular Cash,2019-12-10,2020-01-08,2019-12-11,/bbgid/BBG000BNFLM9
0,2019-10-31,0.82,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000BBY4T5
0,2019-10-08,0.69,Quarter,Regular Cash,2019-12-19,2020-01-10,2019-12-20,/bbgid/BBG000GZ9406
0,2019-11-06,0.12,Quarter,Regular Cash,2019-12-12,2020-01-01,2019-12-15,/bbgid/BBG000BHQP32
0,2019-12-04,0.01,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG002QHCRX0
0,2019-10-29,0.15,Quarter,Regular Cash,2019-12-13,2019-12-27,2019-12-16,/bbgid/BBG000BLV2Q3
0,2019-11-05,0.0325,Monthly,Regular Cash,2020-02-27,2020-03-20,2020-02-28,/bbgid/BBG000GLMHS3
1,2019-11-05,0.0325,Monthly,Regular Cash,2020-01-30,2020-02-20,2020-01-31,/bbgid/BBG000GLMHS3
2,2019-11-05,0.0325,Monthly,Regular Cash,2019-12-30,2020-01-20,2019-12-31,/bbgid/BBG000GLMHS3
0,2019-11-12,0.06,Quarter,Regular Cash,2019-12-18,2020-01-03,2019-12-19,/bbgid/BBG000C6CRV5
0,2019-11-12,0.76,Quarter,Regular Cash,2020-01-10,2020-02-03,2020-01-13,/bbgid/BBG000BW93R1
0,2019-10-02,0.0625,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000FT86F1
0,2019-11-12,0.045,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000PKZFB3
0,2019-11-21,0.58,Quarter,Regular Cash,2019-12-19,2020-01-10,2019-12-20,/bbgid/BBG000BV75B7
0,2019-10-30,0.27,Quarter,Regular Cash,2019-12-30,2020-01-14,2019-12-31,/bbgid/BBG000PV3J62
0,2019-10-30,0.145,Quarter,Regular Cash,2019-12-05,2019-12-31,2019-12-06,/bbgid/BBG000C1CPP7
0,2019-10-25,0.28,Quarter,Regular Cash,2019-12-31,2020-01-15,2020-01-02,/bbgid/BBG000BGBRG2
0,2019-11-20,0.2,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG000BNBC52
0,2019-11-26,0.04,Quarter,Regular Cash,2019-12-05,2019-12-16,2019-12-06,/bbgid/BBG000DHTVJ7
0,2019-11-21,0.16,Quarter,Regular Cash,2019-12-20,2019-12-31,2019-12-23,/bbgid/BBG000BRLPF2
1,2019-11-21,0.1,None,Stock Dividend,2019-12-06,2019-12-16,2019-12-09,/bbgid/BBG000BRLPF2
0,2019-10-30,0.76,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000BVMPN3
0,2019-11-28,0.06,Quarter,Regular Cash,2019-12-30,2020-01-31,2019-12-31,/bbgid/BBG000CK79T3
0,2019-12-04,0.10285,Quarter,Regular Cash,2020-01-02,2020-01-17,2020-01-03,/bbgid/BBG000BZDXC9
0,2019-11-06,0.07,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000QMKDM7
0,2019-11-22,0.21,Quarter,Regular Cash,2019-12-09,2019-12-27,2019-12-10,/bbgid/BBG000BGZP70
0,2019-11-01,0.65,Quarter,Regular Cash,2019-12-24,2020-01-08,2019-12-26,/bbgid/BBG000F0KF42
0,2019-10-31,0.25,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG000Q0JJQ0
0,2019-09-30,0.0025,Monthly,Regular Cash,2019-12-06,2019-12-23,2019-12-09,/bbgid/BBG000BBVVP2
0,2019-10-22,1.05,Quarter,Regular Cash,2019-12-12,2019-12-30,2019-12-13,/bbgid/BBG000D9P720
0,2019-11-26,0.0025,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000KBRL60
0,2019-11-11,0.05,Quarter,Regular Cash,2019-12-30,2020-01-15,2020-01-01,/bbgid/BBG005TNS0Q7
0,2019-11-11,0.525,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000BLTVN5
0,2019-11-07,0.0538,Quarter,Regular Cash,2019-12-30,2020-01-03,2019-12-31,/bbgid/BBG000BXGCQ2
0,2019-11-20,0.15,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000BYQ263
0,2019-10-24,0.25,Quarter,Regular Cash,2019-12-30,2020-01-31,2019-12-31,/bbgid/BBG00NNG2ZJ8
0,2019-11-19,0.24,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000BB6568
0,2019-10-22,0.08,Quarter,Regular Cash,2019-12-13,2020-01-15,2019-12-16,/bbgid/BBG000P28YZ6
0,2019-11-04,0.25,Quarter,Regular Cash,2019-12-13,2020-01-03,2019-12-16,/bbgid/BBG000BWW8C0
0,2019-11-06,0.12,Quarter,Regular Cash,2019-12-12,2020-01-01,2019-12-13,/bbgid/BBG000BLVNB3
0,2019-11-05,0.4,Quarter,Regular Cash,2019-12-16,2019-12-30,2019-12-17,/bbgid/BBG000CXKKZ8
0,2019-12-04,0.76,Quarter,Regular Cash,2019-12-30,2020-02-10,2019-12-31,/bbgid/BBG000BH1NH9
0,2019-11-06,0.07,Quarter,Regular Cash,2020-01-14,2020-01-31,2020-01-15,/bbgid/BBG000DYGCS6
0,2019-11-21,0.15,Quarter,Regular Cash,2019-12-30,2020-02-03,2019-12-31,/bbgid/BBG000BS4MP5
0,2019-11-29,0.3,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000D6YCQ9
0,2019-12-04,0.075,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG003QPMHR8
0,2019-11-19,0.47,Quarter,Regular Cash,2019-12-09,2019-12-31,2019-12-10,/bbgid/BBG000BQZMH4
0,2019-11-08,0.33,Quarter,Regular Cash,2019-12-27,2020-01-15,2019-12-30,/bbgid/BBG0022MMQB0
0,2019-02-20,0.57,Quarter,Regular Cash,2020-03-13,2020-03-31,2020-03-16,/bbgid/BBG000C4LN67
1,2019-02-20,0.57,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000C4LN67
0,2019-12-02,0.08,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG00D2Z7X83
1,2019-12-02,0.0732,None,Special Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG00D2Z7X83
0,2019-11-08,0.1,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000C6W444
0,2019-11-28,0.03,None,Special Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG0044GY5S2
0,2019-11-06,0.04,Quarter,Regular Cash,2019-12-24,2020-01-06,2019-12-26,/bbgid/BBG0081VKTX0
0,2019-11-07,0.2,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG004N62BQ7
0,2019-11-08,0.21,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000BKWCS0
0,2019-11-12,0.175,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000TSWM66
0,2019-10-31,0.01,Quarter,Regular Cash,2019-12-12,2020-01-02,2019-12-15,/bbgid/BBG000PPJTH4
