fsym_id,sector,industry_group,industry,sub_industry,sector_id,industry_group_id,industry_id,sub_industry_id
FWJSXX-R,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,20,2010,201040,20104010
FXH4XG-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,45,4530,453010,45301020
FXTG1M-R,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,45,4520,452030,45203010
FYMJCN-R,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",45,4520,452020,45202030
FYT21Z-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
FYT41X-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors,35,3510,351020,35102010
FZRL7K-R,Materials,Materials,Containers & Packaging,Paper Packaging,15,1510,151030,15103020
G2Q5K4-R,Materials,Materials,Metals & Mining,Precious Metals & Minerals,15,1510,151040,15104040
G3949H-R,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,40,4020,402030,40203040
G4GB6B-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment,45,4530,453010,45301010
G5GDGH-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
G5M19V-R,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs,60,6010,601010,60101040
G7VZQH-R,Financials,Banks,Banks,Regional Banks,40,4010,401010,40101015
G8WDMZ-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
G90MPY-R,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,25,2550,255040,25504040
GC4MKW-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
GC9695-R,Materials,Materials,Chemicals,Specialty Chemicals,15,1510,151010,15101050
GCCR8P-R,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,25,2550,255030,25503020
GFJC62-R,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,45,4520,452010,45201020
GFJGD5-R,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties,25,2520,252010,25201050
GGPDYX-R,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,40,4020,402030,40203040
GGPTR9-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,10,1010,101010,10101010
GGPVTB-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care,35,3510,351020,35102030
GJXKZY-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
GJZ5YB-R,Consumer Discretionary,Retailing,Multiline Retail,Department Stores,25,2550,255030,25503010
GM32M5-R,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,25,2550,255040,25504040
GM3DBL-R,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,25,2550,255040,25504040
GN6KCJ-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,10,1010,101010,10101020
GN6RRQ-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
GN7G2C-R,Materials,Materials,Containers & Packaging,Paper Packaging,15,1510,151030,15103020
GQGP3B-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
GQGQ5C-R,Materials,Materials,Chemicals,Diversified Chemicals,15,1510,151010,15101020
GRLQZ7-R,Materials,Materials,Chemicals,Commodity Chemicals,15,1510,151010,15101010
GRMY8C-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
GRQMJ0-R,Materials,Materials,Chemicals,Commodity Chemicals,15,1510,151010,15101010
GRRFYN-R,Materials,Materials,Metals & Mining,Steel,15,1510,151040,15104050
GRS9LG-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,25,2530,253010,25301040
GRSDSK-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
GS3RJ8-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
GTWXR1-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
GVCLVY-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,10,1010,101010,10101020
GW5LD8-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,10,1010,101020,10102050
GW7J66-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,10,1010,101020,10102010
GX5LJC-R,Financials,Banks,Banks,Regional Banks,40,4010,401010,40101015
GXCQ63-R,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics,20,2030,203010,20301010
GYJ1QD-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,35,3510,351020,35102020
GYM5PB-R,Financials,Banks,Banks,Regional Banks,40,4010,401010,40101015
GZF20K-R,Materials,Materials,Containers & Packaging,Paper Packaging,15,1510,151030,15103020
GZKHGQ-R,Financials,Insurance,Insurance,Reinsurance,40,4030,403010,40301050
GZMRSV-R,Information Technology,Software & Services,Software,Application Software,45,4510,451030,45103010
H0P6P9-R,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",25,2520,252030,25203010
H1PMLS-R,Consumer Staples,Household & Personal Products,Household Products,Household Products,30,3030,303010,30301010
H2VPCM-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,10,1010,101020,10102030
H53QZC-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
H59VN3-R,Materials,Materials,Paper & Forest Products,Forest Products,15,1510,151050,15105010
H679XT-R,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",45,4520,452020,45202030
H68NH2-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,45,4530,453010,45301020
H69CWS-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
H6L5S4-R,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance,40,4020,402010,40201040
H7CL5X-R,Communication Services,Media & Entertainment,Media,Advertising,50,5020,502010,50201010
H7DGWR-R,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,25,2520,252020,25202010
H8JXH0-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
HCXCQ1-R,Materials,Materials,Paper & Forest Products,Forest Products,15,1510,151050,15105010
HF1JS1-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
HF1P15-R,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,25,2510,251010,25101010
HF4YDC-R,Utilities,Utilities,Independent Power and Renewabl,Independent Power Producers &,55,5510,551050,55105010
HF5SX1-R,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,35,3520,352010,35201010
HGBJ0K-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
HHB3C8-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,30,3020,302020,30202030
HJG212-R,Real Estate,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs,60,6010,601010,60101030
HJGCMC-R,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks,30,3020,302010,30201030
HJMV1H-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
HJXXH4-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
HKLJPC-R,Materials,Materials,Metals & Mining,Steel,15,1510,151040,15104050
HLQ8YZ-R,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings,25,2520,252010,25201020
HLRKD5-R,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,25,2550,255030,25503020
HLX79K-R,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",25,2520,252030,25203010
HMCYDD-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
HMVVTC-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
HMWK40-R,Materials,Materials,Metals & Mining,Silver,15,1510,151040,15104045
HMWTN8-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
HN0LVT-R,Consumer Discretionary,Retailing,Multiline Retail,Department Stores,25,2550,255030,25503010
HN0ZL5-R,Communication Services,Media & Entertainment,Media,Broadcasting,50,5020,502010,50201020
HN195G-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
HNZVK6-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",25,2530,253010,25301020
HP13ZD-R,Materials,Materials,Containers & Packaging,Paper Packaging,15,1510,151030,15103020
HP55Q6-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
HP58X9-R,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,25,2550,255040,25504050
HQ2MHF-R,Materials,Materials,Containers & Packaging,Paper Packaging,15,1510,151030,15103020
HQ4DBK-R,Information Technology,Software & Services,Software,Systems Software,45,4510,451030,45103020
HQ87P5-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,45,4530,453010,45301020
HR96N5-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
HSF35X-R,Industrials,Capital Goods,Building Products,Building Products,20,2010,201020,20102010
HSFL3C-R,Materials,Materials,Chemicals,Specialty Chemicals,15,1510,151010,15101050
HTM0LK-R,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,50,5020,502030,50203010
HVQ2KJ-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,20,2020,202010,20201050
HVV49B-R,Financials,Insurance,Insurance,Property & Casualty Insurance,40,4030,403010,40301040
HXYSHY-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing,20,2020,202010,20201010
HXZ458-R,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,35,3520,352030,35203010
HY13GN-R,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",25,2520,252030,25203010
HZ6Z7Q-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,45,4530,453010,45301020
HZ76PY-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
HZ86LW-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
J06HGC-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
J1CQKC-R,Communication Services,Media & Entertainment,Media,Publishing,50,5020,502010,50201040
J1HGV0-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
J2LVSN-R,Financials,Diversified Financials,Consumer Finance,Consumer Finance,40,4020,402020,40202010
J2M6ZH-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
J2MLPV-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,45,4530,453010,45301020
J2MW73-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
J2NHZ7-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
J2NPSW-R,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail,30,3010,301010,30101030
J3WSFM-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
J5XSLR-R,Materials,Materials,Containers & Packaging,Metal & Glass Containers,15,1510,151030,15103010
J61GM6-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,10,1010,101010,10101020
J70N5J-R,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,20,2010,201060,20106010
J70ZTV-R,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery,20,2010,201060,20106015
J71550-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
J89J6Y-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
J994MP-R,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,25,2550,255030,25503020
J998WT-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
J9F59G-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
JBG9LM-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
JCPT0R-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,25,2530,253010,25301010
JDDDQJ-R,Consumer Discretionary,Retailing,Specialty Retail,Homefurnishing Retail,25,2550,255040,25504060
JDQ0K1-R,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,25,2550,255040,25504050
JDV16T-R,Communication Services,Media & Entertainment,Media,Cable & Satellite,50,5020,502010,50201030
JDVMBC-R,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs,60,6010,601010,60101040
JFVMGG-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,30,3020,302020,30202030
JFVSSM-R,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,50,5020,502030,50203010
JFW5HZ-R,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",45,4520,452020,45202030
JFW9S3-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
JFZDP0-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
JGQD13-R,Information Technology,Software & Services,Software,Application Software,45,4510,451030,45103010
JH07CW-R,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,25,2530,253020,25302010
JH0BKZ-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
JJ39BV-R,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,45,4520,452010,45201020
JJ7V03-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
JJ81D9-R,Industrials,Transportation,Road & Rail,Trucking,20,2030,203040,20304020
JKDM7P-R,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,20,2020,202020,20202020
JKGP5M-R,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,40,4020,402030,40203040
JLJ0VZ-R,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,40,4020,402030,40203020
JMHSJV-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,45,4530,453010,45301020
JMHYW0-R,Financials,Insurance,Insurance,Property & Casualty Insurance,40,4030,403010,40301040
JML6TS-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
JMNLQC-R,Communication Services,Media & Entertainment,Media,Cable & Satellite,50,5020,502010,50201030
JNTPK7-R,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,40,4010,401020,40102010
JPTF52-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,30,3020,302020,30202030
JPXNB3-R,Financials,Insurance,Insurance,Property & Casualty Insurance,40,4030,403010,40301040
JQZ00G-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
JRFYNM-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,10,1010,101020,10102030
JS1YSB-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,20,2020,202010,20201050
JS2P50-R,Communication Services,Media & Entertainment,Media,Cable & Satellite,50,5020,502010,50201030
JS30TB-R,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",45,4520,452020,45202030
JS63Q7-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
JS6B3F-R,Communication Services,Media & Entertainment,Media,Broadcasting,50,5020,502010,50201020
JT71M6-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
JT792F-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
JTC04X-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,35,3510,351020,35102015
JWH12W-R,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs,60,6010,601010,60101060
JXMLY8-R,Information Technology,Software & Services,Software,Application Software,45,4510,451030,45103010
JYRG0L-R,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,20,2020,202020,20202020
JYWMBW-R,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,35,3520,352010,35201010
JZGFGR-R,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Operating Companie,60,6010,601020,60102020
JZWRR3-R,Consumer Discretionary,Retailing,Distributors,Distributors,25,2550,255010,25501010
K14FHD-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
K24537-R,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components,45,4520,452030,45203015
K24Q4R-R,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers,50,5010,501010,50101010
K38HHD-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",25,2530,253010,25301020
K3FDW0-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
K4F5JW-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
K5JXTH-R,Materials,Materials,Containers & Packaging,Metal & Glass Containers,15,1510,151030,15103010
K5Q6XG-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
K6Q83L-R,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser,50,5010,501020,50102010
K6RW63-R,Communication Services,Media & Entertainment,Media,Broadcasting,50,5020,502010,50201020
K7TPSX-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,45,4530,453010,45301020
K7YTNS-R,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,45,4520,452010,45201020
K8YRNT-R,Financials,Banks,Banks,Regional Banks,40,4010,401010,40101015
K8ZYYY-R,Materials,Materials,Containers & Packaging,Paper Packaging,15,1510,151030,15103020
KB2QBM-R,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment,50,5020,502020,50202020
KB36D6-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
KB3YPS-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
KB791X-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
KC6WDM-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
KCCLD1-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
KDC2JN-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
KDCD3Y-R,Industrials,Transportation,Road & Rail,Railroads,20,2030,203040,20304010
KDHCQP-R,Information Technology,Software & Services,Software,Systems Software,45,4510,451030,45103020
KDJL0T-R,Materials,Materials,Containers & Packaging,Paper Packaging,15,1510,151030,15103020
KDJSF0-R,Industrials,Transportation,Airlines,Airlines,20,2030,203020,20302010
KFJFWS-R,Industrials,Capital Goods,Machinery,Industrial Machinery,20,2010,201060,20106020
KFMMZS-R,Consumer Staples,Household & Personal Products,Personal Products,Personal Products,30,3030,303020,30302010
KFP1P3-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
KFP2R4-R,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs,60,6010,601010,60101060
KFQHFG-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,25,2530,253010,25301040
KGRLNL-R,Materials,Materials,Paper & Forest Products,Paper Products,15,1510,151050,15105020
KGSZF0-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
KHX8Q2-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,35,3510,351020,35102015
KHZRFD-R,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Services,60,6010,601020,60102040
KJZZ2T-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
KK1SFD-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
KK1YRK-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
KK2P47-R,Materials,Materials,Metals & Mining,Steel,15,1510,151040,15104050
KK9RS0-R,Real Estate,Real Estate,Equity Real Estate Investment,Diversified REITs,60,6010,601010,60101010
KL19N1-R,Real Estate,Real Estate,Real Estate Management & Devel,Diversified Real Estate Activi,60,6010,601020,60102010
KL1DV4-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,10,1010,101010,10101020
KM5Q58-R,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,40,4020,402030,40203020
KMBPNY-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
KMBRT0-R,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs,60,6010,601010,60101060
KP3HBJ-R,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Development,60,6010,601020,60102030
KPFMHW-R,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics,20,2030,203010,20301010
KPQ4X0-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
KRQTDT-R,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco,30,3020,302030,30203010
KRTZ9N-R,Communication Services,Media & Entertainment,Media,Cable & Satellite,50,5020,502010,50201030
KSWML9-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,10,1010,101020,10102030
KTPK4Q-R,Communication Services,Media & Entertainment,Media,Publishing,50,5020,502010,50201040
KV0J41-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
KW432H-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
KWBVZV-R,Industrials,Transportation,Airlines,Airlines,20,2030,203020,20302010
KXDMGL-R,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",45,4520,452020,45202030
KYCY91-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
KYJFW8-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
KYKCS8-R,Communication Services,Media & Entertainment,Media,Broadcasting,50,5020,502010,50201020
KZKK3D-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,30,3020,302020,30202030
KZMN3C-R,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,50,5020,502020,50202010
L0ND5P-R,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance,40,4020,402010,40201040
L0NDP5-R,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo,20,2010,201070,20107010
L1XX07-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
L32LM8-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
L56306-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,10,1010,101020,10102010
L6BT3Q-R,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs,60,6010,601010,60101070
L6CPTK-R,Information Technology,Software & Services,Software,Application Software,45,4510,451030,45103010
L7LP86-R,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,20,2020,202020,20202020
L7M79Q-R,Materials,Materials,Metals & Mining,Steel,15,1510,151040,15104050
L7MTPJ-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,20,2020,202010,20201050
L7N0TG-R,Financials,Banks,Banks,Diversified Banks,40,4010,401010,40101010
L8SKLT-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
LBWB3L-R,Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail,25,2550,255040,25504030
LBWNRX-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
LC0H1H-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",25,2530,253010,25301020
LC1BTF-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
LCJDJK-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,25,2530,253010,25301010
LD0WYZ-R,Financials,Diversified Financials,Consumer Finance,Consumer Finance,40,4020,402020,40202010
LD13C5-R,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,35,3520,352010,35201010
LD1K6L-R,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,25,2510,251010,25101010
LD63XW-R,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,20,2010,201040,20104010
LF4WPT-R,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi,45,4520,452030,45203020
LF9ZDL-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
LG8XHP-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
LGFBYV-R,Materials,Materials,Metals & Mining,Copper,15,1510,151040,15104025
LGH1W3-R,Consumer Staples,Household & Personal Products,Personal Products,Personal Products,30,3030,303020,30302010
LGLG64-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
LHKN8Z-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
LJPXK2-R,Real Estate,Real Estate,Equity Real Estate Investment,Diversified REITs,60,6010,601010,60101010
LJQYJ1-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
LKPWM4-R,Industrials,Capital Goods,Machinery,Industrial Machinery,20,2010,201060,20106020
LKST5W-R,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,50,5020,502020,50202010
LKVW3T-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,10,1010,101010,10101010
LKVX5V-R,Real Estate,Real Estate,Equity Real Estate Investment,Diversified REITs,60,6010,601010,60101010
