fsym_id,sector,industry_group,industry,sub_industry,sector_id,industry_group_id,industry_id,sub_industry_id
LLZBW5-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
LN3P8B-R,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",25,2520,252030,25203010
LPRN3T-R,Communication Services,Media & Entertainment,Media,Broadcasting,50,5020,502010,50201020
LQ766T-R,Materials,Materials,Chemicals,Industrial Gases,15,1510,151010,15101040
LQ7KY5-R,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services,25,2530,253020,25302020
LQBB5R-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
LRJBXM-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
LRJYZ2-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,30,3020,302020,30202030
LRK013-R,Financials,Banks,Banks,Regional Banks,40,4010,401010,40101015
LTN366-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,35,3510,351020,35102015
LTN487-R,Industrials,Transportation,Road & Rail,Railroads,20,2030,203040,20304010
LTP0Z2-R,Industrials,Transportation,Road & Rail,Railroads,20,2030,203040,20304010
LTP334-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
LTSNXH-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care,35,3510,351020,35102030
LTT932-R,Materials,Materials,Metals & Mining,Precious Metals & Minerals,15,1510,151040,15104040
LVS9GC-R,Real Estate,Real Estate,Equity Real Estate Investment,Industrial REITs,60,6010,601010,60101020
LVYTWF-R,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs,60,6010,601010,60101080
LX237L-R,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners,30,3020,302010,30201020
LX48CM-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
LY653H-R,Utilities,Utilities,Independent Power and Renewabl,Independent Power Producers &,55,5510,551050,55105010
LY8HKP-R,Communication Services,Media & Entertainment,Media,Advertising,50,5020,502010,50201010
LZBPWV-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
M0C1P8-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
M0DGHQ-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
M0H2C1-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,10,1010,101020,10102050
M0H6M5-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment,45,4530,453010,45301010
M1FW60-R,Industrials,Transportation,Road & Rail,Railroads,20,2030,203040,20304010
M1H0C2-R,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs,60,6010,601010,60101070
M2LK7H-R,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,20,2010,201040,20104010
M3QDQ6-R,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs,60,6010,601010,60101060
M4VLV7-R,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,25,2520,252020,25202010
M4W5YS-R,Materials,Materials,Metals & Mining,Silver,15,1510,151040,15104045
M67VFY-R,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,20,2020,202020,20202020
M7439D-R,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology,35,3510,351030,35103010
M79B89-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,25,2530,253010,25301010
M79R1P-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
M8867B-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,45,4530,453010,45301020
M8XT6B-R,Communication Services,Media & Entertainment,Media,Broadcasting,50,5020,502010,50201020
M9DGHF-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
M9L13N-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
MBJNMG-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
MBK7R0-R,Financials,Insurance,Insurance,Insurance Brokers,40,4030,403010,40301010
MBP9GT-R,Information Technology,Software & Services,Software,Application Software,45,4510,451030,45103010
MCNYYL-R,Consumer Discretionary,Retailing,Internet & Direct Marketing Re,Internet & Direct Marketing Re,25,2550,255020,25502020
MDV2VH-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
MDYC2K-R,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,40,4020,402030,40203040
MFQVZQ-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",25,2530,253010,25301020
MFZ7XH-R,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners,30,3020,302010,30201020
MG2TQV-R,Financials,Banks,Banks,Regional Banks,40,4010,401010,40101015
MH2KBP-R,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks,30,3020,302010,30201030
MH33D6-R,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",45,4520,452020,45202030
MH3TRW-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,10,1010,101020,10102030
MH7TCM-R,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics,20,2030,203010,20301010
MJ0XB7-R,Information Technology,Software & Services,Software,Systems Software,45,4510,451030,45103020
MJB531-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
MJCGG4-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,30,3020,302020,30202030
MKC1SV-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
MKCXFN-R,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,20,2010,201030,20103010
MKH9XV-R,Materials,Materials,Paper & Forest Products,Forest Products,15,1510,151050,15105010
MKJ8WW-R,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,40,4020,402030,40203040
MLHF81-R,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,40,4020,402030,40203020
MLQ41B-R,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,50,5020,502020,50202010
MMMCXV-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
MMMG1X-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
MMN39J-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
MMRZQ5-R,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,45,4520,452010,45201020
MPXJMM-R,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,50,5020,502020,50202010
MQ0Y3T-R,Materials,Materials,Construction Materials,Construction Materials,15,1510,151020,15102010
MQ119X-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products,30,3020,302020,30202010
MR0PSP-R,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,25,2550,255030,25503020
MR5BN1-R,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,20,2020,202020,20202020
MS57L1-R,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",45,4520,452020,45202030
MS9FKZ-R,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs,60,6010,601010,60101040
MTFF9T-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
MTGRW2-R,Industrials,Capital Goods,Machinery,Industrial Machinery,20,2010,201060,20106020
MTGSY3-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
MVKZ35-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
MVLTQZ-R,Financials,Diversified Financials,Consumer Finance,Consumer Finance,40,4020,402020,40202010
MXW701-R,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs,60,6010,601010,60101060
MXZ7RW-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
MYW502-R,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment,50,5020,502020,50202020
MYZ7WZ-R,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,25,2550,255040,25504010
MYZLK9-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,10,1010,101020,10102010
MZJHY9-R,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,25,2510,251010,25101010
MZZ0KV-R,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,50,5020,502030,50203010
N03DYZ-R,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,50,5010,501010,50101020
N13NK9-R,Consumer Discretionary,Retailing,Multiline Retail,Department Stores,25,2550,255030,25503010
N17TH6-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
N18P40-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
N286BN-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
N2DMST-R,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,45,4520,452010,45201020
N2GNNQ-R,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",25,2520,252030,25203010
N3DFJQ-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
N4K9ZD-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
N4P9L4-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies,35,3510,351010,35101020
N5NG2F-R,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,25,2510,251010,25101010
N6446B-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
N6GVND-R,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,45,4520,452030,45203010
N829VP-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
N93NK1-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
NB5RP3-R,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity,55,5510,551050,55105020
NB76FG-R,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc,45,4510,451020,45102030
NBCKRK-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
NBFPTK-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
NCCFMJ-R,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,35,3520,352010,35201010
NCHMMG-R,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,50,5020,502020,50202010
NCL5GV-R,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Brewers,30,3020,302010,30201010
NDGZHY-R,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,50,5010,501010,50101020
NDN5DT-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
NFLZ7S-R,Communication Services,Media & Entertainment,Media,Cable & Satellite,50,5020,502010,50201030
NFMH78-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,10,1010,101010,10101020
NFMPMG-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
NFRN55-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors,35,3510,351020,35102010
NGW97P-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,10,1010,101020,10102040
NGX4WH-R,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services,25,2530,253020,25302020
NHV4Q7-R,Materials,Materials,Chemicals,Fertilizers & Agricultural Che,15,1510,151010,15101030
NJ06VG-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
NK0C7P-R,Utilities,Utilities,Independent Power and Renewabl,Independent Power Producers &,55,5510,551050,55105010
NK0V54-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,10,1010,101020,10102040
NK4NFQ-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
NKGZ7J-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,35,3510,351020,35102020
NL79M9-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,25,2530,253010,25301040
NL8WMS-R,Financials,Insurance,Insurance,Multi-line Insurance,40,4030,403010,40301030
NM9SGQ-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
NMGMBX-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
NNFR4J-R,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks,30,3020,302010,30201030
NNKD2Y-R,Financials,Banks,Banks,Diversified Banks,40,4010,401010,40101010
NNKRT9-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
NNL3GM-R,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,45,4520,452010,45201020
NPJW7K-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
NPK3PS-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
NPK7YX-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,20,2020,202010,20201050
NPS0W8-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,10,1010,101010,10101010
NQP2CL-R,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,35,3520,352010,35201010
NQTR8Z-R,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,40,4020,402030,40203020
NS7RQS-R,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,50,5020,502020,50202010
NT37R4-R,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs,60,6010,601010,60101040
NT38T5-R,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,45,4510,451020,45102010
NV79M1-R,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",25,2520,252030,25203010
NV7K28-R,Materials,Materials,Chemicals,Specialty Chemicals,15,1510,151010,15101050
NW728X-R,Information Technology,Software & Services,Software,Application Software,45,4510,451030,45103010
NW8BQ3-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,30,3020,302020,30202030
NXHLP0-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
NYJB5S-R,Consumer Discretionary,Retailing,Specialty Retail,Homefurnishing Retail,25,2550,255040,25504060
NYJHHY-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors,35,3510,351020,35102010
NZMV05-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
P0SXV1-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,10,1010,101020,10102050
P1P032-R,Industrials,Capital Goods,Machinery,Industrial Machinery,20,2010,201060,20106020
P1WWLX-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
P31DB7-R,Financials,Insurance,Insurance,Multi-line Insurance,40,4030,403010,40301030
P36M94-R,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,25,2550,255040,25504050
P4VXRX-R,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,45,4510,451020,45102010
P5BP94-R,Consumer Discretionary,Automobiles & Components,Automobiles,Motorcycle Manufacturers,25,2510,251020,25102020
P5F9DQ-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
P884Z5-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,10,1010,101010,10101020
P8Q3G4-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
P8R3C2-R,Information Technology,Software & Services,Software,Systems Software,45,4510,451030,45103020
P9WJYB-R,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Drug Retail,30,3010,301010,30101010
P9ZMV7-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,35,3510,351020,35102020
P9ZNX8-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,25,2530,253010,25301010
PB0T2B-R,Materials,Materials,Metals & Mining,Precious Metals & Minerals,15,1510,151040,15104040
PBZKZD-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
PC2KK2-R,Information Technology,Software & Services,Software,Application Software,45,4510,451030,45103010
PD3PV7-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
PD79QM-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,10,1010,101020,10102050
PD98GG-R,Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail,25,2550,255040,25504030
PD9BLJ-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
PGJW6S-R,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail,30,3010,301010,30101030
PGQCV2-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
PHJ2V4-R,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics,25,2520,252010,25201010
PHP2BT-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,10,1010,101020,10102040
PHPSQH-R,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,35,3520,352030,35203010
PHQ4CT-R,Industrials,Transportation,Airlines,Airlines,20,2030,203020,20302010
PJNB5B-R,Financials,Diversified Financials,Consumer Finance,Consumer Finance,40,4020,402020,40202010
PJTSGB-R,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,25,2550,255040,25504050
PKY50L-R,Financials,Insurance,Insurance,Property & Casualty Insurance,40,4030,403010,40301040
PKZ3VH-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
PKZ95N-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
PLWH27-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,10,1010,101020,10102050
PLY66Q-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
PN37ZK-R,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,20,2020,202020,20202020
PN6Y00-R,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco,30,3020,302030,30203010
PPCTFP-R,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks,30,3020,302010,30201030
PRGN6N-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
PRGQ6L-R,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,40,4020,402030,40203040
PRHBD5-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
PRMD3Z-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,10,1010,101020,10102010
PRR12D-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
PTRY1F-R,Financials,Insurance,Insurance,Multi-line Insurance,40,4030,403010,40301030
PTWVJ3-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
PVBYXV-R,Consumer Discretionary,Retailing,Internet & Direct Marketing Re,Internet & Direct Marketing Re,25,2550,255020,25502020
PVG5TM-R,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,45,4520,452030,45203010
PVW48J-R,Communication Services,Media & Entertainment,Media,Advertising,50,5020,502010,50201010
PVWPB1-R,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics,20,2030,203010,20301010
PX1NYT-R,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc,45,4510,451020,45102030
PX63DZ-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
PY50G1-R,Financials,Banks,Banks,Regional Banks,40,4010,401010,40101015
PY5KHK-R,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,20,2010,201060,20106010
PY5NPN-R,Financials,Insurance,Insurance,Insurance Brokers,40,4030,403010,40301010
PY63K2-R,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery,20,2010,201060,20106015
PZ917X-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care,35,3510,351020,35102030
PZG74S-R,Materials,Materials,Chemicals,Fertilizers & Agricultural Che,15,1510,151010,15101030
PZHJN0-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
PZJT26-R,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,35,3520,352010,35201010
Q2W445-R,Materials,Materials,Chemicals,Specialty Chemicals,15,1510,151010,15101050
Q2YN1N-R,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers,25,2510,251020,25102010
Q3VTNZ-R,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,35,3520,352030,35203010
Q3ZHPF-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,45,4530,453010,45301020
Q4YP8S-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,30,3020,302020,30202030
Q4ZYNY-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,25,2530,253010,25301040
Q53D75-R,Consumer Discretionary,Retailing,Specialty Retail,Computer & Electronics Retail,25,2550,255040,25504020
Q541GS-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
Q63955-R,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,35,3520,352010,35201010
Q774MW-R,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,20,2010,201030,20103010
Q78D01-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
Q78KB6-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
Q7CL31-R,Financials,Banks,Banks,Diversified Banks,40,4010,401010,40101010
Q7WZWY-R,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,35,3520,352010,35201010
Q8G78M-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
QCBKSL-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
QCS6P8-R,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,50,5020,502020,50202010
QCYLZB-R,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,25,2550,255040,25504050
QD8WKZ-R,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,25,2550,255040,25504040
QF1NY9-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
QF2V5D-R,Real Estate,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs,60,6010,601010,60101030
QG1HR7-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,10,1010,101020,10102010
QG2Q1C-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing,20,2020,202010,20201010
QHBXV5-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
QHJ1R3-R,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,25,2520,252020,25202010
QJ9QP4-R,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs,60,6010,601010,60101060
QJB2BG-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
QJBZ19-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
QJKQYN-R,Financials,Insurance,Insurance,Property & Casualty Insurance,40,4030,403010,40301040
QKJS7V-R,Industrials,Transportation,Airlines,Airlines,20,2030,203020,20302010
QKM4S2-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
QKMC58-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
QLGSL2-R,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,50,5020,502030,50203010
QLQKDC-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
QLRPKF-R,Financials,Insurance,Insurance,Property & Casualty Insurance,40,4030,403010,40301040
QMQV1Q-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
QMW47R-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
QP3LLV-R,Materials,Materials,Chemicals,Specialty Chemicals,15,1510,151010,15101050
QQ00XL-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
QQ42ND-R,Materials,Materials,Metals & Mining,Copper,15,1510,151040,15104025
QR56YK-R,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs,60,6010,601010,60101070
QR6LKV-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
QSDQCP-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,10,1010,101020,10102040
QTDCVG-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
QTK2TW-R,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco,30,3020,302030,30203010
QVJJXG-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
QVQ1DM-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
QWV5DL-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
QZ3ZG1-R,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings,25,2520,252010,25201020
R2J99W-R,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail,30,3010,301010,30101030
R3HBM2-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
R3J43T-R,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",45,4520,452020,45202030
R3MHJZ-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services,20,2020,202010,20201070
R4M2WP-R,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,20,2010,201040,20104010
R4N0NK-R,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,40,4020,402030,40203020
