,fsym_id,exdate,bbg_id,in_index,listing_currency
65,CHK9QJ-R,2021-08-05,BBG000BMDBZ1,1,USD
66,CHP9B8-R,2021-08-04,BBG000DW4LB1,0,USD
67,CJ5TFB-R,2021-08-31,BBG008LJ4TF3,0,USD
68,CKVS0L-R,2021-07-30,BBG000C2ND43,0,CAD
69,CKVZDS-R,2021-08-31,BBG000DWJWQ5,0,USD
70,CM4DLS-R,2021-05-20,BBG000BNQ2W8,0,USD
71,CP789N-R,2021-08-09,BBG000BC0955,0,USD
72,CPCW2Z-R,2021-08-19,BBG000BGPTV6,1,USD
73,CQ39HN-R,2021-05-27,BBG00CX3VGY3,0,USD
74,CQD3P9-R,2021-08-19,BBG000C3CWZ7,0,USD
75,CRJWXW-R,2021-08-13,BBG000CF29Z2,0,CAD
76,CRL9M6-R,2021-08-06,BBG000BT4C39,0,USD
77,CRM45Z-R,2021-08-31,BBG000P0TKR6,0,USD
78,CRP3ZV-R,2021-08-11,BBG000BX9WL1,1,USD
79,CRPCG2-R,2021-08-11,BBG000BNPYN9,0,USD
80,CSS5YT-R,2021-07-30,BBG000BGBTC2,0,USD
81,CW0Z19-R,2021-08-10,BBG000QJXDW9,0,USD
82,CW1WT5-R,2021-09-16,BBG000HJPD21,0,USD
83,CX6P1R-R,2021-10-28,BBG000PY5XQ1,1,CAD
84,CXW1DC-R,2020-01-30,BBG008QQCJ65,0,USD
85,CY4K3V-R,2021-08-27,BBG0034VYLG9,0,USD
86,CYB1M0-R,2021-08-16,BBG000BBS2Y0,1,USD
87,CYB6Y5-R,2021-09-14,BBG000BMX289,1,USD
88,CZBYFY-R,2021-08-13,BBG000BMTFR4,1,USD
89,D0H09V-R,2021-08-18,BBG000BYTR65,1,CAD
90,D1P43P-R,2021-08-13,BBG000BWJFZ4,1,USD
91,D1QXJC-R,2021-08-26,BBG000JVJ8N7,0,USD
92,D3VZJC-R,2021-08-24,BBG000BS5DR2,1,USD
93,D3WHHV-R,2021-10-14,BBG000BS21R1,0,USD
94,D3ZY22-R,2021-08-16,BBG000BLCPY4,1,USD
95,D4VZNG-R,2021-08-13,BBG001KY3845,0,USD
96,D502G9-R,2021-08-09,BBG000BB9KF2,1,USD
97,D545SN-R,2021-08-12,BBG004WQKD07,0,USD
98,D5T7M2-R,2021-08-13,BBG00LMYX123,0,USD
99,D67D5X-R,2020-02-12,BBG00GQ30QD7,0,USD
100,D68983-R,2021-08-05,BBG000BFVXX0,1,USD
101,D70L9L-R,2021-10-14,BBG000FV0NL0,0,USD
102,D7D4QT-R,2021-08-20,BBG000Q5VCD4,0,USD
103,D8DLQB-R,2021-08-30,BBG000BG7423,1,USD
104,D9KK92-R,2021-08-13,BBG000BBHHP9,0,USD
105,D9P31D-R,2021-08-12,BBG000BP7RH6,0,USD
106,D9PWK4-R,2021-08-26,BBG000FQXC75,0,USD
107,D9RT6Y-R,2020-02-06,BBG000BM2FL9,0,USD
108,DBMQ4T-R,2021-08-30,BBG00D8JD9Z9,0,USD
109,DBNVQ8-R,2021-08-12,BBG000BC5WJ4,0,USD
110,DBNYXC-R,2021-08-24,BBG000BMNC97,0,USD
111,DF3WQM-R,2021-08-04,BBG000BYDP11,1,CAD
112,DG27Q5-R,2021-08-12,BBG000BHX7N2,1,USD
113,DGV6T1-R,2021-08-30,BBG00Z4KGKP4,0,USD
114,DH79H0-R,2021-08-26,BBG000BWSV34,1,USD
115,DH7WLK-R,2021-08-13,BBG000BHD8S7,1,USD
116,DHHJVD-R,2021-08-19,BBG000BFNLP4,0,USD
117,DKJ8VM-R,2021-09-29,BBG000BS4MP5,1,USD
118,DKMPBT-R,2021-10-28,BBG000C88125,0,USD
119,DKMWR0-R,2021-08-19,BBG000C7QK61,0,USD
120,DLN18C-R,2021-08-19,BBG000F4DVC8,0,USD
121,DLRTBS-R,2021-10-28,BBG000BT1MR4,0,USD
122,DLWPWK-R,2021-10-01,BBG000Q2BVH7,0,USD
123,DM23R5-R,2020-12-01,BBG00L3DQTC6,0,USD
124,DNWLTJ-R,2021-08-17,BBG000BD9ZM7,0,USD
125,DNXNVJ-R,2021-08-19,BBG000BV95H9,1,USD
126,DNY1KW-R,2021-08-19,BBG000BQTMJ9,1,USD
127,DQ510J-R,2021-08-31,BBG000CZ8PQ6,1,CAD
128,DQ5M42-R,2021-08-12,BBG000BLLWV2,0,USD
129,DQZWBT-R,2021-08-31,BBG000G7QX50,0,USD
130,DRBC9M-R,2021-08-06,BBG000BKR1D6,1,USD
131,DS930J-R,2021-08-31,BBG000BP5FQ4,0,USD
132,DSJKY6-R,2021-09-01,BBG000Q4LGF7,0,USD
133,DSQWTZ-R,2020-01-31,BBG006NJXS29,0,USD
134,DT3S7W-R,2021-10-28,BBG00YCP1FG4,0,USD
135,DV05MQ-R,2021-10-18,BBG00XRSM369,0,USD
136,DVQFQ7-R,2021-08-19,BBG000D7P047,0,USD
137,DWQQCL-R,2021-08-25,BBG000CH7LR5,1,CAD
138,DWV3VS-R,2021-08-09,BBG000PLLP24,0,USD
139,DWVHL4-R,2021-08-06,BBG000CWSZN2,0,USD
140,DXTTDL-R,2021-10-28,BBG000HJ82S6,1,CAD
141,DXVDJ4-R,2021-08-16,BBG000KLB4Q1,1,USD
142,DXW84Y-R,2021-08-19,BBG000BT7JW9,1,USD
143,DXZQS6-R,2021-08-31,BBG000NSCNT7,1,USD
144,DYZT1C-R,2021-08-30,BBG000CTM4J9,0,USD
145,DZ4M6W-R,2021-08-05,BBG000JWS4F3,0,USD
146,F03Z3C-R,2021-10-28,BBG000CVQ2M0,1,CAD
147,F04DYS-R,2020-02-07,BBG000C1ZRQ7,0,USD
148,F066CG-R,2021-08-19,BBG000BF5QK8,0,USD
149,F07Q7W-R,2021-08-12,BBG000H3YXF8,1,USD
150,F17K1T-R,2021-08-12,BBG000BQPCB3,0,USD
151,F1DMRL-R,2021-08-09,BBG000D7HF89,0,USD
152,F1FF8B-R,2021-05-21,BBG000BJ9FN7,0,USD
153,F29RYJ-R,2021-08-12,BBG00NSBGFJ3,0,USD
154,F2D739-R,2021-09-03,BBG000BCPB71,0,USD
155,F2DFHH-R,2021-08-30,BBG000BB07P9,1,USD
156,F3HW5T-R,2021-08-31,BBG000BT9174,1,CAD
157,F3J0FY-R,2021-08-12,BBG00L17G133,0,USD
158,F3P22P-R,2021-08-20,BBG000BL5W86,0,USD
159,F4NL9B-R,2021-08-13,BBG000BD53V2,0,USD
160,F6YYD9-R,2021-08-31,BBG000BP3SJ6,0,USD
161,F72BWH-R,2021-08-13,BBG000BD2D25,0,USD
162,F7YG6K-R,2020-03-12,BBG00B6G8077,0,USD
163,F9BFK8-R,2021-08-30,BBG000F161Q3,0,USD
164,F9BHPB-R,2021-03-04,BBG000BYXHJ8,0,CAD
165,FBCHQC-R,2021-08-19,BBG000BNGTQ7,1,USD
166,FCCHG2-R,2021-05-27,BBG00B5CBKJ6,1,CAD
167,FCHV3J-R,2021-10-28,BBG000GFD3R8,1,CAD
168,FCMH1Y-R,2021-08-25,BBG000BHYLP8,0,USD
169,FCMSN7-R,2020-02-03,BBG000BJ7NF1,0,USD
170,FDQM4Z-R,2021-10-28,BBG000DLD469,1,CAD
171,FDS2ZC-R,2021-08-17,BBG000BKVYJ3,0,USD
172,FFKCF9-R,2021-08-31,BBG005PTVFQ1,0,USD
173,FGW76H-R,2021-08-04,BBG000BF6756,1,USD
174,FGWDJN-R,2021-08-10,BBG000CHSN07,0,CAD
175,FGWVD2-R,2021-08-31,BBG000J2W794,0,USD
176,FH0KGK-R,2020-04-22,BBG000GMHBH2,0,USD
177,FJ1HCJ-R,2021-08-26,BBG000BD9P67,0,USD
178,FK8VJJ-R,2021-08-30,BBG000C1LZX6,0,USD
179,FL8FW7-R,2021-08-12,BBG000BJQTT2,0,USD
180,FLS8PQ-R,2021-08-13,BBG008200KW9,0,USD
181,FMDPMV-R,2020-03-02,BBG00DZB5D77,0,USD
182,FNJW6B-R,2020-02-06,BBG000D3ZFH8,0,USD
183,FNKLL0-R,2021-08-30,BBG000C8D8G9,0,USD
184,FNMHRB-R,2021-08-18,BBG00FY0CZQ9,0,USD
185,FNNVT2-R,2021-08-16,BBG000CN80Y9,0,USD
186,FNNZ05-R,2021-08-25,BBG000LY1HS2,0,USD
187,FPSXNZ-R,2021-08-12,BBG000R7ZZX2,0,USD
188,FPTJVK-R,2021-08-12,BBG000BT1715,1,USD
189,FPVHPG-R,2021-10-28,BBG000BLKC01,1,CAD
190,FQ32HY-R,2021-08-31,BBG00WXWG2M6,0,USD
191,FR01GT-R,2021-08-12,BBG000BWN2Y9,0,USD
192,FR4YZK-R,2021-08-18,BBG0088CYPX8,1,USD
193,FRN1RQ-R,2020-02-18,BBG001W55FM7,0,USD
194,FRZ5Z3-R,2021-08-18,BBG000BL0P40,0,USD
195,FT3PPF-R,2021-08-10,BBG000C1PFY5,0,USD
196,FT5NF8-R,2020-02-07,BBG000GJQQ22,0,USD
197,FT7VMB-R,2021-08-20,BBG000BRNGM2,1,USD
198,FT8DNV-R,2021-08-20,BBG000BP52R2,1,USD
199,FV6Z1L-R,2021-08-13,BBG000BCJVD7,0,USD
200,FV824M-R,2021-08-18,BBG000FDBX90,1,USD
201,FV9XPC-R,2021-10-28,BBG000HPX6W0,1,CAD
202,FW388C-R,2021-08-31,BBG0058YL7G9,0,USD
203,FWD88N-R,2021-10-28,BBG000BSZYR3,0,USD
204,FWHKKR-R,2021-08-11,BBG000CBMH27,1,USD
205,FXM1B3-R,2021-08-17,BBG000C4Q6J5,0,USD
206,FZX0PQ-R,2021-08-10,BBG000BHXPK5,0,USD
207,G115RQ-R,2021-08-13,BBG000BB67F4,0,USD
208,G21ZDK-R,2021-08-31,BBG000PYJY93,0,USD
209,G35BYT-R,2021-08-09,BBG000H6K1B0,0,USD
210,G36DZT-R,2012-11-15,BBG000DYCVS8,0,CAD
211,G3949H-R,2021-08-30,BBG000QH56C1,1,USD
212,G3ZPT3-R,2021-08-24,BBG002Q7J5Z1,0,USD
213,G49K2V-R,2021-08-18,BBG000DGPR66,0,USD
214,G4GB6B-R,2021-08-31,BBG000BV4DR6,1,USD
215,G5M19V-R,2021-10-28,BBG000BVP5P2,1,USD
216,G6KS0R-R,2021-08-20,BBG000BMWV95,0,USD
217,G6M2HZ-R,2021-08-13,BBG000D6MRB5,0,USD
218,G8Q9JT-R,2021-08-30,BBG00CVVYKK6,0,USD
219,G8W8CV-R,2021-08-20,BBG000B9ZJN2,0,USD
220,G900JC-R,2021-08-18,BBG000BGVC19,0,USD
221,G92RX2-R,2021-08-31,BBG000RJ2J04,0,USD
222,G9J2NY-R,2021-08-23,BBG006FCB019,0,USD
223,GBGMN9-R,2021-08-17,BBG001D2TV80,0,USD
224,GC9695-R,2021-08-19,BBG000BSXQV7,1,USD
225,GFJGD5-R,2021-08-30,BBG000BQC9V2,1,USD
226,GFJPVD-R,2021-08-06,BBG000CJSNX7,0,USD
227,GFKZ8L-R,2020-11-05,BBG00WLLG859,0,USD
228,GFW3V9-R,2021-08-04,BBG001DCR685,0,USD
229,GGKMRC-R,2021-09-02,BBG000GRZDV1,0,USD
230,GHRDWW-R,2021-08-09,BBG000FRNTH6,0,USD
231,GHWGMP-R,2008-11-24,BBG000BV1NV2,0,USD
232,GL3QQP-R,2021-08-25,BBG000BCSCB1,0,USD
233,GM7SLL-R,2021-08-19,BBG000BB61F7,0,USD
234,GMDL3G-R,2021-08-30,BBG00W5FS571,0,USD
235,GMNVJW-R,2021-08-31,BBG000RQKCR4,0,USD
236,GN5T62-R,2021-10-14,BBG011RJSSB1,0,USD
237,GPBJPZ-R,2021-09-03,BBG000MHBSQ5,0,USD
238,GPWHKD-R,2021-08-09,BBG001P717K5,0,USD
239,GQGP3B-R,2021-08-05,BBG000BP0929,1,USD
240,GQHWDG-R,2021-08-16,BBG000BST2P2,0,USD
241,GQN0DG-R,2021-10-28,BBG000BXT422,0,USD
242,GRNSJT-R,2021-07-29,BBG00H609HX2,0,USD
243,GRQMJ0-R,2021-08-27,BBG000WCFV84,1,USD
244,GRRFYN-R,2021-08-06,BBG000BX3TD3,1,USD
245,GRRSLZ-R,2021-08-06,BBG000BWQGX6,0,USD
246,GRS126-R,2021-08-13,BBG000C1S4V0,0,USD
247,GRSHZN-R,2021-08-30,BBG000BPBR63,0,USD
248,GS3RJ8-R,2021-08-12,BBG000BY2Y78,1,USD
249,GSRK8V-R,2021-08-19,BBG000D0SMY8,0,USD
250,GSWHTK-R,2021-08-26,BBG000HG21Y3,0,USD
251,GSWXLY-R,2021-08-06,BBG000D8KTN6,0,USD
252,GTWXR1-R,2021-08-30,BBG000CZ62D3,1,CAD
253,GTX249-R,2021-08-31,BBG000GDSKT7,0,USD
254,GVCLVY-R,2021-08-18,BBG000SR92R6,1,CAD
255,GW5LD8-R,2020-11-27,BBG000BXYMJ8,1,CAD
256,GX5LJC-R,2021-08-12,BBG000BYYLS8,1,USD
257,GX9WQD-R,2021-08-30,BBG000BK0KS7,0,USD
258,GXCVG7-R,2021-10-28,BBG000M8S4W3,0,CAD
259,GYJ1QD-R,2021-10-28,BBG000QDT8Z5,1,CAD
260,GYZ2VY-R,2021-05-20,BBG000RMS5J9,0,USD
261,GZF20K-R,2021-08-13,BBG000BM5SR2,1,USD
262,GZFZSF-R,2021-08-13,BBG000CC53X1,0,USD
263,GZKHGQ-R,2021-08-24,BBG000C1XVK6,1,USD
264,H0P6P9-R,2021-08-09,BBG000D2ZTS8,1,USD
265,H0PVXX-R,2021-10-28,BBG000BPX941,0,USD
266,H1PLJR-R,2021-08-05,BBG000BHKJQ7,0,USD
267,H1W6C4-R,2021-08-12,BBG000TGPLG1,0,USD
268,H1W6XP-R,2021-08-06,BBG00GSNPM07,0,USD
269,H1YRLX-R,2021-07-30,BBG000RNBH63,0,USD
270,H2VPCM-R,2021-08-04,BBG000BBGGQ1,1,USD
271,H324PP-R,2021-08-16,BBG000H2SMB5,0,USD
272,H53DB1-R,2021-08-31,BBG000FZXRC6,0,CAD
273,H59VN3-R,2021-08-26,BBG000Q6DFZ1,1,CAD
274,H689TR-R,2021-07-30,BBG000H0X129,0,USD
275,H69CWS-R,2021-08-11,BBG002PHSYX9,1,USD
276,H7HFJJ-R,2021-08-13,BBG000LSYD99,0,USD
277,H7K6Y6-R,2021-08-31,BBG000H35J52,0,USD
278,H8JKTP-R,2014-04-08,BBG000LK4328,0,CAD
279,H8PG48-R,2021-08-05,BBG000BT0093,0,USD
280,H9S7KZ-R,2021-08-13,BBG000BLZD12,0,USD
281,H9XNHM-R,2021-08-04,BBG000QG9SX8,0,USD
282,HBS5L0-R,2021-08-05,BBG000CYTZ93,0,USD
283,HBSRPK-R,2021-08-09,BBG000C1DD28,0,USD
284,HCKJJC-R,2021-08-30,BBG000NTPHW0,0,CAD
285,HCXCQ1-R,2021-08-31,BBG000BH2W88,1,CAD
286,HD33NF-R,2021-08-31,BBG000C34WJ4,0,USD
287,HF1P15-R,2021-08-31,BBG000BJ49H3,1,USD
288,HF23WL-R,2021-08-31,BBG000C4Z6C2,0,USD
289,HF5PPY-R,2020-11-12,BBG000HJ1MX3,0,USD
290,HF6097-R,2021-07-12,BBG000BCLYL9,0,USD
291,HHB176-R,2021-08-20,BBG000CS0DM1,0,USD
292,HHC265-R,2021-08-03,BBG000BKV9Y1,0,USD
293,HHD5YV-R,2021-08-31,BBG000G7CDN9,0,USD
294,HHGP2K-R,2021-08-13,BBG000C43744,0,USD
295,HJGCMC-R,2021-08-18,BBG000D0BPV2,1,CAD
296,HJXXH4-R,2021-08-26,BBG001KJ2HM9,1,USD
297,HKMKNB-R,2021-08-12,BBG000BW7X97,0,USD
298,HKRSQ9-R,2021-08-30,BBG000BS7ZF4,0,USD
299,HLDF9W-R,2021-10-28,BBG004CDX4P7,0,CAD
300,HLRH83-R,2021-08-16,BBG000JKM045,0,USD
301,HMWK40-R,2021-06-03,BBG000BSKFP2,1,CAD
302,HP13ZD-R,2021-08-12,BBG008NXC572,1,USD
303,HP55Q6-R,2021-08-26,BBG000BJCC41,1,CAD
304,HP79S6-R,2021-10-19,BBG000PKBR05,0,CAD
305,HPP3QS-R,2021-06-14,BBG008NZ8QC0,0,USD
306,HQ2MHF-R,2021-09-07,BBG00LNJRQ09,1,USD
307,HR9BX9-R,2021-07-27,BBG000CF5097,0,USD
308,HSF35X-R,2021-08-12,BBG000BNNKG9,1,USD
309,HSFL3C-R,2021-08-09,BBG000BRJ809,1,USD
310,HSJS6C-R,2021-08-30,BBG000BW8GN7,0,CAD
311,HSKDCY-R,2021-08-12,BBG000DZJVH0,0,USD
312,HTJJW7-R,2021-07-30,BBG000BKQ254,0,USD
313,HTKLX7-R,2021-08-17,BBG000BRGWN4,0,USD
314,HVP7ZR-R,2021-08-12,BBG000KDLS30,0,USD
315,HXZN4R-R,2021-08-19,BBG000BHJSC4,0,USD
316,HZ6Z7Q-R,2021-08-05,BBG000C0G1D1,1,USD
317,HZDTJB-R,2021-10-20,BBG001CGD2R0,0,USD
318,J06Y9S-R,2021-08-10,BBG000BWSGF4,1,USD
319,J0FV3X-R,2021-08-24,BBG00HTVK2F9,1,CAD
320,J2MW73-R,2021-08-18,BBG000L4M7F1,1,USD
321,J2ND6L-R,2021-08-19,BBG000BXK6C5,0,USD
322,J3M85M-R,2021-08-12,BBG000BQNM78,0,USD
323,J5WL9M-R,2000-09-06,BBG000BNHFB2,1,USD
324,J70N5J-R,2021-08-17,BBG000BQVTF5,1,USD
325,J71550-R,2021-08-23,BBG000BCQV12,1,CAD
326,J71671-R,2021-08-02,BBG000BWMX63,0,USD
327,J75D6Z-R,2021-08-04,BBG000BMLWX8,1,USD
328,J76NN5-R,2021-05-27,BBG000C6XKK9,0,USD
329,J7ZVTX-R,2021-10-28,BBG004SNMZC5,0,CAD
330,J994MP-R,2021-08-17,BBG000H8TVT2,1,USD
331,J9NNLH-R,2021-08-16,BBG000MTDW24,0,USD
332,JBFXW8-R,2021-08-09,BBG00DK7NM27,0,USD
333,JBXH5G-R,2021-08-30,BBG00KDYT8C4,0,USD
334,JCNM95-R,2021-08-06,BBG00GD1JMV4,0,USD
335,JDDDQJ-R,2021-08-19,BBG009CL5J76,1,CAD
336,JDJR0M-R,2021-10-28,BBG00KKD5N44,0,CAD
337,JDV16T-R,2021-08-19,BBG000BZTJQ8,1,CAD
338,JDVMBC-R,2021-10-28,BBG000C665J4,1,CAD
339,JFVSSM-R,2020-08-27,BBG000PV85T2,1,CAD
340,JFW6L0-R,2021-08-12,BBG000BSZ738,0,USD
341,JH09HY-R,2021-10-07,BBG000BBVVP2,0,USD
342,JJ3FLZ-R,2021-08-30,BBG000BSMFN2,0,USD
343,JJ3Q47-R,2021-08-12,BBG000BDRR63,1,USD
344,JJ81D9-R,2021-08-20,BBG000BRVP70,1,USD
345,JJ8SV0-R,2021-08-09,BBG000BMWKC5,0,USD
346,JK7L9M-R,2021-08-26,BBG00GCLZ7B8,0,USD
347,JLJ8B6-R,2021-05-07,BBG000H3K6B6,0,USD
348,JM9MDP-R,2021-10-28,BBG00CWWQGZ5,0,CAD
349,JMHSJV-R,2020-11-09,BBG000C0F570,1,USD
350,JMK1Z1-R,2021-08-16,BBG000BRR481,0,USD
351,JMMVP1-R,2021-08-30,BBG00QDWSVK6,0,CAD
352,JPTF52-R,2021-08-31,BBG000BMKDM3,1,USD
353,JQ6GT1-R,2021-09-09,BBG000DG7YC4,0,USD
354,JQXKJC-R,2021-08-09,BBG00Q8J72J0,0,USD
355,JQXTSC-R,2021-08-31,BBG000BM9CT1,0,USD
356,JR251F-R,2020-02-06,BBG000NMJFC8,0,USD
357,JRFYNM-R,2021-08-17,BBG001DCCGR8,1,USD
358,JS1YSB-R,2021-08-17,BBG000DZ8BC1,1,CAD
359,JS2P50-R,2021-10-14,BBG000BSR5N9,1,CAD
360,JS2Q71-R,2021-08-10,BBG000BRTL90,0,USD
361,JT6JMQ-R,2021-08-06,BBG000FC4FJ8,0,USD
362,JT71M6-R,2021-08-05,BBG000C060M4,1,USD
363,JT792F-R,2021-08-16,BBG000C0QCK8,1,CAD
364,JT8RWT-R,2021-10-28,BBG000GLMHS3,0,CAD
365,JTBMFK-R,2021-08-31,BBG000BF73Y2,0,USD
366,JTCRLM-R,2021-10-28,BBG000C0FZY4,0,CAD
367,JTJF0J-R,2021-08-12,BBG000TGZHS6,0,USD
368,JWFM05-R,2021-08-20,BBG0046LJYT2,0,USD
369,JWMV8D-R,2021-08-05,BBG000CND7W0,0,USD
370,JXLR9G-R,2021-10-21,BBG000DJYTQ4,0,USD
371,JXLTFJ-R,2021-06-01,BBG000CHR507,0,USD
372,JXQLN2-R,2021-08-12,BBG000JQ42W7,0,USD
373,K14T6R-R,2021-08-30,BBG000BLK267,0,USD
374,K24537-R,2021-08-30,BBG000BKFZM4,1,USD
375,K24Q4R-R,2021-08-27,BBG000BGLRN3,1,USD
376,K287X2-R,2021-08-03,BBG000DJX7Q3,0,USD
377,K36637-R,2021-08-09,BBG000BH3F20,0,USD
378,K3DD15-R,2021-08-18,BBG000D86F25,0,USD
379,K6NZPD-R,2021-07-23,BBG000BWW509,0,USD
380,K6PJQX-R,2021-08-09,BBG000MMCGW2,0,USD
381,K6TS68-R,2021-08-16,BBG00QVJVYB5,0,USD
382,K6VK9M-R,2021-08-12,BBG000D5BNR1,0,USD
383,K6XCSB-R,2021-08-04,BBG000HVWVP1,0,USD
384,K7YFYF-R,2020-01-31,BBG000PR2ZP5,0,USD
385,K8ZL7L-R,2021-08-10,BBG000BJYZD6,0,USD
386,KB3682-R,2021-08-19,BBG000BKYVF0,0,USD
387,KB3SCM-R,2021-08-26,BBG000BT5PG5,0,USD
388,KB3YPS-R,2021-08-26,BBG000BJSBJ0,1,USD
389,KC6VBL-R,2021-10-28,BBG000BC9DK0,0,USD
390,KC6WDM-R,2021-08-31,BBG000C1BW00,1,USD
391,KDC2JN-R,2021-08-19,BBG00K6988R4,1,CAD
392,KDCD3Y-R,2021-08-06,BBG000BQ5DS5,1,USD
393,KDHCQP-R,2021-08-20,BBG000BH2JM1,1,USD
394,KDJGTQ-R,2021-10-28,BBG000G1JDF4,0,CAD
395,KDJL0T-R,2021-08-31,BBG000BCQ4P6,1,USD
396,KF09S9-R,2021-08-31,BBG00Y73FFL8,0,USD
397,KFHRL4-R,2021-08-10,BBG000BQ5GY1,0,USD
398,KFMHQN-R,2021-08-09,BBG000BHBGN6,0,USD
399,KFMMZS-R,2021-08-30,BBG000FKJRC5,1,USD
400,KGN65D-R,2021-08-12,BBG000BBH3V3,0,USD
401,KGN9CH-R,2021-08-03,BBG000F13373,0,USD
402,KGT6R3-R,2021-08-10,BBG000BB0WY4,0,USD
403,KHRZJ1-R,2021-08-12,BBG000D61MB9,0,USD
404,KHSZDZ-R,2021-08-31,BBG000CL1FG7,0,USD
405,KHT2M2-R,2021-08-19,BBG000BPBVW5,0,USD
406,KHVD39-R,2008-11-18,BBG000FWGL44,0,USD
407,KHY18X-R,2021-08-12,BBG000C4V9L0,0,USD
408,KLCSS0-R,2021-10-15,BBG001LV74X3,0,USD
409,KM5Q58-R,2021-08-12,BBG000BSLZY7,1,USD
410,KM7YFC-R,2021-08-04,BBG000QT29D1,0,USD
411,KM84B2-R,2020-02-05,BBG00R02H8D5,0,USD
