,fsym_id,bbg_id,bm_id,pid,strategy
72,JGQD13-R,/bbgid/BBG00B0JR9M0,SPTSX,,
73,JS1YSB-R,/bbgid/BBG000DZ8BC1,SPTSX,BG013,CA
74,JS2P50-R,/bbgid/BBG000BSR5N9,SPTSX,,
75,JT792F-R,/bbgid/BBG000C0QCK8,SPTSX,,
76,JZGFGR-R,/bbgid/BBG0049FN2L5,SPTSX,,
77,K6Q83L-R,/bbgid/BBG000BCG226,SPTSX,,
78,KDC2JN-R,/bbgid/BBG00K6988R4,SPTSX,,CA
79,KFP1P3-R,/bbgid/BBG000BZVKN5,SPTSX,,
80,KGSZF0-R,/bbgid/BBG000RSS169,SPTSX,,
81,KHZRFD-R,/bbgid/BBG000FFVZT6,SPTSX,,
82,L0ND5P-R,/bbgid/BBG00C7Q12N7,SPTSX,,CA
83,L0NDP5-R,/bbgid/BBG000DPZC04,SPTSX,,
84,L56306-R,/bbgid/BBG000BC1LY5,SPTSX,,
85,L7MTPJ-R,/bbgid/BBG003FD9W71,SPTSX,,
86,L7N0TG-R,/bbgid/BBG000BZQ983,SPTSX,,
87,LD1K6L-R,/bbgid/BBG000CZX2P0,SPTSX,,CA
88,LF9ZDL-R,/bbgid/BBG000H21KT9,SPTSX,,
89,LGH1W3-R,/bbgid/BBG00GTR08C2,SPTSX,BG013,CA
90,LGLG64-R,/bbgid/BBG002F0CLS8,SPTSX,,
91,LJPXK2-R,/bbgid/BBG000C0BT45,SPTSX,,
92,LKVX5V-R,/bbgid/BBG000D17GK7,SPTSX,,
93,LRJBXM-R,/bbgid/BBG000VGZPL2,SPTSX,,
94,LTN487-R,/bbgid/BBG000DMM476,SPTSX,BG013,CA
95,M0DGHQ-R,/bbgid/BBG000PVB2B4,SPTSX,,
96,M2LK7H-R,/bbgid/BBG000BBJ9L9,SPTSX,,
97,M3QDQ6-R,/bbgid/BBG000BGHJ83,SPTSX,,CA
98,M4W5YS-R,/bbgid/BBG000BBN1C1,SPTSX,,
99,MBJNMG-R,/bbgid/BBG0014LGC02,SPTSX,,
100,MBP9GT-R,/bbgid/BBG000JXM895,SPTSX,BG013,CA
101,MKCXFN-R,/bbgid/BBG000BCNST2,SPTSX,,
102,MKH9XV-R,/bbgid/BBG000BY07V2,SPTSX,,
103,MMMCXV-R,/bbgid/BBG000BSWRQ2,SPTSX,,
104,MMMG1X-R,/bbgid/BBG009HT65R1,SPTSX,,CA
105,MR5BN1-R,/bbgid/BBG000BFK1R9,SPTSX,BG013,
106,N03DYZ-R,/bbgid/BBG000DQ7170,SPTSX,,
107,N17TH6-R,/bbgid/BBG000BYTHG6,SPTSX,,CA
108,N286BN-R,/bbgid/BBG000BJJ834,SPTSX,,
109,N4K9ZD-R,/bbgid/BBG000BZ2Y20,SPTSX,,
110,N5NG2F-R,/bbgid/BBG000PKZFB3,SPTSX,,CA
111,N829VP-R,/bbgid/BBG000BQG6Z0,SPTSX,,
112,NB5RP3-R,/bbgid/BBG000BXSFH2,SPTSX,,CA
113,NDGZHY-R,/bbgid/BBG000BZYZB2,SPTSX,BG013,CA
114,NFLZ7S-R,/bbgid/BBG000BHWHV2,SPTSX,,CA
115,NK0V54-R,/bbgid/BBG000C7P7N2,SPTSX,,
116,NK4NFQ-R,/bbgid/BBG000BC6SL9,SPTSX,,
117,NL8WMS-R,/bbgid/BBG000BYQVJ5,SPTSX,,
118,P1WWLX-R,/bbgid/BBG000DKQDS3,SPTSX,,
119,P9ZNX8-R,/bbgid/BBG000F93R82,SPTSX,,
120,PBZKZD-R,/bbgid/BBG000RG1PM3,SPTSX,,
121,PC2KK2-R,/bbgid/BBG000BMZ5P1,SPTSX,,
122,PGJW6S-R,/bbgid/BBG000BZC425,SPTSX,,CA
123,PGQCV2-R,/bbgid/BBG0017DRN10,SPTSX,,CA
124,PHP2BT-R,/bbgid/BBG000BS6M19,SPTSX,,
125,PHQ4CT-R,/bbgid/BBG000LHD7R9,SPTSX,,
126,PRMD3Z-R,/bbgid/BBG000D0PTF7,SPTSX,,
127,PRR12D-R,/bbgid/BBG000C460K8,SPTSX,,
128,PX63DZ-R,/bbgid/BBG000LS68P3,SPTSX,,
129,PZHJN0-R,/bbgid/BBG000PWGV23,SPTSX,,
130,PZJT26-R,/bbgid/BBG000Q9VJ05,SPTSX,,
131,Q7CL31-R,/bbgid/BBG000BZCZJ8,SPTSX,,
132,QJB2BG-R,/bbgid/BBG000BYK2V1,SPTSX,,
133,QJKQYN-R,/bbgid/BBG000QDQ4F9,SPTSX,BG013,CA
134,QMW47R-R,/bbgid/BBG000BC5DJ6,SPTSX,,
135,QQ42ND-R,/bbgid/BBG000K1XDF3,SPTSX,,CA
136,QVQ1DM-R,/bbgid/BBG000BCC284,SPTSX,,
137,R3MHJZ-R,/bbgid/BBG000GB1NC2,SPTSX,,
138,R4SK9T-R,/bbgid/BBG000BXSQ97,SPTSX,,
139,R6XPFW-R,/bbgid/BBG000BCS9D6,SPTSX,,
140,R88PLB-R,/bbgid/BBG003CSCHG0,SPTSX,,
141,RBHHTX-R,/bbgid/BBG0039G71V4,SPTSX,,
142,RBHW3V-R,/bbgid/BBG006G267W7,SPTSX,,
143,RC9616-R,/bbgid/BBG00582TDZ7,SPTSX,,
144,RFQX93-R,/bbgid/BBG000CWQ765,SPTSX,BG013,CA
145,RH0GWC-R,/bbgid/BBG000TRN6Z1,SPTSX,,CA
146,RH34VR-R,/bbgid/BBG000PV7F57,SPTSX,,
147,RMJYP2-R,/bbgid/BBG000F0X9W1,SPTSX,,
148,RT20YM-R,/bbgid/BBG000BRW7J6,SPTSX,,
149,RVBRQX-R,/bbgid/BBG000KN5J90,SPTSX,BG013,CA
150,RW15L0-R,/bbgid/BBG00266MH30,SPTSX,,
151,RWBV02-R,/bbgid/BBG000BK4N16,SPTSX,,
152,RXH4B6-R,/bbgid/BBG000BDTV08,SPTSX,,
153,S1ZZ0F-R,/bbgid/BBG000BY0R66,SPTSX,,CA
154,SD0F4T-R,/bbgid/BBG004RXCMJ7,SPTSX,,
155,SJSMSW-R,/bbgid/BBG000BCB3K9,SPTSX,,
156,SKX4M8-R,/bbgid/BBG000BXF5W1,SPTSX,,
157,SQGTV7-R,/bbgid/BBG000BD1GP4,SPTSX,,
158,SRR5X5-R,/bbgid/BBG000BHGZT3,SPTSX,,
159,SVZJ8B-R,/bbgid/BBG000BBH2L6,SPTSX,,
160,SYS0R0-R,/bbgid/BBG007PN0489,SPTSX,,
161,SZJK3L-R,/bbgid/BBG001QG2N64,SPTSX,BG013,CA
162,T1NRCQ-R,/bbgid/BBG000BYYC35,SPTSX,,
163,T2TKPB-R,/bbgid/BBG000BQYCB3,SPTSX,,
164,T2XF84-R,/bbgid/BBG000BLTVN5,SPTSX,BG013,CA
165,T2Z5LS-R,/bbgid/BBG000TSWM66,SPTSX,,
166,T4259K-R,/bbgid/BBG000BC1X33,SPTSX,,CA
167,T43Q80-R,/bbgid/BBG000G9HTM6,SPTSX,,
168,T8X2RS-R,/bbgid/BBG00JM9SL98,SPTSX,,CA
169,TCX5SM-R,/bbgid/BBG000BM1Q09,SPTSX,,
170,TGK8GS-R,/bbgid/BBG0020B54Q8,SPTSX,,
171,TKSJKR-R,/bbgid/BBG000GN4ZY2,SPTSX,,
172,TMTXG7-R,/bbgid/BBG000BD2407,SPTSX,,CA
173,TP420X-R,/bbgid/BBG000BYCJJ7,SPTSX,,
174,TQ33B3-R,/bbgid/BBG000BZH3D0,SPTSX,,
175,TQ8V8H-R,/bbgid/BBG000BXJSH4,SPTSX,,CA
176,TR8891-R,/bbgid/BBG000C40QG2,SPTSX,,
177,TRDSY9-R,/bbgid/BBG000BC8SH2,SPTSX,,CA
178,TSDJK4-R,/bbgid/BBG009L730J7,SPTSX,,CA
179,TSJ29G-R,/bbgid/BBG000BZYV49,SPTSX,,
180,TTTZFZ-R,/bbgid/BBG0018BP8R0,SPTSX,,
181,TX0WZQ-R,/bbgid/BBG000BDSCP4,SPTSX,,
182,TXY0GZ-R,/bbgid/BBG000PPJTH4,SPTSX,,
183,TYPLZM-R,/bbgid/BBG0093LLBM8,SPTSX,BG013,CA
184,TYSRJ3-R,/bbgid/BBG004P8YQ01,SPTSX,,
185,V1HC1N-R,/bbgid/BBG000VC6WR2,SPTSX,,CA
186,V60VXD-R,/bbgid/BBG000BBW9W2,SPTSX,,
187,V759HN-R,/bbgid/BBG000HRCTX8,SPTSX,,
188,VBMVML-R,/bbgid/BBG000P4R174,SPTSX,,
189,VGYKN2-R,/bbgid/BBG000BCJG31,SPTSX,,
190,VMM07R-R,/bbgid/BBG000Q6W6G1,SPTSX,,
191,VNN3BR-R,/bbgid/BBG000CK8Q69,SPTSX,,
192,VT67J6-R,/bbgid/BBG000G0LND3,SPTSX,,
193,VV9LP2-R,/bbgid/BBG006L2SZC7,SPTSX,,
194,VZDYKL-R,/bbgid/BBG009DT66D8,SPTSX,,
195,W103Q3-R,/bbgid/BBG000DC8RC7,SPTSX,,
196,W13NGF-R,/bbgid/BBG000BLZFL5,SPTSX,,CA
197,W235P2-R,/bbgid/BBG000BH2VW3,SPTSX,,
198,W3F6YL-R,/bbgid/BBG000BTJ2T7,SPTSX,BG013,CA
199,W7S6D8-R,/bbgid/BBG000BXSXH3,SPTSX,,
200,W8YZJS-R,/bbgid/BBG000GT6BT6,SPTSX,,CA
201,WC5Y1H-R,/bbgid/BBG000GLP2C0,SPTSX,BG013,CA
202,WFH94G-R,/bbgid/BBG000BBH1K9,SPTSX,,
203,WJYLFT-R,/bbgid/BBG00HNV5D77,SPTSX,,
204,WL1C5V-R,/bbgid/BBG000DSZHQ9,SPTSX,,
205,WM8ZW3-R,/bbgid/BBG000NV1YC6,SPTSX,,
206,WN8BRL-R,/bbgid/BBG000D07ZQ1,SPTSX,BG013,CA
207,WRTQ85-R,/bbgid/BBG000BQ5ZN1,SPTSX,,
208,WW3PDJ-R,/bbgid/BBG003QVLZ78,SPTSX,,
209,WXD74Z-R,/bbgid/BBG000BXX6N9,SPTSX,,CA
210,WZHGL6-R,/bbgid/BBG000BZ3B38,SPTSX,,
211,X0MNQ7-R,/bbgid/BBG000C06730,SPTSX,,
212,X1SH0V-R,/bbgid/BBG000C44CB4,SPTSX,,CA
213,X2DZC9-R,/bbgid/BBG004G493C6,SPTSX,,CA
214,X3JLR4-R,/bbgid/BBG004DW5NB8,SPTSX,,
215,X42HGH-R,/bbgid/BBG000BX7818,SPTSX,,
216,X4JD2N-R,/bbgid/BBG001NQ7774,SPTSX,,
217,XF814J-R,/bbgid/BBG000C9K6K8,SPTSX,BG013,
218,XKPX2X-R,/bbgid/BBG000BBHGQ0,SPTSX,,
219,XLXZ75-R,/bbgid/BBG00DR7R5K3,SPTSX,,
220,XN99FC-R,/bbgid/BBG0017DZ7F1,SPTSX,,
