,fsym_id,exdate,bbg_id,in_index,listing_currency
52,BXD9Z5-R,12/31/2020,BBG000BKFNX9,0,USD
53,BXKBJW-R,2/25/2021,BBG000PXLSN9,0,CAD
54,BXWZVW-R,11/10/2020,BBG000P2TYL8,0,USD
55,BYJYYM-R,11/27/2020,BBG000BVMGF2,1,USD
56,BYKL46-R,12/30/2020,BBG000BB5B84,0,USD
57,BZNZRH-R,12/17/2020,BBG000BH37H2,0,USD
58,BZPFLX-R,12/15/2020,BBG000BL46Q4,1,USD
59,C0GXG1-R,12/29/2020,BBG004CYX1M0,0,USD
60,C0ZKS6-R,12/30/2020,BBG006FD67J9,1,CAD
61,C335D8-R,12/30/2020,BBG000K1T9L0,0,USD
62,C36Z5C-R,12/30/2020,BBG00GQVWWP4,0,USD
63,C46DK8-R,12/14/2020,BBG000BPPN67,1,USD
64,C49B95-R,12/23/2020,BBG000R3NQ37,0,USD
65,C4G7HM-R,12/14/2020,BBG000N7N3S6,0,USD
66,C5GXYC-R,12/3/2020,BBG000BM6788,1,USD
67,C5HXV9-R,12/9/2020,BBG000BQQKG9,0,CAD
68,C5P72D-R,2/25/2021,BBG000BGLFP7,0,USD
69,C6HXZD-R,12/17/2020,BBG000BJNV83,0,USD
70,C6N75F-R,12/30/2020,BBG000BLMXN8,0,USD
71,C7LQF3-R,12/14/2020,BBG000BMKQF2,0,USD
72,C7S5ZC-R,12/16/2020,BBG000FPK736,0,USD
73,C8WF4C-R,12/14/2020,BBG000FV1Z23,1,USD
74,C8Z5J2-R,12/30/2020,BBG000PNBZF5,0,USD
75,C9WF8G-R,12/14/2020,BBG000CTV5F0,0,USD
76,CD94SL-R,12/30/2020,BBG000G5FQQ8,1,CAD
77,CD9D7T-R,12/30/2020,BBG007QYXHZ9,0,USD
78,CDBJDW-R,12/8/2020,BBG000BZRV74,0,USD
79,CDHX5F-R,12/30/2020,BBG00265T6Q4,0,USD
80,CFG4FC-R,9/24/2020,BBG004M233H4,0,USD
81,CFG9RJ-R,12/28/2020,BBG000BLPL88,0,USD
82,CFJ279-R,2/25/2021,BBG000QBM0Z3,1,CAD
83,CG3M36-R,12/8/2020,BBG00B0VKL16,1,CAD
84,CGDY8B-R,11/19/2020,BBG000BZGJZ2,1,CAD
85,CGGG4R-R,12/10/2020,BBG000BPWXK1,1,USD
86,CGKFVK-R,12/30/2020,BBG000BYMDW4,1,CAD
87,CGLGTJ-R,12/3/2020,BBG000BGRMB1,0,USD
88,CHP9B8-R,11/4/2020,BBG000DW4LB1,0,USD
89,CHPZMX-R,12/14/2020,BBG000BRX064,0,USD
90,CLZ09Q-R,12/14/2020,BBG000BD1VR9,1,CAD
91,CN2XXH-R,12/31/2020,BBG000BR89C6,0,USD
92,CN4BLT-R,12/9/2020,BBG000BKLTP8,0,USD
93,CN862K-R,12/16/2020,BBG000KT0GV3,0,USD
94,CNFDYC-R,12/10/2020,BBG004HTNXJ1,0,USD
95,CP777M-R,12/3/2020,BBG000BGF8B5,0,USD
96,CQBWC5-R,12/30/2020,BBG000QKJ2S1,0,USD
97,CQCV51-R,12/24/2020,BBG000BY34Q2,1,CAD
98,CQCYC4-R,12/14/2020,BBG000LLRNX3,0,USD
99,CQD3P9-R,11/25/2020,BBG000C3CWZ7,0,USD
100,CQJ4C2-R,12/15/2020,BBG000HQVS07,1,CAD
101,CSMTMQ-R,12/10/2020,BBG000BWXBC2,1,USD
102,CST91V-R,12/16/2020,BBG000C33LV5,0,USD
103,CTT4XT-R,12/14/2020,BBG000C45B16,0,USD
104,CTYNJ1-R,12/18/2020,BBG000BK6MB5,1,USD
105,CW0MCZ-R,12/14/2020,BBG000Q1NMJ4,0,USD
106,CW1WT5-R,12/30/2020,BBG000HJPD21,0,USD
107,CX1BWR-R,12/15/2020,BBG000BNSKG4,0,USD
108,CX1RP4-R,12/11/2020,BBG000BYN5H7,0,USD
109,CX6P1R-R,2/26/2021,BBG000PY5XQ1,1,CAD
110,CY9XBW-R,12/30/2020,BBG000BZ6FG2,1,CAD
111,CYB6Y5-R,11/30/2020,BBG000BMX289,1,USD
112,CYCD58-R,12/30/2020,BBG000BG6R50,0,USD
113,CYDD26-R,12/30/2020,BBG000PMY9R7,0,CAD
114,CZ9R4T-R,12/31/2020,BBG000BX2YN2,0,USD
115,D0JBW3-R,12/16/2020,BBG000GZ8014,0,USD
116,D0L8JX-R,12/9/2020,BBG000C402P5,0,USD
117,D1LJ47-R,12/15/2020,BBG000BGXZB5,0,USD
118,D1RT76-R,12/30/2020,BBG000BRX8P6,0,USD
119,D2X9YJ-R,12/30/2020,BBG000N5N6Z5,0,CAD
120,D3WHHV-R,2/11/2021,BBG000BS21R1,0,USD
121,D50TX0-R,12/3/2020,BBG00RQ70GQ2,0,USD
122,D64BQD-R,12/4/2020,BBG000M081B1,0,USD
123,D67D5X-R,2/12/2020,BBG00GQ30QD7,0,USD
124,D68LVD-R,12/18/2020,BBG000C5QMB5,0,USD
125,D70L9L-R,2/11/2021,BBG000FV0NL0,0,USD
126,D76H2N-R,3/30/2020,BBG004G02108,0,CAD
127,D79MYG-R,12/8/2020,BBG000BCT053,1,CAD
128,D7D4QT-R,11/13/2020,BBG000Q5VCD4,0,USD
129,D8D820-R,12/18/2020,BBG000BS9489,1,USD
130,D8K39K-R,12/7/2020,BBG000C0BZD1,0,USD
131,D9PWK4-R,11/23/2020,BBG000FQXC75,0,USD
132,DBSGLN-R,11/19/2020,BBG000QT3F73,0,USD
133,DCKZCP-R,12/31/2020,BBG003NXJNH6,0,USD
134,DCWPWS-R,12/14/2020,BBG000BWW8C0,1,CAD
135,DF336W-R,12/1/2020,BBG000BFXZH1,0,USD
136,DFZZD1-R,12/29/2020,BBG0022MMQB0,0,USD
137,DG6SCF-R,12/30/2020,BBG000BMZ7P7,1,USD
138,DH6WPM-R,12/14/2020,BBG000BTHH16,1,USD
139,DJD3SM-R,12/30/2020,BBG000BPYD87,0,USD
140,DJJ9XP-R,12/29/2020,BBG000PFLGY2,0,USD
141,DKB8F0-R,12/30/2020,BBG004HQLJH2,0,USD
142,DKJ8VM-R,12/30/2020,BBG000BS4MP5,1,USD
143,DKMPBT-R,2/25/2021,BBG000C88125,0,USD
144,DKNHXL-R,12/3/2020,BBG000BRQYZ6,0,USD
145,DLM4FD-R,12/11/2020,BBG000BW8G20,0,USD
146,DLRTBS-R,2/25/2021,BBG000BT1MR4,0,USD
147,DLSMXK-R,12/3/2020,BBG000BX3BL3,1,USD
148,DLWPWK-R,2/1/2021,BBG000Q2BVH7,0,USD
149,DMRTGW-R,12/30/2020,BBG000DVB833,0,USD
150,DMRWLY-R,12/10/2020,BBG000BJ26K7,1,USD
151,DNSP7S-R,12/22/2020,BBG000QQFVK6,0,USD
152,DQ8HMS-R,12/31/2020,BBG000HF28Q9,0,USD
153,DR502L-R,3/20/2017,BBG000C05DV7,0,USD
154,DR8RC7-R,12/17/2020,BBG000Q90C31,0,USD
155,DSG4N8-R,12/30/2020,BBG000BYFNG8,0,USD
156,DTKZ1Y-R,12/3/2020,BBG000BCTLF6,1,USD
157,DTL9Q8-R,12/22/2020,BBG000BG27V9,0,USD
158,DXTTDL-R,2/25/2021,BBG000HJ82S6,1,CAD
159,DXV51X-R,12/14/2020,BBG000J0XLS5,1,CAD
160,DXVMZC-R,12/14/2020,BBG000F7VG25,0,USD
161,DZ4XT5-R,12/30/2020,BBG000BJTBJ9,1,CAD
162,F03K9Z-R,12/3/2020,BBG000BB92C5,0,USD
163,F03Z3C-R,2/25/2021,BBG000CVQ2M0,1,CAD
164,F05QG0-R,12/14/2020,BBG000P458P3,1,USD
165,F07DSQ-R,12/30/2020,BBG000QMKDM7,1,CAD
166,F18N4V-R,12/30/2020,BBG000BJY089,0,USD
167,F1DFCD-R,12/15/2020,BBG000BR54L0,1,USD
168,F1DNTM-R,1/4/2021,BBG000BS73J1,1,USD
169,F2CT9X-R,12/14/2020,BBG00MT78G46,1,CAD
170,F2D739-R,12/1/2020,BBG000BCPB71,0,USD
171,F3P22P-R,11/17/2020,BBG000BL5W86,0,USD
172,F3PM46-R,12/30/2020,BBG000BL3355,0,USD
173,F4NVTL-R,12/31/2020,BBG000BGBRG2,1,USD
174,F4P26S-R,12/15/2020,BBG000BL86D4,0,USD
175,F5YSLP-R,9/30/2020,BBG000FB8PF8,0,USD
176,F61VZ2-R,12/30/2020,BBG00D6RSP54,0,USD
177,F9BHPB-R,11/25/2020,BBG000BYXHJ8,0,CAD
178,F9C4XY-R,12/30/2020,BBG000FLF615,0,USD
179,F9GRFZ-R,11/23/2020,BBG00KMXKWF9,0,USD
180,F9RYVG-R,12/14/2020,BBG008417VN4,0,USD
181,F9VYPD-R,12/8/2020,BBG0078W3NQ3,1,USD
182,FBC2XZ-R,11/17/2020,BBG000BB8PG1,1,USD
183,FBRH67-R,12/30/2020,BBG006BFYQN0,0,USD
184,FCHV3J-R,2/25/2021,BBG000GFD3R8,1,CAD
185,FCPJZW-R,12/3/2020,BBG000LJW7M9,0,USD
186,FDN05J-R,12/16/2020,BBG000BYFPY3,1,CAD
187,FDQM4Z-R,2/25/2021,BBG000DLD469,1,CAD
188,FDS1XB-R,12/31/2020,BBG000BJVN28,1,USD
189,FDS2ZC-R,11/17/2020,BBG000BKVYJ3,0,USD
190,FDS65G-R,12/3/2020,BBG000Q3JN03,1,USD
191,FDZBCQ-R,12/11/2020,BBG007HRJXJ3,0,USD
192,FFSWN7-R,12/2/2020,BBG002ZCK2V9,0,USD
193,FGVZR8-R,12/30/2020,BBG000BXL4N7,0,USD
194,FGW76H-R,11/2/2000,BBG000BF6756,1,USD
195,FJ1B1C-R,12/3/2020,BBG000BBHXQ3,1,USD
196,FJ4J4C-R,12/14/2020,BBG000BHKYH4,1,USD
197,FJ4NDH-R,5/21/2020,BBG000BSBZH7,1,USD
198,FJ4S87-R,12/16/2020,BBG0068KVV91,0,USD
199,FJ8GT6-R,12/14/2020,BBG000BND699,1,USD
200,FK8VJJ-R,11/23/2020,BBG000C1LZX6,0,USD
201,FK8XNL-R,12/10/2020,BBG000HHH6J1,0,USD
202,FLS8PQ-R,11/13/2020,BBG008200KW9,0,USD
203,FMDS8D-R,12/11/2020,BBG000BTCH57,1,USD
204,FMG70R-R,12/10/2020,BBG000BM9909,0,USD
205,FML2CC-R,12/30/2020,BBG000BJ9RS6,0,USD
206,FML4HF-R,12/16/2020,BBG000JNJPB0,0,USD
207,FNLD2R-R,12/9/2020,BBG000BGS5H1,0,USD
208,FNMHRB-R,11/19/2020,BBG00FY0CZQ9,0,USD
209,FNNZ05-R,11/18/2020,BBG000LY1HS2,0,USD
210,FPPSQ1-R,12/14/2020,BBG000C4LN67,1,USD
211,FPTS9S-R,12/9/2020,BBG000CJJ5B0,0,USD
212,FPVHPG-R,2/25/2021,BBG000BLKC01,1,CAD
213,FQV0X3-R,12/10/2020,BBG000BX0BJ9,0,USD
214,FR01GT-R,11/6/2020,BBG000BWN2Y9,0,USD
215,FR4YZK-R,11/18/2020,BBG0088CYPX8,1,USD
216,FS319Q-R,12/9/2020,BBG000BJ81C1,1,USD
217,FS79Z7-R,12/10/2020,BBG00P2HLNY3,0,USD
218,FV6Z1L-R,11/20/2020,BBG000BCJVD7,0,USD
219,FV85BQ-R,12/4/2020,BBG000C1CPP7,1,CAD
220,FV9XPC-R,2/25/2021,BBG000HPX6W0,1,CAD
221,FVDJNT-R,12/30/2020,BBG000BDQNT8,1,CAD
222,FW388C-R,11/30/2020,BBG0058YL7G9,0,USD
223,FXCW90-R,12/30/2020,BBG00CK391H4,0,USD
224,FXF9Y8-R,12/9/2020,BBG00LPTHYD5,0,USD
225,FXH4XG-R,12/2/2020,BBG000CGC1X8,1,USD
226,FXNXXW-R,12/16/2020,BBG000DKYBT7,0,USD
227,FYT21Z-R,12/7/2020,BBG000TPV2Y6,1,CAD
228,FYT41X-R,12/31/2020,BBG000D898T9,1,USD
229,FZRL7K-R,12/18/2020,BBG000BB8SW7,1,USD
230,FZVN2F-R,12/16/2020,BBG006N7S6K9,0,USD
231,FZY2QQ-R,12/14/2020,BBG000BSTBM5,0,USD
232,G128VR-R,12/17/2020,BBG000BLD4K5,0,USD
233,G3ZPT3-R,11/24/2020,BBG002Q7J5Z1,0,USD
234,G5M19V-R,2/25/2021,BBG000BVP5P2,1,USD
235,G6LX5T-R,12/30/2020,BBG000PL6TY8,0,USD
236,G6QL68-R,12/23/2020,BBG000BB94N9,0,USD
237,G7QVVM-R,12/30/2020,BBG000BGKJ70,0,USD
238,G7VZQH-R,12/17/2020,BBG000BKWSR6,1,USD
239,G8WDMZ-R,12/10/2020,BBG000BBVJZ8,1,USD
240,G96265-R,12/30/2019,BBG001KJLYZ7,0,USD
241,GB0LS0-R,12/19/2019,BBG000BFN8Q2,0,CAD
242,GBB301-R,12/9/2020,BBG00161BCR0,0,USD
243,GBGMN9-R,12/29/2020,BBG001D2TV80,0,USD
244,GD97H9-R,12/14/2020,BBG000C15T59,0,USD
245,GFDBJ9-R,1/8/2021,BBG000BJMDS2,0,USD
246,GFJD83-R,12/14/2020,BBG000D6YCQ9,0,USD
247,GGJNXG-R,11/30/2020,BBG000BQ0543,1,USD
248,GGKMRC-R,11/27/2020,BBG000GRZDV1,0,USD
249,GGPDYX-R,12/24/2020,BBG000BHLYP4,1,USD
250,GGPVTB-R,12/4/2020,BBG000CH5208,1,USD
251,GHPR2P-R,12/30/2020,BBG009NX1JT8,0,USD
252,GHSXS9-R,12/4/2020,BBG000BT2W28,0,USD
253,GJSMWN-R,12/14/2020,BBG00D2Z7X83,0,USD
254,GJZ5YB-R,3/17/2020,BBG000CS7CT9,1,USD
255,GM2GFL-R,3/16/2020,BBG000BLV2Q3,0,USD
256,GN6KCJ-R,12/2/2020,BBG000BKTFN2,1,USD
257,GN6RRQ-R,12/10/2020,BBG000BVVQQ8,1,USD
258,GNCN29-R,12/14/2020,BBG000BFVZ83,0,USD
259,GPBJPZ-R,11/30/2020,BBG000MHBSQ5,0,USD
260,GPBYWR-R,12/1/2020,BBG000JK57G6,0,USD
261,GQGQ5C-R,12/14/2020,BBG000BLW530,1,USD
262,GQJF2M-R,12/24/2020,BBG00GKJ8C78,0,USD
263,GQN0DG-R,2/25/2021,BBG000BXT422,0,USD
264,GQQQL0-R,12/30/2020,BBG000NFPF36,0,USD
265,GRLQZ7-R,12/16/2020,BBG000D0FMX3,1,CAD
266,GRMY8C-R,12/24/2020,BBG000BH3JF8,1,USD
267,GRQMJ0-R,11/27/2020,BBG000WCFV84,1,USD
268,GRSDSK-R,12/8/2020,BBG000B9X8C0,1,USD
269,GSRK8V-R,11/19/2020,BBG000D0SMY8,0,USD
270,GV323G-R,12/30/2020,BBG00GTR70S5,0,CAD
271,GVCLVY-R,11/25/2020,BBG000SR92R6,1,CAD
272,GW56V2-R,12/15/2020,BBG001KFNK01,0,USD
273,GW7J66-R,3/12/2020,BBG000FT86F1,1,CAD
274,GX9CQX-R,12/30/2020,BBG000BZ7HL1,0,CAD
275,GXCQ63-R,12/18/2020,BBG000FYNK80,1,CAD
276,GXCVG7-R,2/25/2021,BBG000M8S4W3,0,CAD
277,GYJ1QD-R,2/25/2021,BBG000QDT8Z5,1,CAD
278,GZKHGQ-R,12/1/2020,BBG000C1XVK6,1,USD
279,GZPJ4H-R,12/30/2020,BBG000BBLPH5,0,USD
280,H0PH6K-R,12/23/2020,BBG000BLH2H9,1,CAD
281,H1YQ4H-R,12/30/2020,BBG000FPKQ16,0,USD
282,H2VXTV-R,12/15/2020,BBG000BV0VK7,0,USD
283,H30FF2-R,12/15/2020,BBG000F1C7F5,0,USD
284,H30JM5-R,12/30/2020,BBG000PT2W50,0,CAD
285,H324PP-R,11/19/2020,BBG000H2SMB5,0,USD
286,H3YZST-R,12/10/2020,BBG000BWKB81,0,USD
287,H3ZBG4-R,12/29/2020,BBG000C4JX31,0,USD
288,H41T5G-R,12/14/2020,BBG000D24XW8,0,USD
289,H53DB1-R,11/30/2020,BBG000FZXRC6,0,CAD
290,H53QZC-R,11/25/2020,BBG000CNFQW6,1,USD
291,H579SQ-R,12/18/2020,BBG000BVJNQ9,0,USD
292,H5K33K-R,12/30/2020,BBG00L17LGJ7,0,USD
293,H679XT-R,12/30/2020,BBG00NNG2ZJ8,1,USD
294,H69CWS-R,11/10/2020,BBG002PHSYX9,1,USD
295,H6L5S4-R,12/30/2020,BBG001J94C33,1,CAD
296,H7GTBY-R,9/30/2020,BBG000LF59X1,0,USD
297,HBS5L0-R,11/5/2020,BBG000CYTZ93,0,USD
298,HBSF17-R,12/18/2020,BBG000BY1L13,0,USD
299,HBYFLY-R,12/22/2020,BBG000BHT631,0,USD
300,HCX9KZ-R,2/27/2020,BBG000BB2XT6,0,USD
301,HCY56S-R,12/30/2020,BBG000NN5D27,0,USD
302,HD2R26-R,12/30/2020,BBG000CTY4J6,0,USD
303,HD33NF-R,12/1/2020,BBG000C34WJ4,0,USD
304,HF4YDC-R,12/30/2020,BBG000LX4D19,1,CAD
305,HGB012-R,12/22/2020,BBG000DPXVW9,0,USD
306,HHB3C8-R,12/30/2020,BBG000D4LWF6,1,USD
307,HHH2VY-R,11/30/2020,BBG000C42WS4,0,USD
308,HJGCMC-R,11/23/2020,BBG000D0BPV2,1,CAD
309,HJHV1C-R,12/24/2020,BBG0062RX864,0,USD
310,HJY4YC-R,12/17/2020,BBG000R3NPZ4,0,USD
311,HKL732-R,12/14/2020,BBG000BLP360,0,USD
312,HKLJPC-R,12/30/2020,BBG000BQ8KV2,1,USD
313,HKM07G-R,12/30/2020,BBG00GSR1BG1,0,USD
314,HKRHNJ-R,12/30/2020,BBG005RVGZ41,0,USD
315,HLDF9W-R,2/25/2021,BBG004CDX4P7,0,CAD
316,HLW58K-R,3/30/2020,BBG000GCSWR5,0,USD
317,HMVVTC-R,12/30/2020,BBG000BD0TF8,1,USD
318,HN0ZL5-R,12/14/2020,BBG000C20FG0,1,CAD
319,HNZXP8-R,12/3/2020,BBG00YD8C1J7,0,USD
320,HP55Q6-R,11/24/2020,BBG000BJCC41,1,CAD
321,HP58X9-R,12/17/2020,BBG000F7RCJ1,1,USD
322,HP79S6-R,2/16/2021,BBG000PKBR05,0,CAD
323,HQ8SCB-R,11/25/2020,BBG00G7D6C05,0,USD
324,HQ9PFJ-R,12/21/2020,BBG000BLVNB3,0,USD
325,HSFSHK-R,12/10/2020,BBG000BVXC87,0,USD
326,HSJS6C-R,11/27/2020,BBG000BW8GN7,0,CAD
327,HSKR18-R,12/29/2020,BBG000CCBBV8,0,CAD
328,HTP7VN-R,12/30/2020,BBG000BRXTR8,0,USD
329,HTR9SL-R,12/14/2020,BBG000Q383R0,0,USD
330,HXYSHY-R,1/4/2021,BBG000CVD440,1,CAD
331,HXZN4R-R,11/19/2020,BBG000BHJSC4,0,USD
332,HY2LSJ-R,12/16/2020,BBG000C5QMH9,0,USD
333,HZ6X7S-R,11/17/2020,BBG000LFJWM7,0,USD
334,HZDTJB-R,2/17/2021,BBG001CGD2R0,0,USD
335,HZL0TL-R,12/30/2020,BBG000FBRL11,0,USD
336,HZPDYF-R,12/30/2020,BBG003QPMHR8,0,USD
337,J2J1YJ-R,12/11/2020,BBG000BF4D19,0,USD
338,J2LVSN-R,12/3/2020,BBG004MN1R41,1,USD
339,J2ND6L-R,11/19/2020,BBG000BXK6C5,0,USD
340,J2QBL2-R,3/13/2020,BBG00HT47FH3,0,USD
341,J3MCCQ-R,12/14/2020,BBG000FD5BY7,0,USD
342,J3NGGR-R,12/3/2020,BBG000C126H9,0,USD
343,J4CXYG-R,12/1/2020,BBG0079T1PZ6,0,USD
344,J536YW-R,12/30/2020,BBG001HPC9F4,0,USD
345,J5XSLR-R,12/14/2020,BBG000FL7N17,1,CAD
346,J6174Z-R,12/30/2020,BBG000P4MVD6,0,CAD
347,J61GM6-R,12/4/2020,BBG000BRF322,1,CAD
348,J65BNH-R,12/14/2020,BBG000HF3TZ2,0,USD
349,J70ZTV-R,12/30/2020,BBG000BH1NH9,1,USD
350,J71550-R,11/24/2020,BBG000BCQV12,1,CAD
351,J895KM-R,12/8/2020,BBG000MGPJD6,0,USD
352,J89J6Y-R,12/21/2020,BBG000BNWG87,1,USD
353,J89TT7-R,12/3/2020,BBG000BJXCF6,0,USD
354,J8BTQ5-R,12/10/2020,BBG000F1ZL96,0,USD
355,J998WT-R,9/3/2020,BBG000PM84L3,1,CAD
356,J9F59G-R,12/18/2020,BBG000BB5373,1,USD
357,J9FK0T-R,12/14/2020,BBG000HL7499,1,USD
358,J9GKZS-R,12/11/2020,BBG000C16GW6,0,USD
359,JBBD4Z-R,12/30/2020,BBG004N62BQ7,0,CAD
360,JDJR0M-R,2/25/2021,BBG00KKD5N44,0,CAD
361,JDPV6W-R,12/10/2020,BBG000B9YY14,0,USD
362,JDV16T-R,11/19/2020,BBG000BZTJQ8,1,CAD
363,JDVMBC-R,2/25/2021,BBG000C665J4,1,CAD
364,JFWQ64-R,3/12/2020,BBG00H5HHTV3,0,USD
365,JH09HY-R,2/12/2021,BBG000BBVVP2,0,USD
366,JJ3FLZ-R,11/27/2020,BBG000BSMFN2,0,USD
367,JJ65VK-R,12/31/2020,BBG000C4C3S7,0,USD
368,JJ8Z55-R,12/9/2020,BBG000DD8WX1,0,USD
369,JK7JJX-R,12/16/2020,BBG000BLNZL4,1,USD
370,JK8QV1-R,12/3/2020,BBG000BJ68B9,0,USD
371,JKF4C9-R,12/30/2020,BBG000R80WL8,0,CAD
372,JKGP5M-R,12/15/2020,BBG000C1FB75,1,USD
373,JLJ0VZ-R,12/1/2020,BBG000C6CFJ5,1,USD
374,JLK874-R,11/30/2020,BBG000KFLDK9,0,USD
375,JM9MDP-R,2/25/2021,BBG00CWWQGZ5,0,CAD
376,JMHXSZ-R,11/16/2020,BBG000BDVMB3,0,USD
377,JMHYW0-R,12/17/2020,BBG000BR14K5,1,USD
378,JNPGH8-R,12/7/2020,BBG000BTNMF3,0,USD
379,JNTWYF-R,12/14/2020,BBG000BXLFS7,0,USD
380,JPTF52-R,11/30/2020,BBG000BMKDM3,1,USD
381,JPYFTV-R,12/18/2020,BBG000BHQ7B3,0,USD
382,JPYZWC-R,12/4/2020,BBG000DDMV58,0,USD
383,JQXTSC-R,11/30/2020,BBG000BM9CT1,0,USD
384,JQZ00G-R,12/31/2020,BBG000BKFBD7,1,USD
385,JS1YSB-R,11/9/2020,BBG000DZ8BC1,1,CAD
386,JS2P50-R,2/11/2021,BBG000BSR5N9,1,CAD
387,JS6B3F-R,12/10/2020,BBG000BK5DP1,1,USD
388,JT8RWT-R,2/25/2021,BBG000GLMHS3,0,CAD
389,JTBMFK-R,11/30/2020,BBG000BF73Y2,0,USD
390,JTCRLM-R,2/25/2021,BBG000C0FZY4,0,CAD
391,JTDXTQ-R,12/30/2020,BBG000C5HSJ4,0,CAD
392,JVFR13-R,12/14/2020,BBG00FX58Q66,0,USD
393,JWGNCJ-R,12/2/2020,BBG000BJ9B29,0,USD
394,JXLR9G-R,2/16/2021,BBG000DJYTQ4,0,USD
395,JXR1HH-R,12/23/2020,BBG000FJWCT8,0,USD
396,JYWMBW-R,12/14/2020,BBG000CKGBP2,1,USD
397,K0SS5D-R,12/23/2020,BBG003385P56,0,USD
398,K1049C-R,12/4/2020,BBG000BJ41X2,0,USD
399,K24Q4R-R,11/27/2020,BBG000BGLRN3,1,USD
400,K287X2-R,11/3/2020,BBG000DJX7Q3,0,USD
401,K3DD15-R,11/19/2020,BBG000D86F25,0,USD
402,K4KFNW-R,12/1/2020,BBG000BF20N5,0,USD
403,K4KM01-R,12/1/2020,BBG000BCBS51,0,USD
404,K5PFDQ-R,12/30/2020,BBG000CKGDS5,0,USD
405,K6Q83L-R,12/9/2020,BBG000BCG226,1,CAD
406,K6QB7N-R,12/2/2020,BBG000G3TQV2,0,USD
407,K6RW63-R,12/14/2020,BBG000C496P7,1,USD
408,K7TD6M-R,12/30/2020,BBG000BB72K8,0,USD
409,K7TPSX-R,12/3/2020,BBG000BBJQV0,1,USD
410,K8ZVRV-R,12/10/2020,BBG000F6ZWH2,0,USD
411,KB74SS-R,12/15/2020,BBG000BKWCS0,0,USD
