,fsym_id,exdate,bbg_id,in_index,listing_currency
0,B00FG1-R,2020-02-24,BBG00699HCV8,0,USD
1,B04V7K-R,2021-07-29,BBG000C0R327,1,CAD
2,B14762-R,2021-05-14,BBG000C4FQG6,0,USD
3,B19ST9-R,2021-05-13,BBG000BNBDC2,1,USD
4,B2DCHG-R,2021-05-06,BBG002WMG9X8,0,USD
5,B2DWV9-R,2021-05-13,BBG000BH63D2,0,USD
6,B3G4BK-R,2021-05-28,BBG00D0Y81M1,1,USD
7,B6V0BZ-R,2021-05-14,BBG000BCVG28,1,USD
8,B6V9Y8-R,2021-05-07,BBG000BQHTV3,0,USD
9,B6VKDH-R,2021-05-13,BBG000BC9K06,0,CAD
10,B6ZP8C-R,2021-05-10,BBG000BKY1G5,1,USD
11,B6ZXQL-R,2021-07-30,BBG000DHPN63,1,USD
12,B7ZK4B-R,2021-05-10,BBG000BCHZL1,0,USD
13,B8350Q-R,2021-05-19,BBG000BZNSD8,1,CAD
14,B83YJG-R,2021-05-20,BBG00H433CR2,1,USD
15,B94X32-R,2021-05-14,BBG006TBN8B5,0,USD
16,B973PJ-R,2021-05-14,BBG000F964B6,0,USD
17,BCHRDT-R,2021-07-29,BBG000BV7ZW8,1,CAD
18,BDM513-R,2021-05-20,BBG000H65582,0,USD
19,BFSQSF-R,2021-07-21,BBG000BMT0R7,1,CAD
20,BHQMK5-R,2021-05-13,BBG00LNJWF43,0,USD
21,BJ2HRV-R,2021-06-01,BBG000BT41Q8,1,USD
22,BK2FRW-R,2021-05-14,BBG000MDCQC2,1,USD
23,BK6T2Z-R,2021-05-14,BBG000KFPB56,0,USD
24,BM9QXX-R,2021-05-28,BBG000DKCC19,1,USD
25,BMF291-R,2021-05-13,BBG000QCQ764,0,USD
26,BMH9K4-R,2021-05-13,BBG000C3ZNH2,0,USD
27,BNMLW8-R,2021-07-23,BBG000D5BDF6,1,CAD
28,BPKYVT-R,2021-05-26,BBG000BDTT76,0,USD
29,BPRHF0-R,2021-05-13,BBG000BHGDH5,1,USD
30,BQDDX6-R,2021-05-14,BBG005H82GB2,0,USD
31,BQVD1T-R,2021-05-04,BBG000BY3302,0,USD
32,BQWH4V-R,2021-05-27,BBG000BWQ4C6,0,USD
33,BRVLL3-R,2021-05-21,BBG000FKMP26,0,USD
34,BRWKF0-R,2021-05-21,BBG000BLXZN1,1,USD
35,BS0FTN-R,2021-05-27,BBG000G21FS2,0,USD
36,BTJCBQ-R,2021-07-29,BBG003FX9C44,0,CAD
37,BV3ZV5-R,2021-05-06,BBG000BCSZT1,0,USD
38,BV4P4T-R,2021-05-06,BBG000BB6M98,1,USD
39,BV52Y6-R,2021-05-04,BBG000BLR3Y7,0,USD
40,BV7ZFX-R,2020-11-10,BBG000BTC2N0,0,USD
41,BWZ93Y-R,2021-05-27,BBG001B4BV87,1,USD
42,BXKBJW-R,2021-07-29,BBG000PXLSN9,0,CAD
43,BXWZVW-R,2021-05-21,BBG000P2TYL8,0,USD
44,BYJYYM-R,2021-06-03,BBG000BVMGF2,1,USD
45,BYKM67-R,2021-05-03,BBG000BSHJ96,0,USD
46,BYNP13-R,2021-05-07,BBG000DQTXY6,1,USD
47,BYPLSZ-R,2021-05-13,BBG000GM73Y2,0,USD
48,C0YZ00-R,2021-05-28,BBG000BPFFJ1,0,USD
49,C11683-R,2020-01-15,BBG000L35KD5,0,USD
50,C2LPC7-R,2021-05-27,BBG000BNYLL9,0,USD
51,C37W7K-R,2021-05-20,BBG000F4HLT8,0,USD
52,C5HWS8-R,2021-05-13,BBG000JN3576,0,USD
53,C5P72D-R,2021-07-29,BBG000BGLFP7,0,USD
54,C7C9TP-R,2021-05-27,BBG00BN96922,1,USD
55,C7LZYC-R,2021-05-11,BBG000BNTTY4,0,USD
56,C8S1Q6-R,2021-05-19,BBG000C38CT3,0,USD
57,C8WZ5W-R,2021-05-14,BBG000BQ4C99,0,USD
58,CDBB0P-R,2021-05-27,BBG000BSV7D1,0,USD
59,CFG1CD-R,2021-05-10,BBG000TRJ294,1,USD
60,CFGH2P-R,2020-02-06,BBG000C0Y3B9,0,USD
61,CFJ279-R,2021-07-29,BBG000QBM0Z3,1,CAD
62,CGDY8B-R,2021-05-27,BBG000BZGJZ2,1,CAD
63,CHK9QJ-R,2021-05-06,BBG000BMDBZ1,1,USD
64,CHP9B8-R,2021-05-05,BBG000DW4LB1,0,USD
65,CJ5TFB-R,2021-05-28,BBG008LJ4TF3,0,USD
66,CKVZDS-R,2021-05-28,BBG000DWJWQ5,0,USD
67,CP789N-R,2021-05-07,BBG000BC0955,0,USD
68,CPCW2Z-R,2021-05-20,BBG000BGPTV6,1,USD
69,CQ39HN-R,2021-05-27,BBG00CX3VGY3,0,USD
70,CQD3P9-R,2021-05-20,BBG000C3CWZ7,0,USD
71,CRJWXW-R,2021-05-13,BBG000CF29Z2,0,CAD
72,CRL9M6-R,2021-05-07,BBG000BT4C39,0,USD
73,CRM45Z-R,2021-05-28,BBG000P0TKR6,0,USD
74,CRP3ZV-R,2021-05-12,BBG000BX9WL1,1,USD
75,CRPCG2-R,2021-05-13,BBG000BNPYN9,0,USD
76,CSMTMQ-R,2021-05-06,BBG000BWXBC2,1,USD
77,CTX9YS-R,2021-02-11,BBG000BTKR92,0,USD
78,CW0Z19-R,2021-05-11,BBG000QJXDW9,0,USD
79,CX6P1R-R,2021-07-29,BBG000PY5XQ1,1,CAD
80,CXW1DC-R,2020-01-30,BBG008QQCJ65,0,USD
81,CY4K3V-R,2021-05-28,BBG0034VYLG9,0,USD
82,CYB1M0-R,2021-05-14,BBG000BBS2Y0,1,USD
83,CZ9YK0-R,2021-05-07,BBG000M7H7J5,0,USD
84,CZBYFY-R,2021-05-14,BBG000BMTFR4,1,USD
85,D0H09V-R,2021-05-26,BBG000BYTR65,1,CAD
86,D1P43P-R,2021-05-14,BBG000BWJFZ4,1,USD
87,D1QXJC-R,2021-05-27,BBG000JVJ8N7,0,USD
88,D2RQ56-R,2021-05-28,BBG000KFW1C2,0,USD
89,D3VZJC-R,2021-05-24,BBG000BS5DR2,1,USD
90,D3WHHV-R,2021-07-15,BBG000BS21R1,0,USD
91,D3ZY22-R,2021-05-14,BBG000BLCPY4,1,USD
92,D4VZNG-R,2021-05-14,BBG001KY3845,0,USD
93,D502G9-R,2021-05-07,BBG000BB9KF2,1,USD
94,D545SN-R,2021-05-14,BBG004WQKD07,0,USD
95,D5T7M2-R,2021-05-14,BBG00LMYX123,0,USD
96,D67D5X-R,2020-02-12,BBG00GQ30QD7,0,USD
97,D68983-R,2021-05-06,BBG000BFVXX0,1,USD
98,D70L9L-R,2021-07-15,BBG000FV0NL0,0,USD
99,D7D4QT-R,2021-05-20,BBG000Q5VCD4,0,USD
100,D8DLQB-R,2021-05-27,BBG000BG7423,1,USD
101,D8K39K-R,2021-06-04,BBG000C0BZD1,0,USD
102,D9KK92-R,2021-05-13,BBG000BBHHP9,0,USD
103,D9P31D-R,2021-05-13,BBG000BP7RH6,0,USD
104,D9PWK4-R,2021-05-27,BBG000FQXC75,0,USD
105,D9RT6Y-R,2020-02-06,BBG000BM2FL9,0,USD
106,DBMQ4T-R,2021-05-26,BBG00D8JD9Z9,0,USD
107,DBNVQ8-R,2021-05-13,BBG000BC5WJ4,0,USD
108,DBNYXC-R,2020-02-21,BBG000BMNC97,0,USD
109,DBSGLN-R,2021-05-20,BBG000QT3F73,0,USD
110,DF3WQM-R,2021-05-05,BBG000BYDP11,1,CAD
111,DG27Q5-R,2021-05-13,BBG000BHX7N2,1,USD
112,DH79H0-R,2021-05-20,BBG000BWSV34,1,USD
113,DH7WLK-R,2021-05-13,BBG000BHD8S7,1,USD
114,DHHJVD-R,2021-05-13,BBG000BFNLP4,0,USD
115,DJC60R-R,2021-04-29,BBG000BDXGP9,1,USD
116,DKMPBT-R,2021-07-29,BBG000C88125,0,USD
117,DKMWR0-R,2021-05-20,BBG000C7QK61,0,USD
118,DLN18C-R,2021-05-20,BBG000F4DVC8,0,USD
