,fsym_id,exdate,bbg_id,in_index
811,TH9ZKX-R,2020-09-24 00:00:00,BBG000BBLQV7,0
812,THB4X2-R,2020-09-30 00:00:00,BBG000FRVHB9,1
813,THCR1P-R,2020-10-01 00:00:00,BBG000PV3J62,0
814,THJXTF-R,2020-09-09 00:00:00,BBG000QR9LJ5,0
815,THMJ9D-R,2020-09-29 00:00:00,BBG000DVB7W3,0
816,TKKPJB-R,2020-09-29 00:00:00,BBG000BXRPH1,1
817,TKQ3ZH-R,2020-09-25 00:00:00,BBG000CF3WB6,0
818,TKQFKS-R,2020-10-01 00:00:00,BBG000CSY9W2,0
819,TLP7DR-R,2020-09-24 00:00:00,BBG000BFBP32,0
820,TLQ31K-R,2020-09-25 00:00:00,BBG000BVQRY3,0
821,TLTT41-R,2020-10-13 00:00:00,BBG000C4NJF4,0
822,TLV91H-R,2020-09-15 00:00:00,BBG000BPDJM1,0
823,TLYGBQ-R,2020-09-29 00:00:00,BBG00R2NDD68,0
824,TMTGLT-R,2020-09-11 00:00:00,BBG000B9XG87,1
825,TMTXG7-R,2020-10-05 00:00:00,BBG000BD2407,1
826,TMTYJ8-R,2020-09-24 00:00:00,BBG000BWB7V4,0
827,TP3XRS-R,2020-09-03 00:00:00,BBG000BFC848,0
828,TQ8V8H-R,2020-09-21 00:00:00,BBG000BXJSH4,1
829,TSCJN6-R,2020-09-29 00:00:00,BBG000BJFJ98,0
830,TSDJK4-R,2020-09-29 00:00:00,BBG009L730J7,1
831,TSH523-R,2020-11-27 00:00:00,BBG0068TFW61,0
832,TVTCDH-R,2020-09-18 00:00:00,BBG000PVF015,0
833,TVTFDF-R,2020-08-28 00:00:00,BBG000BCVJ77,1
834,TVTQ1T-R,2020-09-29 00:00:00,BBG000HWKL01,1
835,TVW0K1-R,2020-04-21 00:00:00,BBG000CX1476,0
836,TW27V9-R,2020-09-29 00:00:00,BBG00JM9XLN6,0
837,TWT2W6-R,2020-09-24 00:00:00,BBG000BZDXC9,0
838,TXY0GZ-R,2020-09-14 00:00:00,BBG000PPJTH4,1
839,TY1WWM-R,2020-09-29 00:00:00,BBG000DN7P92,1
840,TY202Q-R,2020-09-10 00:00:00,BBG000JG0547,1
841,TY311P-R,2020-09-10 00:00:00,BBG000BN6KG8,0
842,TY7JS1-R,2020-09-14 00:00:00,BBG000BGSMF6,0
843,TYPLZM-R,2020-09-29 00:00:00,BBG0093LLBM8,1
844,TZ2TSL-R,2020-09-03 00:00:00,BBG000BWVSR1,1
845,TZ6LMS-R,2020-09-21 00:00:00,BBG000G2ZJ98,0
846,V13NMK-R,2020-09-24 00:00:00,BBG000JZDG65,0
847,V19XKF-R,2020-08-24 00:00:00,BBG000BBJ8C1,0
848,V1DW66-R,2020-09-17 00:00:00,BBG000QZP6F6,0
849,V1QFK9-R,2020-09-29 00:00:00,BBG0021RGWG9,0
850,V2H5QG-R,2020-09-14 00:00:00,BBG000B9YJ35,1
851,V3LBWJ-R,2020-09-29 00:00:00,BBG000BJ1Q15,0
852,V3LVCJ-R,2020-09-29 00:00:00,BBG00F0SW7N8,0
853,V4QM4M-R,2020-09-29 00:00:00,BBG000BCQM58,0
854,V4W5VX-R,2020-09-14 00:00:00,BBG000CFD9K6,0
855,V51PH6-R,2020-09-14 00:00:00,BBG0019RHS17,0
856,V613CM-R,2020-09-14 00:00:00,BBG000BFZVH8,0
857,V702JR-R,2020-10-05 00:00:00,BBG000DKHJQ2,0
858,V74L3Z-R,2020-09-10 00:00:00,BBG000K0KW21,0
859,V758FM-R,2020-09-29 00:00:00,BBG000KTVN80,0
860,V759HN-R,2020-09-29 00:00:00,BBG000HRCTX8,1
861,V84DXX-R,2020-10-07 00:00:00,BBG000BWZBT2,0
862,V8YK0N-R,2020-11-27 00:00:00,BBG004K23PQ7,0
863,V98GST-R,2020-09-29 00:00:00,BBG000C0RS40,0
864,V98KZX-R,2020-10-08 00:00:00,BBG000BDPC13,0
865,VBDKQR-R,2020-09-14 00:00:00,BBG000C24TS3,0
866,VBMVML-R,2020-09-29 00:00:00,BBG000P4R174,1
867,VDPDV7-R,2020-09-09 00:00:00,BBG000CN3S73,1
868,VDT2VP-R,2020-09-10 00:00:00,BBG000J0D904,1
869,VDTCCY-R,2020-09-03 00:00:00,BBG000BXFWH9,0
870,VF1XZ6-R,2020-09-24 00:00:00,BBG0038V5TX1,0
871,VFTBG0-R,2020-09-29 00:00:00,BBG000BX3858,0
872,VFYPS3-R,2020-09-03 00:00:00,BBG000C32XT3,0
873,VG2026-R,2020-02-28 00:00:00,BBG000LGP1K8,0
874,VJ3F0Q-R,2020-10-22 00:00:00,BBG000BV6R84,0
875,VMJ8Y2-R,2020-09-11 00:00:00,BBG000BJ0H70,0
876,VMN8JT-R,2020-06-12 00:00:00,BBG000C4QLT1,0
877,VNM6MX-R,2020-09-29 00:00:00,BBG000BVJ702,0
878,VNMTTH-R,2020-08-28 00:00:00,BBG000C5HS04,1
879,VNN5GT-R,2020-09-30 00:00:00,BBG000BT7R42,0
880,VNRDMV-R,2020-09-14 00:00:00,BBG000BVMPN3,1
881,VRK9JK-R,2020-10-02 00:00:00,BBG003T1GM03,0
882,VS0P9D-R,2020-09-29 00:00:00,BBG00XWYT8L5,0
883,VS0QWY-R,2020-09-29 00:00:00,BBG000BJ63N7,0
884,VS59M7-R,2020-09-16 00:00:00,BBG000BBDZG3,1
885,VS6FCX-R,2020-09-29 00:00:00,BBG005KC4Z70,0
886,VT4SWZ-R,2020-09-25 00:00:00,BBG000BVWLJ6,1
887,VT66G5-R,2020-09-09 00:00:00,BBG000BCG930,1
888,VT7SLS-R,2019-12-02 00:00:00,BBG000PV52Y6,0
889,VV9FR9-R,2020-09-14 00:00:00,BBG000H0JJ17,0
890,VV9LP2-R,2020-09-29 00:00:00,BBG006L2SZC7,1
891,VVB781-R,2020-09-04 00:00:00,BBG000BR1HK6,0
892,VVBHS9-R,2020-09-09 00:00:00,BBG000BT0T72,0
893,VVFC6Z-R,2020-09-02 00:00:00,BBG000BQZ7C2,0
894,VVFVPZ-R,2020-09-14 00:00:00,BBG00F0G50N9,0
895,VWGLQ7-R,2020-09-02 00:00:00,BBG000BFXHL6,1
896,VWJRV8-R,2020-09-29 00:00:00,BBG000CK79T3,0
897,VWWVH5-R,2017-12-27 00:00:00,BBG007375XT6,0
898,VXPWR5-R,2020-09-30 00:00:00,BBG000K2LFM1,0
899,VXQXQ4-R,2020-09-29 00:00:00,BBG000BJNBB3,0
900,VY9HW8-R,2020-09-01 00:00:00,BBG000CZTB66,0
901,VYGXLR-R,2020-10-01 00:00:00,BBG004Q00KS7,0
902,VYQ02C-R,2020-09-17 00:00:00,BBG000FFH4P5,1
903,VYW718-R,2020-09-30 00:00:00,BBG000M68PH9,0
904,VZYGFG-R,2020-09-29 00:00:00,BBG000C30L48,0
905,W000CX-R,2020-09-10 00:00:00,BBG000F31Z34,0
906,W00F59-R,2020-10-01 00:00:00,BBG000BLBGS2,0
907,W0CZQN-R,2020-09-17 00:00:00,BBG007R6VJ14,0
908,W0ZT3T-R,2020-09-14 00:00:00,BBG00R2NHQ65,0
909,W13NGF-R,2020-09-29 00:00:00,BBG000BLZFL5,1
910,W14LCF-R,2020-09-17 00:00:00,BBG000BV7QM9,0
911,W235P2-R,2020-06-29 00:00:00,BBG000BH2VW3,1
912,W37WSL-R,2020-09-17 00:00:00,BBG000BJPBV9,0
913,W4HJLZ-R,2020-09-17 00:00:00,BBG000QC4T33,0
914,W6N4JC-R,2020-09-18 00:00:00,BBG000BB29X4,1
915,W6TWGR-R,2020-09-14 00:00:00,BBG000BHY4D9,0
916,W6X1LS-R,2020-09-14 00:00:00,BBG000Q9QBV4,0
917,W6XKL8-R,2020-09-14 00:00:00,BBG000P28YZ6,0
918,W8YZJS-R,2020-09-14 00:00:00,BBG000GT6BT6,1
919,W95DST-R,2020-09-14 00:00:00,BBG000PD6X77,0
920,WB21HR-R,2020-09-14 00:00:00,BBG000HFDNW7,0
921,WC5QN9-R,2020-09-29 00:00:00,BBG000K91B10,0
922,WC5Y1H-R,2020-09-08 00:00:00,BBG000GLP2C0,1
923,WDB33H-R,2020-09-09 00:00:00,BBG000BSRCK7,0
924,WDGD9J-R,2020-09-03 00:00:00,BBG000PFSLZ3,0
925,WF5W6N-R,2019-12-26 00:00:00,BBG004TPGP47,0
926,WFLMHL-R,2020-09-08 00:00:00,BBG000BCZYD3,1
927,WFMRNN-R,2020-10-06 00:00:00,BBG000BHQJX3,0
928,WFMVVR-R,2020-09-10 00:00:00,BBG000F5VVB6,1
929,WGPXXS-R,2020-09-29 00:00:00,BBG000KTGQ99,0
930,WHW86W-R,2020-09-09 00:00:00,BBG000BNX3R4,0
931,WJVVKL-R,2020-09-15 00:00:00,BBG000KV15K3,0
932,WK1C1R-R,2020-09-29 00:00:00,BBG000CPYT09,0
933,WK32BC-R,2020-09-29 00:00:00,BBG000M62MY3,0
934,WL1D7W-R,2020-09-24 00:00:00,BBG000BBJR57,0
935,WM5212-R,2020-09-29 00:00:00,BBG00GFK4M37,0
936,WM5Y9H-R,2020-09-14 00:00:00,BBG00QNSG6R5,0
937,WN8BRL-R,2020-09-29 00:00:00,BBG000D07ZQ1,1
938,WNFB88-R,2020-09-03 00:00:00,BBG000BLTV73,0
939,WPFT9T-R,2020-09-30 00:00:00,BBG000K8PTB6,0
940,WPKF66-R,2020-09-14 00:00:00,BBG000BCWCG1,1
941,WPL6PY-R,2020-09-11 00:00:00,BBG000BN7SF1,0
942,WPLD13-R,2020-09-03 00:00:00,BBG000BF3G77,0
943,WQK5W2-R,2020-09-24 00:00:00,BBG000C2ZCH8,1
944,WQL5S0-R,2020-09-10 00:00:00,BBG000GXLTC9,0
945,WQPVSG-R,2020-06-04 00:00:00,BBG000C3TYB1,0
946,WQQK33-R,2020-09-15 00:00:00,BBG000BL8476,0
947,WRNZ6Q-R,2020-09-10 00:00:00,BBG000CYSFS7,1
948,WSZ2QC-R,2020-09-29 00:00:00,BBG000PNH4P7,0
949,WTYQ43-R,2020-09-03 00:00:00,BBG000BTQQK5,0
950,WW2HGR-R,2020-09-28 00:00:00,BBG000BMGPW0,0
951,WYJT0C-R,2020-09-29 00:00:00,BBG000FFDM15,1
952,WZHCD3-R,2018-05-16 00:00:00,BBG000BWL4Y7,0
953,X0MNQ7-R,2020-09-14 00:00:00,BBG000C06730,1
954,X0QJ91-R,2020-09-30 00:00:00,BBG000QC1MD0,1
955,X0VTH2-R,2020-09-16 00:00:00,BBG000V86JM5,0
956,X1RJ5Y-R,2020-09-10 00:00:00,BBG000BQ74K1,1
957,X1SH0V-R,2020-09-29 00:00:00,BBG000C44CB4,1
958,X2DZC9-R,2019-12-24 00:00:00,BBG004G493C6,1
959,X2Y1W7-R,2020-10-02 00:00:00,BBG000BJ2HP8,0
960,X426Y7-R,2020-09-10 00:00:00,BBG000KNP6Y8,0
961,X4JD2N-R,2020-09-29 00:00:00,BBG001NQ7774,1
962,X5BBJY-R,2020-09-23 00:00:00,BBG000BQ4J67,0
963,X5BSJH-R,2020-09-09 00:00:00,BBG000RD3CL8,0
964,X69BS3-R,2020-10-02 00:00:00,BBG000CW9BM7,0
965,X7L5RH-R,2020-09-24 00:00:00,BBG000BRR418,0
966,X8KZHD-R,2020-09-15 00:00:00,BBG000BG7L34,0
967,X8L6YM-R,2020-09-14 00:00:00,BBG000FLT111,0
968,X8Q6KC-R,2020-09-03 00:00:00,BBG000BCXN49,0
969,X9Q3HC-R,2020-09-29 00:00:00,BBG000CGJMB9,1
970,X9WDLB-R,2020-09-28 00:00:00,BBG000C61V11,0
971,XC02QW-R,2020-09-15 00:00:00,BBG000G8ZKY4,0
972,XD48VX-R,2020-09-03 00:00:00,BBG000BJ03Z0,0
973,XD67LR-R,2020-09-14 00:00:00,BBG000PV27K3,1
974,XDX9PG-R,2020-03-06 00:00:00,BBG00HS2GVL8,0
975,XHF55J-R,2020-09-14 00:00:00,BBG000BSJTT0,0
976,XJK71F-R,2020-09-04 00:00:00,BBG000BRWWH3,0
977,XJPF1C-R,2020-09-29 00:00:00,BBG000PS88P7,0
978,XLSTSR-R,2020-09-14 00:00:00,BBG000CN56Q8,0
979,XQ8H3S-R,2020-08-05 00:00:00,BBG000BWJ9X0,0
980,XQCXP0-R,2020-09-11 00:00:00,BBG000BM97G6,0
981,XQF8XY-R,2020-09-29 00:00:00,BBG00HVVB499,0
