,fsym_id,listing_currency,payment_currency,declared_date,exdate,record_date,payment_date,payment_amount,div_type,div_freq,div_initiation,skipped,exdate_l1,payment_amount_l1,div_increase,bbg_id,bbg_ticker
169,PR8B4Q-R,USD,USD,,1986-02-24,,1986-04-01,0.319999993,regular,4,True,False,1984-08-20,0.419999987,False,BBG000BGG7F2,
170,PVW48J-R,USD,USD,,2011-03-09,2011-03-11,2011-03-25,0.0599999987,regular,4,True,False,2002-11-25,0.0949999988,False,BBG000C90DH9,IPG US
171,PZ917X-R,USD,USD,,2011-06-28,2011-06-30,2011-07-28,0.25,regular,4,True,False,1992-12-28,0.224999994,True,BBG000BLKK03,HUM US
172,Q1LDBW-R,USD,USD,,2018-02-28,2018-03-01,2018-03-26,0.0500000007,regular,4,True,False,2008-08-27,0.150000006,False,BBG000C78J55,SSP US
173,Q78D01-R,USD,USD,,1987-06-18,,1987-07-08,0.05000000345000005,regular,4,True,False,1985-12-10,0.09166666132499976,False,BBG000BBD070,HES US
174,QD8WKZ-R,USD,USD,,1999-05-19,1999-05-21,1999-07-12,0.01079133311294865,regular,2,True,False,1991-09-30,0.2798401394486972,False,BBG000C4ZZ10,SIG US
175,QD8WKZ-R,USD,USD,,2011-10-26,2011-10-28,2011-11-28,0.100000001,regular,4,True,False,2008-09-24,0.1131700014,False,BBG000C4ZZ10,SIG US
176,QD8WKZ-R,USD,USD,2021-06-10,2021-07-29,2021-07-30,2021-08-27,0.18,regular,4,True,False,2020-01-30,0.370000005,False,BBG000C4ZZ10,SIG US
177,QF1NY9-R,CAD,CAD,,2018-08-30,2018-08-31,2018-09-14,0.0453899987,regular,2,True,False,2015-12-11,0.0342650004,True,BBG000C500Q5,TGL CN
178,QJ9MM5-R,USD,USD,,1995-05-02,,1995-05-24,0.100000001,regular,4,True,False,1993-11-02,0.200000003,False,BBG000H4DGS2,
179,QLRPKF-R,USD,USD,,1986-04-03,,1986-04-21,0.0031214754948818008,regular,4,True,False,1985-12-20,0.003121,True,BBG000BD1HP2,WRB US
180,QMQV1Q-R,USD,USD,,1990-04-30,1990-05-06,1990-06-10,0.174999997,regular,4,True,False,1984-11-02,0.125,True,BBG000C8H633,MRO US
181,QQ56TG-R,USD,USD,,2004-10-15,2004-10-19,2004-10-29,0.0599999987,regular,4,True,False,2001-11-19,0.100000001,False,BBG000BBP0X8,
182,QR56YK-R,USD,USD,,2011-04-13,2011-04-15,2011-04-29,0.100000001,regular,4,True,False,2008-07-15,0.5,False,BBG000BG3HG3,
183,QWSH60-R,USD,USD,,1987-04-28,,1987-05-20,0.00312500004375,regular,4,True,False,1986-03-24,0.00312500004375,False,BBG000BKXNH7,
184,QWT5HN-R,USD,USD,,2017-03-03,2017-03-07,2017-03-23,0.25,regular,4,True,False,2000-11-21,0.0500000007,True,BBG000BJB6R0,TEN US
185,QXSZ7K-R,USD,USD,,1998-04-13,1998-04-15,1998-05-01,0.0077435599096416785,regular,2,True,False,1988-07-14,0.0077435599096416785,False,BBG000BW5YW1,
186,QXSZ7K-R,USD,USD,,2018-08-20,2018-08-21,2018-08-20,0.5,regular,4,True,False,2001-02-21,0.019358900509742403,True,BBG000BW5YW1,
187,R2J99W-R,USD,USD,,2006-05-11,2006-05-15,2006-06-01,0.0324999988,regular,4,True,False,1988-10-31,0.03500000012500001,False,BBG000BMY992,KR US
188,R3MHJZ-R,CAD,CAD,,2007-11-28,2007-11-30,2007-12-21,0.0149999997,regular,12,True,False,2005-11-28,0.0582999997,False,BBG000GB1NC2,BYD CN
189,R4N0NK-R,CAD,CAD,,2018-11-16,2018-11-19,2018-12-03,0.025,regular,4,True,False,2015-12-11,0.0500000007,False,BBG000C04JF3,RCG CN
190,R6XPFW-R,CAD,CAD,,2010-06-14,2010-06-16,2010-07-02,0.200000003,regular,2,True,False,2008-06-12,0.5,False,BBG000BCS9D6,TECK/B CN
191,R74Y8P-R,CAD,CAD,,2000-03-22,2000-03-24,2000-04-04,0.189999998,regular,4,True,False,1996-03-14,0.0599999987,True,BBG000BCPVV0,
192,R867X0-R,USD,USD,,1994-03-01,,1994-03-21,5.564301401552132,regular,4,True,False,1984-10-03,293.79512087497756,False,BBG003FSTZ60,
193,R95W9R-R,USD,USD,,2014-01-30,2014-02-03,2014-02-10,2.54999995,regular,4,True,False,2012-10-18,2.45000005,True,BBG000C3FGH9,GHC US
194,RB97W0-R,CAD,CAD,,1999-09-14,1999-09-16,1999-09-30,0.0250000004,regular,4,True,False,1991-09-10,0.0250000004,False,BBG000BXWZL8,
195,RB97W0-R,CAD,CAD,,2006-03-15,2006-03-17,2006-03-31,0.0399999991,regular,4,True,False,2003-03-13,0.0199999996,True,BBG000BXWZL8,
196,RB97W0-R,CAD,CAD,,2013-12-11,2013-12-15,2014-01-03,0.0399999991,regular,4,True,False,2011-06-14,0.0399999991,False,BBG000BXWZL8,
197,RDKCLT-R,USD,USD,,1990-11-06,,1990-11-21,0.1333333394000001,regular,4,True,False,1980-05-09,0.010000000855000026,True,BBG000BWHD54,VNO US
198,RDQZ92-R,USD,USD,,2011-03-09,2011-03-11,2011-04-01,0.00999999978,regular,4,True,False,2008-06-11,0.16661554055991956,False,BBG000GHZSZ6,FHN US
199,RK3DL5-R,USD,USD,,2011-05-25,2011-05-27,2011-06-17,0.00999999978,regular,4,True,False,2009-01-29,0.09999999780000002,False,BBG000FY4S11,C US
200,RK8Z6D-R,USD,USD,,1988-11-03,,1988-12-01,0.200000003,regular,4,True,False,1985-06-04,0.444999993,False,BBG000C1FQS9,ETR US
201,RMCLL5-R,USD,USD,,1995-05-25,,1995-06-15,0.02500000035,regular,4,True,False,1989-11-29,7.3207473362774005,False,BBG000BCFHH8,
202,RQSB38-R,CAD,CAD,,1999-11-04,1999-11-08,1999-11-15,0.04000000120000001,regular,4,True,False,1998-05-06,0.010000000290000002,True,BBG000NVZ0N1,
203,RT7HCR-R,USD,USD,,1986-02-05,,1986-02-24,0.100000024,regular,4,True,False,1984-08-01,0.174999997,False,BBG000BVWZF9,TYL US
204,RXG6KB-R,USD,USD,,2006-03-01,2006-03-03,2006-03-17,0.075000003,regular,4,True,False,1989-05-12,0.019999999500000004,True,BBG000C22QV7,SEE US
205,RYLVJS-R,USD,USD,,2003-07-10,2003-07-14,2003-07-28,0.075000003,regular,4,True,False,1999-01-28,0.007499999825,True,BBG000C6F3T8,
206,RYRC40-R,USD,USD,,1987-10-26,,1987-11-20,0.075000003,regular,4,True,False,1985-10-25,0.194999993,False,BBG000BPZBB6,NI US
207,RZQS4K-R,USD,USD,,2011-05-18,2011-05-20,2011-06-15,0.790000021,regular,4,True,False,2002-05-28,0.042881640499428365,True,BBG000BH5LT6,RIG US
208,RZQS4K-R,USD,USD,,2013-05-29,2013-05-31,2013-06-19,0.560000002,regular,4,True,False,2012-02-22,0.790000021,False,BBG000BH5LT6,RIG US
209,S41Y4L-R,USD,USD,,1988-05-04,,1988-06-01,0.0500000007,regular,4,True,False,1985-05-06,0.0500000007,False,BBG000D6RQJ4,
210,SN3294-R,USD,USD,,1986-03-10,,1986-04-01,0.112500012,regular,4,True,False,1984-09-10,0.112499997,True,BBG000FHG6D0,
211,SQGY1B-R,USD,USD,,1995-10-11,1995-10-13,1995-10-27,0.3133333422233333,regular,4,True,False,1990-07-03,0.5199999958599995,False,BBG000BLBXT4,
212,SX4M36-R,CAD,CAD,,2001-09-26,2001-09-30,2001-10-22,0.19999999550000003,regular,12,True,False,2000-06-13,0.19999999550000003,False,BBG000CVY5L5,
213,SYHYVY-R,USD,USD,,1995-08-22,,1995-09-13,0.150000006,regular,4,True,False,1992-05-18,0.1764705953027451,False,BBG000JW33M4,
214,SZDG9R-R,USD,USD,,1995-08-23,,1995-09-05,0.0199999996,regular,4,True,False,1991-08-09,0.08000000043999994,False,BBG000CYCYT2,
215,T0JL9Q-R,USD,USD,,2004-01-13,2004-01-15,2004-01-30,0.006666666723333328,regular,4,True,False,1999-09-13,0.006666666723333328,False,BBG000FVXD63,RRC US
216,T2T0MT-R,USD,USD,,1987-11-13,,1987-12-10,0.0375000015,regular,4,True,False,1982-05-17,0.02500000025,True,BBG000BQY1C6,
217,T2T0MT-R,USD,USD,,2004-08-11,2004-08-13,2004-09-03,0.125,regular,4,True,False,2001-08-15,0.0625,True,BBG000BQY1C6,
218,T7CGDK-R,USD,USD,,2011-06-01,2011-06-03,2011-06-17,0.100000001,regular,4,True,False,2007-02-28,0.25,False,BBG000BBCQD7,SLM US
219,T7CGDK-R,USD,USD,,2019-03-04,2019-03-05,2019-03-15,0.0299999993,regular,4,True,False,2014-03-05,0.150000006,False,BBG000BBCQD7,SLM US
220,T7H5H1-R,USD,USD,,1999-06-11,1999-06-15,1999-07-05,0.0099999998,regular,4,True,False,1987-12-28,0.15000000150000004,False,BBG000BG3445,COO US
221,TD0179-R,CAD,CAD,,1992-08-12,,1992-08-31,0.33599998799999997,regular,4,True,False,1990-08-13,0.899999979,False,BBG000BTW622,
222,TKKPJB-R,USD,USD,,2004-03-25,2004-03-29,2004-04-13,0.100000001,regular,2,True,False,1998-08-13,0.0500000007,True,BBG000BXRPH1,PXD US
223,TQ8V8H-R,CAD,CAD,,2000-12-06,2000-12-08,2001-01-04,0.100000001,regular,1,True,False,1990-09-10,0.5775000088499995,False,BBG000BXJSH4,ARE CN
224,TQ8V8H-R,CAD,CAD,,2002-04-15,2002-04-17,2002-05-08,0.12,regular,1,True,False,2000-12-06,0.100000001,True,BBG000BXJSH4,ARE CN
225,TQ8V8H-R,CAD,CAD,,2007-11-28,2007-11-30,2008-01-02,0.0700000003,regular,4,True,False,2003-04-09,0.0299999993,True,BBG000BXJSH4,ARE CN
226,TSCB80-R,USD,USD,,2003-10-30,2003-11-03,2003-11-28,0.8749999999999999,regular,4,True,False,1988-12-23,3.01,False,BBG000DSC9D6,
227,TTHJD1-R,USD,USD,,2011-11-15,2011-11-17,2011-12-01,1.992136002,regular,1,True,False,2009-11-18,1.992136002,False,BBG000C2YHG9,DISH US
228,TXXC7C-R,USD,USD,,2011-02-14,2011-02-16,2011-03-02,0.100000001,regular,4,True,False,2008-08-04,0.150000006,False,BBG000BFYB47,CNA US
229,TY2XVL-R,USD,USD,,1987-07-17,,1987-07-27,0.0010485761441792084,regular,4,True,False,1983-12-23,0.0015728641336934448,False,BBG000BP8KR9,
230,TZ654Q-R,USD,USD,,2007-09-26,2007-09-28,2007-10-19,0.0500000007,regular,4,True,False,2000-09-01,0.0799999982,False,BBG000BLD2P4,
231,V9DZD1-R,USD,USD,,2013-12-12,2013-12-16,2013-12-20,0.0500000007,regular,4,True,False,1991-05-14,0.02999999935,True,BBG000C7B436,TEX US
232,VCSS49-R,USD,USD,,1989-02-16,,1989-03-10,0.075000003,regular,4,True,False,1985-11-07,0.099999994,False,BBG000FWY399,
233,VFY8ZQ-R,USD,USD,,1986-01-27,,1986-02-18,0.01111111112222219,regular,4,True,False,1984-07-25,0.006666666906666662,True,BBG000BC1L02,AOS US
234,VNN3BR-R,CAD,CAD,,2007-12-13,2007-12-17,2008-01-15,1.439999964,regular,1,True,False,2006-06-28,0.3000000048,True,BBG000CK8Q69,SMU-U CN
235,VNN3BR-R,CAD,CAD,,2009-12-29,2009-12-31,2010-01-15,2.279999976,regular,1,True,False,2007-12-13,1.439999964,True,BBG000CK8Q69,SMU-U CN
236,VNN3BR-R,CAD,CAD,,2011-03-29,2011-03-31,2011-04-15,0.6000000084,regular,1,True,False,2010-12-29,6.359999,False,BBG000CK8Q69,SMU-U CN
237,VNN3BR-R,CAD,CAD,,2013-03-26,2013-03-29,2013-04-15,0.0408000015,regular,12,True,False,2011-03-29,0.6000000084,False,BBG000CK8Q69,SMU-U CN
238,VPX6YG-R,CAD,CAD,,2004-11-29,2004-12-01,2005-01-01,0.0500000007,regular,2,True,False,1999-06-11,0.0500000007,False,BBG000BXMFV2,
239,VS59M7-R,USD,USD,,2013-09-10,2013-09-12,2013-09-26,0.100000001,regular,4,True,False,2008-09-03,4.39999998,False,BBG000BBDZG3,AIG US
240,VWGLQ7-R,USD,USD,,1994-12-29,,1995-01-17,0.0500000005,regular,4,True,False,1993-03-11,0.1350000055,False,BBG000BFXHL6,MOS US
241,VWGLQ7-R,USD,USD,,2008-08-05,2008-08-07,2008-08-21,0.0500000007,regular,4,True,False,2003-09-11,0.0199999996,True,BBG000BFXHL6,MOS US
242,VYPKC2-R,USD,USD,,1989-11-07,,1989-11-22,0.01999999955,regular,4,True,False,1982-05-25,0.1000000015,False,BBG000BPJH49,
243,VYQ02C-R,USD,USD,,2007-03-26,2007-03-28,2007-04-11,0.05000000345000005,regular,4,True,False,1999-11-03,0.04666666835333335,True,BBG000FFH4P5,FLS US
244,VYWGHH-R,CAD,CAD,,2008-07-16,2008-07-18,2008-07-31,0.0253906008,regular,4,True,False,2005-01-12,0.0228900015,True,BBG000BXPP29,BBD/B CN
245,W3BLZ4-R,CAD,CAD,,2010-05-27,2010-05-31,2010-06-15,0.0399999991,regular,4,True,False,2009-02-25,0.0417000018,False,BBG000PCNGL1,ACQ CN
246,W4CL28-R,USD,USD,,1989-05-08,,1989-06-05,0.100000001,regular,4,True,False,1984-05-07,0.100000001,False,BBG000BCDWF9,
247,W5NBSG-R,USD,USD,,2004-02-10,2004-02-12,2004-03-01,0.0500000007,regular,4,True,False,2001-08-15,0.0500000007,False,BBG000BNF508,LPX US
248,W5NBSG-R,USD,USD,,2018-02-23,2018-02-26,2018-03-13,0.129999995,regular,4,True,False,2008-05-14,0.150000006,False,BBG000BNF508,LPX US
249,W800CN-R,CAD,CAD,,2009-11-18,2009-11-20,2009-12-10,0.0500000007,regular,4,True,False,2008-08-27,0.125,False,BBG000Q32RJ2,CF CN
250,W800CN-R,CAD,CAD,,2017-06-14,2017-06-16,2017-07-03,0.01,regular,4,True,False,2015-11-18,0.0500000007,False,BBG000Q32RJ2,CF CN
251,W91W1H-R,USD,USD,,2005-06-14,2005-06-16,2005-07-07,0.0500000007,regular,4,True,False,1986-05-27,0.106250003,False,BBG000BV7LP7,
252,WDGX90-R,USD,USD,,1989-08-21,,1989-09-11,0.025000000375000008,regular,4,True,False,1986-08-20,0.0062500000875000015,True,BBG000BFRF55,CLF US
253,WDGX90-R,USD,USD,,2004-11-17,2004-11-19,2004-12-01,0.025000000375000008,regular,4,True,False,2001-11-20,0.012500000125000004,True,BBG000BFRF55,CLF US
254,WDGX90-R,USD,USD,,2019-01-03,2019-01-04,2019-01-15,0.0500000007,regular,4,True,False,2014-11-12,0.150000006,False,BBG000BFRF55,CLF US
255,WGLQTS-R,USD,USD,,1985-11-06,,1985-12-10,0.112499997,regular,4,True,False,1984-08-06,0.112499997,False,BBG000H556T9,HON US
256,WQK5W2-R,USD,USD,,1993-07-14,,1993-08-16,0.19949461427978424,regular,4,True,False,1992-01-14,0.292592087910036,False,BBG000C2ZCH8,SRE US
257,WZHGL6-R,CAD,CAD,,1999-04-15,1999-04-19,1999-05-14,0.003749999925,regular,4,True,False,1991-11-21,0.0062500001,False,BBG000BZ3B38,HCG CN
258,X0SP8Y-R,CAD,CAD,,2012-04-26,2012-04-30,2012-05-15,0.0299999993,regular,12,True,False,2010-03-05,0.0250000004,True,BBG000BWRY66,
259,X1T00B-R,CAD,CAD,,1995-04-07,,1995-05-01,0.0500000007,regular,4,True,False,1992-07-09,0.0500000007,False,BBG000BCPZR6,
260,XBV376-R,CAD,CAD,,2004-06-28,2004-06-30,2004-07-20,0.0799999982,regular,4,True,False,2003-03-27,0.185000002,False,BBG000BW88Q2,
261,XLT03X-R,USD,USD,,2011-08-10,2011-08-12,2011-08-30,0.100000001,regular,4,True,False,2008-09-11,0.150000006,False,BBG000BB5792,RCL US
262,XLV24X-R,USD,USD,,1983-07-27,,1983-09-01,0.033333335683333375,regular,4,True,False,1981-10-26,0.033333335683333375,False,BBG000BQPC32,F US
263,XLV24X-R,USD,USD,,2012-01-27,2012-01-31,2012-03-01,0.0500000007,regular,4,True,False,2006-07-31,0.0500000007,False,BBG000BQPC32,F US
