bm_id,fsym_id,bbg_id,cnt
SPTSX,WM8ZW3-R,BBG000NV1YC6,5
SPTSX,WL1C5V-R,BBG000DSZHQ9,6
SPTSX,VNN3BR-R,BBG000CK8Q69,6
SPTSX,TYSRJ3-R,BBG004P8YQ01,6
SPTSX,V60VXD-R,BBG000BBW9W2,6
SPTSX,TKSJKR-R,BBG000GN4ZY2,6
SPTSX,TP420X-R,BBG000BYCJJ7,6
SPTSX,TQ33B3-R,BBG000BZH3D0,6
SPTSX,XKPX2X-R,BBG000BBHGQ0,6
SPTSX,PHP2BT-R,BBG000BS6M19,6
SPTSX,PHQ4CT-R,BBG000LHD7R9,6
SPTSX,TCX5SM-R,BBG000BM1Q09,6
SPTSX,T2TKPB-R,BBG000BQYCB3,6
SPTSX,RXH4B6-R,BBG000BDTV08,6
SPTSX,SJSMSW-R,BBG000BCB3K9,6
SPTSX,SD0F4T-R,BBG004RXCMJ7,6
SPTSX,RC9616-R,BBG00582TDZ7,6
SPTSX,RBHHTX-R,BBG0039G71V4,6
SPTSX,RVBRQX-R,BBG000KN5J90,6
SPTSX,CX6P1R-R,BBG000PY5XQ1,6
SPTSX,CFJ279-R,BBG000QBM0Z3,6
SPTSX,BFMPK2-R,BBG00RDKMTW8,6
SPTSX,BFSQSF-R,BBG000BMT0R7,6
SPTSX,B04V7K-R,BBG000C0R327,6
SPTSX,BNMLW8-R,BBG000D5BDF6,6
SPTSX,BCHRDT-R,BBG000BV7ZW8,6
SPTSX,FV9XPC-R,BBG000HPX6W0,6
SPTSX,F03Z3C-R,BBG000CVQ2M0,6
SPTSX,DXTTDL-R,BBG000HJ82S6,6
SPTSX,FCHV3J-R,BBG000GFD3R8,6
SPTSX,FPVHPG-R,BBG000BLKC01,6
SPTSX,M3QDQ6-R,BBG000BGHJ83,6
SPTSX,LKVX5V-R,BBG000D17GK7,6
SPTSX,LJPXK2-R,BBG000C0BT45,6
SPTSX,GYJ1QD-R,BBG000QDT8Z5,6
SPTSX,JS2P50-R,BBG000BSR5N9,6
SPTSX,JDVMBC-R,BBG000C665J4,6
