,fsym_id,split_date,exdate,bbg_id,in_index,p_split_factor
0,C7LZYC-R,2021-03-02,2021-02-09,BBG000BNTTY4,0,0.92592591
1,DQ5M42-R,2021-03-02,2021-02-11,BBG000BLLWV2,0,0.5
2,H579SQ-R,2021-03-04,2020-12-18,BBG000BVJNQ9,0,0.970874012
3,J3NGGR-R,2021-03-04,2020-12-03,BBG000C126H9,0,0.952381015
4,NDN14P-R,2021-03-15,2008-08-28,BBG000BN4PM2,0,10.0
5,V2H5QG-R,2021-03-05,2020-12-14,BBG000B9YJ35,1,0.5
